word	position	sentence_id
puits	13	26
au	14	26
hasard	15	26
dans	16	26
l	17	26
immensité	18	26
du	19	26
désert	20	26
Cependant	1	27
nous	2	27
nous	3	27
mîmes	4	27
en	5	27
marche	6	27
Quand	1	28
nous	2	28
eûmes	3	28
marché	4	28
des	5	28
heures	6	28
en	7	28
silence	8	28
la	9	28
nuit	10	28
tomba	11	28
et	12	28
les	13	28
étoiles	14	28
commencèrent	15	28
de	16	28
s	17	28
éclairer	18	28
Je	1	29
les	2	29
apercevais	3	29
comme	4	29
en	5	29
rêve	6	29
ayant	7	29
un	8	29
peu	9	29
de	10	29
fièvre	11	29
à	12	29
cause	13	29
de	14	29
ma	15	29
soif	16	29
Les	1	30
mots	2	30
du	3	30
petit	4	30
prince	5	30
dansaient	6	30
dans	7	30
ma	8	30
mémoire	9	30
tu	10	30
as	11	30
donc	12	30
soif	13	30
toi	14	30
aussi	15	30
Lui	1	31
demandai	2	31
je	3	31
Mais	1	32
il	2	32
ne	3	32
répondit	4	32
pas	5	32
à	6	32
ma	7	32
question	8	32
Il	1	33
me	2	33
dit	3	33
simplement	4	33
l	5	33
eau	6	33
peut	7	33
aussi	8	33
être	9	33
bonne	10	33
pour	11	33
le	12	33
coeur	13	33
Je	1	34
ne	2	34
compris	3	34
pas	4	34
sa	5	34
réponse	6	34
mais	7	34
je	8	34
me	9	34
tus	10	34
Je	1	35
savais	2	35
bien	3	35
qu	4	35
il	5	35
ne	6	35
fallait	7	35
pas	8	35
l	9	35
interroger	10	35
Il	1	36
était	2	36
fatigué	3	36
Il	1	37
s	2	37
assit	3	37
Je	1	38
m	2	38
assis	3	38
auprès	4	38
de	5	38
lui	6	38
Et	1	39
après	2	39
un	3	39
silence	4	39
il	5	39
dit	6	39
encore	7	39
les	8	39
étoiles	9	39
sont	10	39
belles	11	39
à	12	39
cause	13	39
d	14	39
une	15	39
fleur	16	39
que	17	39
l	18	39
on	19	39
ne	20	39
voit	21	39
pas	22	39
Je	1	40
répondis	2	40
bien	3	40
sûr	4	40
et	5	40
je	6	40
regardai	7	40
sans	8	40
parler	9	40
les	10	40
plis	11	40
du	12	40
sable	13	40
sous	14	40
la	15	40
lune	16	40
le	1	41
désert	2	41
est	3	41
beau	4	41
ajouta	5	41
t	6	41
il	7	41
Et	1	43
c	2	43
était	3	43
vrai	4	43
J	1	44
ai	2	44
toujours	3	44
aimé	4	44
le	5	44
désert	6	44
On	1	45
s	2	45
assoit	3	45
sur	4	45
une	5	45
dune	6	45
de	7	45
sable	8	45
On	1	46
ne	2	46
voit	3	46
rien	4	46
On	1	47
n	2	47
entend	3	47
rien	4	47
Et	1	48
cependant	2	48
quelque	3	48
chose	4	48
rayonne	5	48
en	6	48
silence	7	48
ce	1	49
qui	2	49
embellit	3	49
le	4	49
désert	5	49
dit	6	49
le	7	49
petit	8	49
prince	9	49
c	10	49
est	11	49
qu	12	49
il	13	49
cache	14	49
un	15	49
puits	16	49
quelque	17	49
part	18	49
Je	1	50
fus	2	50
surpris	3	50
de	4	50
comprendre	5	50
soudain	6	50
ce	7	50
mystérieux	8	50
rayonnement	9	50
du	10	50
sable	11	50
Lorsque	1	51
j	2	51
étais	3	51
petit	4	51
garçon	5	51
j	6	51
habitais	7	51
une	8	51
maison	9	51
ancienne	10	51
et	11	51
la	12	51
légende	13	51
racontait	14	51
qu	15	51
un	16	51
trésor	17	51
y	18	51
était	19	51
enfoui	20	51
Bien	1	52
sûr	2	52
jamais	3	52
personne	4	52
n	5	52
a	6	52
su	7	52
le	8	52
découvrir	9	52
ni	10	52
peut	11	52
être	12	52
même	13	52
ne	14	52
l	15	52
a	16	52
cherché	17	52
Mais	1	53
il	2	53
enchantait	3	53
toute	4	53
cette	5	53
maison	6	53
Ma	1	54
maison	2	54
cachait	3	54
un	4	54
secret	5	54
au	6	54
fond	7	54
de	8	54
son	9	54
coeur	10	54
oui	1	55
dis	2	55
je	3	55
au	4	55
petit	5	55
prince	6	55
qu	7	55
il	8	55
s	9	55
agisse	10	55
de	11	55
la	12	55
maison	13	55
des	14	55
étoiles	15	55
ou	16	55
du	17	55
désert	18	55
ce	19	55
qui	20	55
fait	21	55
leur	22	55
beauté	23	55
est	24	55
invisible	25	55
je	1	56
suis	2	56
content	3	56
dit	4	56
il	5	56
que	6	56
tu	7	56
sois	8	56
d	9	56
accord	10	56
avec	11	56
mon	12	56
renard	13	56
Comme	1	57
le	2	57
petit	3	57
prince	4	57
s	5	57
endormait	6	57
je	7	57
le	8	57
pris	9	57
dans	10	57
mes	11	57
bras	12	57
et	13	57
me	14	57
remis	15	57
en	16	57
route	17	57
J	1	58
étais	2	58
ému	3	58
Il	1	59
me	2	59
semblait	3	59
porter	4	59
un	5	59
trésor	6	59
fragile	7	59
Il	1	60
me	2	60
semblait	3	60
même	4	60
qu	5	60
il	6	60
n	7	60
y	8	60
eût	9	60
rien	10	60
de	11	60
plus	12	60
fragile	13	60
sur	14	60
la	15	60
terre	16	60
Je	1	61
regardais	2	61
à	3	61
la	4	61
lumière	5	61
de	6	61
la	7	61
lune	8	61
ce	9	61
front	10	61
pâle	11	61
ces	12	61
yeux	13	61
clos	14	61
ces	15	61
mèches	16	61
de	17	61
cheveux	18	61
qui	19	61
tremblaient	20	61
au	21	61
vent	22	61
et	23	61
je	24	61
me	25	61
disais	26	61
ce	27	61
que	28	61
je	29	61
vois	30	61
là	31	61
n	32	61
est	33	61
qu	34	61
une	35	61
écorce	36	61
Le	1	62
plus	2	62
important	3	62
est	4	62
invisible	5	62
Comme	1	63
ses	2	63
lèvres	3	63
entrouvertes	4	63
ébauchaient	5	63
un	6	63
demi	7	63
sourire	8	63
je	9	63
me	10	63
dis	11	63
encore	12	63
ce	13	63
qui	14	63
m	15	63
émeut	16	63
si	17	63
fort	18	63
de	19	63
ce	20	63
petit	21	63
prince	22	63
endormi	23	63
c	24	63
est	25	63
sa	26	63
fidélité	27	63
pour	28	63
une	29	63
fleur	30	63
c	31	63
est	32	63
l	33	63
image	34	63
d	35	63
une	36	63
rose	37	63
qui	38	63
rayonne	39	63
en	40	63
lui	41	63
comme	42	63
la	43	63
flamme	44	63
d	45	63
une	46	63
lampe	47	63
même	48	63
quand	49	63
il	50	63
dort	51	63
Et	1	64
je	2	64
le	3	64
devinai	4	64
plus	5	64
fragile	6	64
encore	7	64
Il	1	65
faut	2	65
bien	3	65
protéger	4	65
les	5	65
lampes	6	65
un	7	65
coup	8	65
de	9	65
vent	10	65
peut	11	65
les	12	65
éteindre	13	65
Et	1	66
marchant	2	66
ainsi	3	66
je	4	66
découvris	5	66
le	6	66
puits	7	66
au	8	66
lever	9	66
du	10	66
jour	11	66
les	1	67
hommes	2	67
dit	3	67
le	4	67
petit	5	67
prince	6	67
ils	7	67
s	8	67
enfournent	9	67
dans	10	67
les	11	67
rapides	12	67
mais	13	67
ils	14	67
ne	15	67
savent	16	67
plus	17	67
ce	18	67
qu	19	67
ils	20	67
cherchent	21	67
Alors	1	68
ils	2	68
s	3	68
agitent	4	68
et	5	68
tournent	6	68
en	7	68
rond	8	68
Et	1	69
il	2	69
ajouta	3	69
ce	4	69
n	5	69
est	6	69
pas	7	69
la	8	69
peine	9	69
Le	1	70
puits	2	70
que	3	70
nous	4	70
avions	5	70
atteint	6	70
ne	7	70
ressemblait	8	70
pas	9	70
aux	10	70
puits	11	70
sahariens	12	70
Les	1	71
puits	2	71
sahariens	3	71
sont	4	71
de	5	71
simples	6	71
trous	7	71
creusés	8	71
dans	9	71
le	10	71
sable	11	71
Celui	1	72
là	2	72
ressemblait	3	72
à	4	72
un	5	72
puits	6	72
de	7	72
village	8	72
Mais	1	73
il	2	73
n	3	73
y	4	73
avait	5	73
là	6	73
aucun	7	73
village	8	73
et	9	73
je	10	73
croyais	11	73
rêver	12	73
c	1	74
est	2	74
étrange	3	74
dis	4	74
je	5	74
au	6	74
petit	7	74
prince	8	74
tout	9	74
est	10	74
prêt	11	74
la	12	74
poulie	13	74
le	14	74
seau	15	74
et	16	74
la	17	74
corde	18	74
Il	1	75
rit	2	75
toucha	3	75
la	4	75
corde	5	75
fit	6	75
jouer	7	75
la	8	75
poulie	9	75
Et	1	76
la	2	76
poulie	3	76
gémit	4	76
comme	5	76
gémit	6	76
une	7	76
vieille	8	76
girouette	9	76
quand	10	76
le	11	76
vent	12	76
a	13	76
longtemps	14	76
dormi	15	76
tu	1	77
entends	2	77
dit	3	77
le	4	77
petit	5	77
prince	6	77
nous	7	77
réveillons	8	77
ce	9	77
puits	10	77
et	11	77
il	12	77
chante	13	77
Je	1	78
ne	2	78
voulais	3	78
pas	4	78
qu	5	78
il	6	78
fit	7	78
un	8	78
effort	9	78
laisse	10	78
moi	11	78
faire	12	78
lui	13	78
dis	14	78
je	15	78
c	16	78
est	17	78
trop	18	78
lourd	19	78
pour	20	78
toi	21	78
Lentement	1	79
je	2	79
hissai	3	79
le	4	79
seau	5	79
jusqu	6	79
à	7	79
la	8	79
margelle	9	79
Je	1	80
l	2	80
y	3	80
installai	4	80
bien	5	80
d	6	80
aplomb	7	80
Dans	1	81
mes	2	81
oreilles	3	81
durait	4	81
le	5	81
chant	6	81
de	7	81
la	8	81
poulie	9	81
et	10	81
dans	11	81
l	12	81
eau	13	81
qui	14	81
tremblait	15	81
encore	16	81
je	17	81
voyais	18	81
trembler	19	81
le	20	81
soleil	21	81
j	1	82
ai	2	82
soif	3	82
de	4	82
cette	5	82
eau	6	82
là	7	82
dit	8	82
le	9	82
petit	10	82
prince	11	82
donne	12	82
moi	13	82
à	14	82
boire	15	82
Et	1	83
je	2	83
compris	3	83
ce	4	83
qu	5	83
il	6	83
avait	7	83
cherché	8	83
Je	1	84
soulevai	2	84
le	3	84
seau	4	84
jusqu	5	84
à	6	84
ses	7	84
lèvres	8	84
Il	1	85
but	2	85
les	3	85
yeux	4	85
fermés	5	85
C	1	86
était	2	86
doux	3	86
comme	4	86
une	5	86
fête	6	86
Cette	1	87
eau	2	87
était	3	87
bien	4	87
autre	5	87
chose	6	87
qu	7	87
un	8	87
aliment	9	87
Elle	1	88
était	2	88
née	3	88
de	4	88
la	5	88
marche	6	88
sous	7	88
les	8	88
étoiles	9	88
du	10	88
chant	11	88
de	12	88
la	13	88
poulie	14	88
de	15	88
l	16	88
effort	17	88
de	18	88
mes	19	88
bras	20	88
Elle	1	89
était	2	89
bonne	3	89
pour	4	89
le	5	89
coeur	6	89
comme	7	89
un	8	89
cadeau	9	89
Lorsque	1	90
j	2	90
étais	3	90
petit	4	90
garçon	5	90
la	6	90
lumière	7	90
de	8	90
l	9	90
arbre	10	90
de	11	90
noël	12	90
la	13	90
musique	14	90
de	15	90
la	16	90
messe	17	90
de	18	90
minuit	19	90
la	20	90
douceur	21	90
des	22	90
sourires	23	90
faisaient	24	90
ainsi	25	90
tout	26	90
le	27	90
rayonnement	28	90
du	29	90
cadeau	30	90
de	31	90
noël	32	90
que	33	90
je	34	90
recevais	35	90
les	1	91
hommes	2	91
de	3	91
chez	4	91
toi	5	91
dit	6	91
le	7	91
petit	8	91
prince	9	91
cultivent	10	91
cinq	11	91
mille	12	91
roses	13	91
dans	14	91
un	15	91
même	16	91
jardin	17	91
Et	1	92
ils	2	92
n	3	92
y	4	92
trouvent	5	92
pas	6	92
ce	7	92
qu	8	92
ils	9	92
cherchent	10	92
ils	1	93
ne	2	93
le	3	93
trouvent	4	93
pas	5	93
répondis	6	93
je	7	93
et	1	94
cependant	2	94
ce	3	94
qu	4	94
ils	5	94
cherchent	6	94
pourrait	7	94
être	8	94
trouvé	9	94
dans	10	94
une	11	94
seule	12	94
rose	13	94
ou	14	94
un	15	94
peu	16	94
d	17	94
eau	18	94
bien	1	95
sûr	2	95
répondis	3	95
je	4	95
Et	1	96
le	2	96
petit	3	96
prince	4	96
ajouta	5	96
mais	6	96
les	7	96
yeux	8	96
sont	9	96
aveugles	10	96
Il	1	97
faut	2	97
chercher	3	97
avec	4	97
le	5	97
coeur	6	97
J	1	98
avais	2	98
bu	3	98
Je	1	99
respirais	2	99
bien	3	99
Le	1	100
sable	2	100
au	3	100
lever	4	100
du	5	100
jour	6	100
est	7	100
couleur	8	100
de	9	100
miel	10	100
J	1	101
étais	2	101
heureux	3	101
aussi	4	101
de	5	101
cette	6	101
couleur	7	101
de	8	101
miel	9	101
Pourquoi	1	102
fallait	2	102
il	3	102
que	4	102
j	5	102
eusse	6	102
de	7	102
la	8	102
peine	9	102
il	1	103
faut	2	103
que	3	103
tu	4	103
tiennes	5	103
ta	6	103
promesse	7	103
me	8	103
dit	9	103
doucement	10	103
le	11	103
petit	12	103
prince	13	103
qui	14	103
de	15	103
nouveau	16	103
s	17	103
était	18	103
assis	19	103
auprès	20	103
de	21	103
moi	22	103
quelle	1	104
promesse	2	104
tu	1	105
sais	2	105
Une	1	106
muselière	2	106
pour	3	106
mon	4	106
mouton	5	106
Je	1	107
suis	2	107
responsable	3	107
de	4	107
cette	5	107
fleur	6	107
Je	1	108
sortis	2	108
de	3	108
ma	4	108
poche	5	108
mes	6	108
ébauches	7	108
de	8	108
dessin	9	108
Le	1	109
petit	2	109
prince	3	109
les	4	109
aperçut	5	109
et	6	109
dit	7	109
en	8	109
riant	9	109
tes	10	109
baobabs	11	109
ils	12	109
ressemblent	13	109
un	14	109
peu	15	109
à	16	109
des	17	109
choux	18	109
oh	1	110
Moi	1	111
qui	2	111
étais	3	111
si	4	111
fier	5	111
des	6	111
baobabs	7	111
ton	1	112
renard	2	112
Ses	1	113
oreilles	2	113
Elles	1	114
ressemblent	2	114
un	3	114
peu	4	114
à	5	114
des	6	114
cornes	7	114
Et	1	115
elles	2	115
sont	3	115
trop	4	115
longues	5	115
Et	1	116
il	2	116
rit	3	116
encore	4	116
tu	1	117
es	2	117
injuste	3	117
petit	4	117
bonhomme	5	117
je	6	117
ne	7	117
savais	8	117
rien	9	117
dessiner	10	117
que	11	117
les	12	117
boas	13	117
fermés	14	117
et	15	117
les	16	117
boas	17	117
ouverts	18	117
oh	1	118
Ça	1	119
ira	2	119
dit	3	119
il	4	119
les	5	119
enfants	6	119
savent	7	119
Je	1	120
crayonnai	2	120
donc	3	120
une	4	120
muselière	5	120
Et	1	121
j	2	121
eus	3	121
le	4	121
coeur	5	121
serré	6	121
en	7	121
la	8	121
lui	9	121
donnant	10	121
tu	11	121
as	12	121
des	13	121
projets	14	121
que	15	121
j	16	121
ignore	17	121
Mais	1	122
il	2	122
ne	3	122
me	4	122
répondit	5	122
pas	6	122
Il	1	123
me	2	123
dit	3	123
tu	4	123
sais	5	123
ma	6	123
chute	7	123
sur	8	123
la	9	123
terre	10	123
C	1	124
en	2	124
sera	3	124
demain	4	124
l	5	124
anniversaire	6	124
Puis	1	125
après	2	125
un	3	125
silence	4	125
il	5	125
dit	6	125
encore	7	125
j	8	125
étais	9	125
tombé	10	125
tout	11	125
près	12	125
d	13	125
ici	14	125
Et	1	126
il	2	126
rougit	3	126
Et	1	127
de	2	127
nouveau	3	127
sans	4	127
comprendre	5	127
pourquoi	6	127
j	7	127
éprouvai	8	127
un	9	127
chagrin	10	127
bizarre	11	127
Cependant	1	128
une	2	128
question	3	128
me	4	128
vint	5	128
alors	6	128
ce	7	128
n	8	128
est	9	128
pas	10	128
par	11	128
hasard	12	128
que	13	128
le	14	128
matin	15	128
où	16	128
je	17	128
t	18	128
ai	19	128
connu	20	128
il	21	128
y	22	128
a	23	128
huit	24	128
jours	25	128
tu	26	128
te	27	128
promenais	28	128
comme	29	128
ça	30	128
tout	31	128
seul	32	128
à	33	128
mille	34	128
milles	35	128
de	36	128
toutes	37	128
les	38	128
régions	39	128
habitées	40	128
Tu	1	129
retournais	2	129
vers	3	129
le	4	129
point	5	129
de	6	129
ta	7	129
chute	8	129
Le	1	130
petit	2	130
prince	3	130
rougit	4	130
encore	5	130
Et	1	131
j	2	131
ajoutai	3	131
en	4	131
hésitant	5	131
à	6	131
cause	7	131
peut	8	131
être	9	131
de	10	131
l	11	131
anniversaire	12	131
Le	1	132
petit	2	132
prince	3	132
rougit	4	132
de	5	132
nouveau	6	132
Il	1	133
ne	2	133
répondait	3	133
jamais	4	133
aux	5	133
questions	6	133
mais	7	133
quand	8	133
on	9	133
rougit	10	133
ça	11	133
signifie	12	133
oui	13	133
n	14	133
est	15	133
ce	16	133
pas	17	133
ah	1	134
Lui	1	135
dis	2	135
je	3	135
j	4	135
ai	5	135
peur	6	135
Mais	1	136
il	2	136
me	3	136
répondit	4	136
tu	5	136
dois	6	136
maintenant	7	136
travailler	8	136
Tu	1	137
dois	2	137
repartir	3	137
vers	4	137
ta	5	137
machine	6	137
Je	1	138
t	2	138
attends	3	138
ici	4	138
Reviens	1	139
demain	2	139
soir	3	139
Mais	1	140
je	2	140
n	3	140
étais	4	140
pas	5	140
rassuré	6	140
Je	1	141
me	2	141
souvenais	3	141
du	4	141
renard	5	141
On	1	142
risque	2	142
de	3	142
pleurer	4	142
un	5	142
peu	6	142
si	7	142
l	8	142
on	9	142
s	10	142
est	11	142
laissé	12	142
apprivoiser	13	142
