word	position	sentence_id
rose	20	19
ordinaire	21	19
Ça	1	20
et	2	20
mes	3	20
trois	4	20
volcans	5	20
qui	6	20
m	7	20
arrivent	8	20
au	9	20
genou	10	20
et	11	20
dont	12	20
l	13	20
un	14	20
peut	15	20
être	16	20
est	17	20
éteint	18	20
pour	19	20
toujours	20	20
ça	21	20
ne	22	20
fait	23	20
pas	24	20
de	25	20
moi	26	20
un	27	20
bien	28	20
grand	29	20
prince	30	20
Et	1	21
couché	2	21
dans	3	21
l	4	21
herbe	5	21
il	6	21
pleura	7	21
C	1	22
est	2	22
alors	3	22
qu	4	22
apparut	5	22
le	6	22
renard	7	22
Bonjour	8	22
dit	9	22
le	10	22
renard	11	22
Bonjour	1	23
répondit	2	23
poliment	3	23
le	4	23
petit	5	23
prince	6	23
qui	7	23
se	8	23
retourna	9	23
mais	10	23
ne	11	23
vit	12	23
rien	13	23
Je	1	24
suis	2	24
là	3	24
dit	4	24
la	5	24
voix	6	24
sous	7	24
le	8	24
pommier	9	24
Qui	1	25
es	2	25
tu	3	25
Dit	1	26
le	2	26
petit	3	26
prince	4	26
Tu	1	27
es	2	27
bien	3	27
joli	4	27
Je	1	28
suis	2	28
un	3	28
renard	4	28
dit	5	28
le	6	28
renard	7	28
Viens	1	29
jouer	2	29
avec	3	29
moi	4	29
lui	5	29
proposa	6	29
le	7	29
petit	8	29
prince	9	29
Je	1	30
suis	2	30
tellement	3	30
triste	4	30
Je	1	31
ne	2	31
puis	3	31
pas	4	31
jouer	5	31
avec	6	31
toi	7	31
dit	8	31
le	9	31
renard	10	31
Je	1	32
ne	2	32
suis	3	32
pas	4	32
apprivoisé	5	32
Ah	1	33
Pardon	1	34
fit	2	34
le	3	34
petit	4	34
prince	5	34
Mais	1	35
après	2	35
réflexion	3	35
il	4	35
ajouta	5	35
Qu	6	35
est	7	35
ce	8	35
que	9	35
signifie	10	35
apprivoiser	11	35
Tu	1	36
n	2	36
es	3	36
pas	4	36
d	5	36
ici	6	36
dit	7	36
le	8	36
renard	9	36
que	10	36
cherches	11	36
tu	12	36
Je	1	37
cherche	2	37
les	3	37
hommes	4	37
dit	5	37
le	6	37
petit	7	37
prince	8	37
Qu	1	38
est	2	38
ce	3	38
que	4	38
signifie	5	38
apprivoiser	6	38
Les	1	39
hommes	2	39
dit	3	39
le	4	39
renard	5	39
ils	6	39
ont	7	39
des	8	39
fusils	9	39
et	10	39
ils	11	39
chassent	12	39
C	1	40
est	2	40
bien	3	40
gênant	4	40
Ils	1	41
élèvent	2	41
aussi	3	41
des	4	41
poules	5	41
C	1	42
est	2	42
leur	3	42
seul	4	42
intérêt	5	42
Tu	1	43
cherches	2	43
des	3	43
poules	4	43
Non	1	44
dit	2	44
le	3	44
petit	4	44
prince	5	44
Je	1	45
cherche	2	45
des	3	45
amis	4	45
Qu	1	46
est	2	46
ce	3	46
que	4	46
signifie	5	46
apprivoiser	6	46
C	1	47
est	2	47
une	3	47
chose	4	47
trop	5	47
oubliée	6	47
dit	7	47
le	8	47
renard	9	47
Ça	1	48
signifie	2	48
créer	3	48
des	4	48
liens	5	48
Créer	1	49
des	2	49
liens	3	49
Bien	1	50
sûr	2	50
dit	3	50
le	4	50
renard	5	50
Tu	1	51
n	2	51
es	3	51
encore	4	51
pour	5	51
moi	6	51
qu	7	51
un	8	51
petit	9	51
garçon	10	51
tout	11	51
semblable	12	51
à	13	51
cent	14	51
mille	15	51
petits	16	51
garçons	17	51
Et	1	52
je	2	52
n	3	52
ai	4	52
pas	5	52
besoin	6	52
de	7	52
toi	8	52
Et	1	53
tu	2	53
n	3	53
as	4	53
pas	5	53
besoin	6	53
de	7	53
moi	8	53
non	9	53
plus	10	53
Je	1	54
ne	2	54
suis	3	54
pour	4	54
toi	5	54
qu	6	54
un	7	54
renard	8	54
semblable	9	54
à	10	54
cent	11	54
mille	12	54
renards	13	54
Mais	1	55
si	2	55
tu	3	55
m	4	55
apprivoises	5	55
nous	6	55
aurons	7	55
besoin	8	55
l	9	55
un	10	55
de	11	55
l	12	55
autre	13	55
Tu	1	56
seras	2	56
pour	3	56
moi	4	56
unique	5	56
au	6	56
monde	7	56
Je	1	57
serai	2	57
pour	3	57
toi	4	57
unique	5	57
au	6	57
monde	7	57
Je	1	58
commence	2	58
à	3	58
comprendre	4	58
dit	5	58
le	6	58
petit	7	58
prince	8	58
Il	1	59
y	2	59
a	3	59
une	4	59
fleur	5	59
Je	1	60
crois	2	60
qu	3	60
elle	4	60
m	5	60
a	6	60
apprivoisé	7	60
C	1	61
est	2	61
possible	3	61
dit	4	61
le	5	61
renard	6	61
On	1	62
voit	2	62
sur	3	62
la	4	62
Terre	5	62
toutes	6	62
sortes	7	62
de	8	62
choses	9	62
Oh	1	63
Ce	1	64
n	2	64
est	3	64
pas	4	64
sur	5	64
la	6	64
Terre	7	64
dit	8	64
le	9	64
petit	10	64
prince	11	64
Le	1	65
renard	2	65
parut	3	65
très	4	65
intrigué	5	65
Sur	6	65
une	7	65
autre	8	65
planète	9	65
Oui	1	66
Il	1	67
y	2	67
a	3	67
des	4	67
chasseurs	5	67
sur	6	67
cette	7	67
planète	8	67
là	9	67
Non	1	68
Ça	1	69
c	2	69
est	3	69
intéressant	4	69
Et	1	70
des	2	70
poules	3	70
Non	1	71
Rien	1	72
n	2	72
est	3	72
parfait	4	72
soupira	5	72
le	6	72
renard	7	72
Mais	1	73
le	2	73
renard	3	73
revint	4	73
à	5	73
son	6	73
idée	7	73
Ma	8	73
vie	9	73
est	10	73
monotone	11	73
Je	1	74
chasse	2	74
les	3	74
poules	4	74
les	5	74
hommes	6	74
me	7	74
chassent	8	74
Toutes	1	75
les	2	75
poules	3	75
se	4	75
ressemblent	5	75
et	6	75
tous	7	75
les	8	75
hommes	9	75
se	10	75
ressemblent	11	75
Je	1	76
m	2	76
ennuie	3	76
donc	4	76
un	5	76
peu	6	76
Mais	1	77
si	2	77
tu	3	77
m	4	77
apprivoises	5	77
ma	6	77
vie	7	77
sera	8	77
comme	9	77
ensoleillée	10	77
Je	1	78
connaîtrai	2	78
un	3	78
bruit	4	78
de	5	78
pas	6	78
qui	7	78
sera	8	78
différent	9	78
de	10	78
tous	11	78
les	12	78
autres	13	78
Les	1	79
autres	2	79
pas	3	79
me	4	79
font	5	79
rentrer	6	79
sous	7	79
terre	8	79
Le	1	80
tien	2	80
m	3	80
appellera	4	80
hors	5	80
du	6	80
terrier	7	80
comme	8	80
une	9	80
musique	10	80
Et	1	81
puis	2	81
regarde	3	81
Tu	1	82
vois	2	82
là	3	82
bas	4	82
les	5	82
champs	6	82
de	7	82
blé	8	82
Je	1	83
ne	2	83
mange	3	83
pas	4	83
de	5	83
pain	6	83
Le	1	84
blé	2	84
pour	3	84
moi	4	84
est	5	84
inutile	6	84
Les	1	85
champs	2	85
de	3	85
blé	4	85
ne	5	85
me	6	85
rappellent	7	85
rien	8	85
Et	1	86
ça	2	86
c	3	86
est	4	86
triste	5	86
Mais	1	87
tu	2	87
as	3	87
des	4	87
cheveux	5	87
couleur	6	87
d	7	87
or	8	87
Alors	1	88
ce	2	88
sera	3	88
merveilleux	4	88
quand	5	88
tu	6	88
m	7	88
auras	8	88
apprivoisé	9	88
Le	1	89
blé	2	89
qui	3	89
est	4	89
doré	5	89
me	6	89
fera	7	89
souvenir	8	89
de	9	89
toi	10	89
Et	1	90
j	2	90
aimerai	3	90
le	4	90
bruit	5	90
du	6	90
vent	7	90
dans	8	90
le	9	90
blé	10	90
Le	1	91
renard	2	91
se	3	91
tut	4	91
et	5	91
regarda	6	91
longtemps	7	91
le	8	91
petit	9	91
prince	10	91
S	11	91
il	12	91
te	13	91
plaît	14	91
Apprivoise	1	92
moi	2	92
Dit	1	93
il	2	93
Je	1	94
veux	2	94
bien	3	94
répondit	4	94
le	5	94
petit	6	94
prince	7	94
mais	8	94
je	9	94
n	10	94
ai	11	94
pas	12	94
beaucoup	13	94
de	14	94
temps	15	94
J	1	95
ai	2	95
des	3	95
amis	4	95
à	5	95
découvrir	6	95
et	7	95
beaucoup	8	95
de	9	95
choses	10	95
à	11	95
connaître	12	95
On	1	96
ne	2	96
connaît	3	96
que	4	96
les	5	96
choses	6	96
que	7	96
l	8	96
on	9	96
apprivoise	10	96
dit	11	96
le	12	96
renard	13	96
Les	1	97
hommes	2	97
n	3	97
ont	4	97
plus	5	97
le	6	97
temps	7	97
de	8	97
rien	9	97
connaître	10	97
Ils	1	98
achètent	2	98
des	3	98
choses	4	98
toutes	5	98
faites	6	98
chez	7	98
les	8	98
marchands	9	98
Mais	1	99
comme	2	99
il	3	99
n	4	99
existe	5	99
point	6	99
de	7	99
marchands	8	99
d	9	99
amis	10	99
les	11	99
hommes	12	99
n	13	99
ont	14	99
plus	15	99
d	16	99
amis	17	99
Si	1	100
tu	2	100
veux	3	100
un	4	100
ami	5	100
apprivoise	6	100
moi	7	100
Que	1	101
faut	2	101
il	3	101
faire	4	101
Dit	1	102
le	2	102
petit	3	102
prince	4	102
Il	1	103
faut	2	103
être	3	103
très	4	103
patient	5	103
répondit	6	103
le	7	103
renard	8	103
Tu	1	104
t	2	104
assoiras	3	104
d	4	104
abord	5	104
un	6	104
peu	7	104
loin	8	104
de	9	104
moi	10	104
comme	11	104
ça	12	104
dans	13	104
l	14	104
herbe	15	104
Je	1	105
te	2	105
regarderai	3	105
du	4	105
coin	5	105
de	6	105
l	7	105
oeil	8	105
et	9	105
tu	10	105
ne	11	105
diras	12	105
rien	13	105
Le	1	106
langage	2	106
est	3	106
source	4	106
de	5	106
malentendus	6	106
Mais	1	107
chaque	2	107
jour	3	107
tu	4	107
pourras	5	107
t	6	107
asseoir	7	107
un	8	107
peu	9	107
plus	10	107
près	11	107
Le	1	108
lendemain	2	108
revint	3	108
le	4	108
petit	5	108
prince	6	108
il	1	109
eût	2	109
mieux	3	109
valu	4	109
revenir	5	109
à	6	109
la	7	109
même	8	109
heure	9	109
dit	10	109
le	11	109
renard	12	109
Si	1	110
tu	2	110
viens	3	110
par	4	110
exemple	5	110
à	6	110
quatre	7	110
heures	8	110
de	9	110
l	10	110
après	11	110
midi	12	110
dès	13	110
trois	14	110
heures	15	110
je	16	110
commencerai	17	110
d	18	110
être	19	110
heureux	20	110
Plus	1	111
l	2	111
heure	3	111
avancera	4	111
plus	5	111
je	6	111
me	7	111
sentirai	8	111
heureux	9	111
Â	1	112
quatre	2	112
heures	3	112
déjà	4	112
je	5	112
m	6	112
agiterai	7	112
et	8	112
m	9	112
inquiéterai	10	112
je	11	112
découvrirai	12	112
le	13	112
prix	14	112
du	15	112
bonheur	16	112
Mais	1	113
si	2	113
tu	3	113
viens	4	113
n	5	113
importe	6	113
quand	7	113
je	8	113
ne	9	113
saurai	10	113
jamais	11	113
à	12	113
quelle	13	113
heure	14	113
m	15	113
habiller	16	113
le	17	113
coeur	18	113
Il	1	114
faut	2	114
des	3	114
rites	4	114
Qu	1	115
est	2	115
ce	3	115
qu	4	115
un	5	115
rite	6	115
Dit	1	116
le	2	116
petit	3	116
prince	4	116
C	1	117
est	2	117
aussi	3	117
quelque	4	117
chose	5	117
de	6	117
trop	7	117
oublié	8	117
dit	9	117
le	10	117
renard	11	117
C	1	118
est	2	118
ce	3	118
qui	4	118
fait	5	118
qu	6	118
un	7	118
jour	8	118
est	9	118
différent	10	118
des	11	118
autres	12	118
jours	13	118
une	14	118
heure	15	118
des	16	118
autres	17	118
heures	18	118
Il	1	119
y	2	119
a	3	119
un	4	119
rite	5	119
par	6	119
exemple	7	119
chez	8	119
mes	9	119
chasseurs	10	119
Ils	1	120
dansent	2	120
le	3	120
jeudi	4	120
avec	5	120
les	6	120
filles	7	120
du	8	120
village	9	120
Alors	1	121
le	2	121
jeudi	3	121
est	4	121
jour	5	121
merveilleux	6	121
Je	1	122
vais	2	122
me	3	122
promener	4	122
jusqu	5	122
à	6	122
la	7	122
vigne	8	122
Si	1	123
les	2	123
chasseurs	3	123
dansaient	4	123
n	5	123
importe	6	123
quand	7	123
les	8	123
jours	9	123
se	10	123
ressembleraient	11	123
tous	12	123
et	13	123
je	14	123
n	15	123
aurais	16	123
point	17	123
de	18	123
vacances	19	123
Ainsi	1	124
le	2	124
petit	3	124
prince	4	124
apprivoisa	5	124
le	6	124
renard	7	124
Et	1	125
quand	2	125
l	3	125
heure	4	125
du	5	125
départ	6	125
fut	7	125
proche	8	125
Ah	9	125
Dit	1	126
le	2	126
renard	3	126
Je	1	127
pleurerai	2	127
C	1	128
est	2	128
ta	3	128
faute	4	128
dit	5	128
le	6	128
petit	7	128
prince	8	128
je	9	128
ne	10	128
te	11	128
souhaitais	12	128
point	13	128
de	14	128
mal	15	128
mais	16	128
tu	17	128
as	18	128
voulu	19	128
que	20	128
je	21	128
t	22	128
apprivoise	23	128
Bien	1	129
sûr	2	129
dit	3	129
le	4	129
renard	5	129
Mais	1	130
tu	2	130
vas	3	130
pleurer	4	130
Dit	1	131
le	2	131
petit	3	131
prince	4	131
Bien	1	132
sûr	2	132
dit	3	132
le	4	132
renard	5	132
Alors	1	133
tu	2	133
n	3	133
y	4	133
gagnes	5	133
rien	6	133
J	1	134
y	2	134
gagne	3	134
dit	4	134
le	5	134
renard	6	134
à	7	134
cause	8	134
de	9	134
la	10	134
couleur	11	134
du	12	134
blé	13	134
Puis	1	135
il	2	135
ajouta	3	135
Va	4	135
revoir	5	135
les	6	135
roses	7	135
Tu	1	136
comprendras	2	136
que	3	136
la	4	136
tienne	5	136
est	6	136
unique	7	136
au	8	136
monde	9	136
Tu	1	137
reviendras	2	137
me	3	137
dire	4	137
adieu	5	137
et	6	137
je	7	137
te	8	137
ferai	9	137
cadeau	10	137
d	11	137
un	12	137
secret	13	137
Le	1	138
petit	2	138
prince	3	138
s	4	138
en	5	138
fut	6	138
revoir	7	138
les	8	138
roses	9	138
Vous	10	138
n	11	138
êtes	12	138
pas	13	138
du	14	138
tout	15	138
semblables	16	138
à	17	138
ma	18	138
rose	19	138
vous	20	138
n	21	138
êtes	22	138
rien	23	138
encore	24	138
leur	25	138
dit	26	138
il	27	138
Personne	1	139
ne	2	139
vous	3	139
a	4	139
apprivoisées	5	139
et	6	139
vous	7	139
n	8	139
avez	9	139
apprivoisé	10	139
personne	11	139
Vous	1	140
êtes	2	140
comme	3	140
était	4	140
mon	5	140
renard	6	140
Ce	1	141
n	2	141
était	3	141
qu	4	141
un	5	141
renard	6	141
semblable	7	141
à	8	141
cent	9	141
mille	10	141
autres	11	141
Mais	1	142
j	2	142
en	3	142
ai	4	142
fait	5	142
mon	6	142
ami	7	142
et	8	142
il	9	142
est	10	142
maintenant	11	142
unique	12	142
au	13	142
monde	14	142
Et	1	143
les	2	143
roses	3	143
étaient	4	143
gênées	5	143
vous	1	144
êtes	2	144
belles	3	144
mais	4	144
vous	5	144
êtes	6	144
vides	7	144
leur	8	144
dit	9	144
il	10	144
encore	11	144
On	1	145
ne	2	145
peut	3	145
pas	4	145
mourir	5	145
pour	6	145
vous	7	145
Bien	1	146
sûr	2	146
ma	3	146
rose	4	146
à	5	146
moi	6	146
un	7	146
passant	8	146
ordinaire	9	146
croirait	10	146
qu	11	146
elle	12	146
vous	13	146
ressemble	14	146
Mais	1	147
à	2	147
elle	3	147
seule	4	147
elle	5	147
est	6	147
plus	7	147
importante	8	147
que	9	147
vous	10	147
toutes	11	147
puisque	12	147
c	13	147
est	14	147
elle	15	147
que	16	147
j	17	147
ai	18	147
arrosée	19	147
Puisque	1	148
c	2	148
est	3	148
elle	4	148
que	5	148
j	6	148
ai	7	148
mise	8	148
sous	9	148
globe	10	148
Puisque	1	149
c	2	149
est	3	149
elle	4	149
que	5	149
j	6	149
ai	7	149
abritée	8	149
par	9	149
le	10	149
paravent	11	149
Puisque	1	150
c	2	150
est	3	150
elle	4	150
dont	5	150
j	6	150
ai	7	150
tué	8	150
les	9	150
chenilles	10	150
sauf	11	150
les	12	150
deux	13	150
ou	14	150
trois	15	150
pour	16	150
les	17	150
papillons	18	150
Puisque	1	151
c	2	151
est	3	151
elle	4	151
que	5	151
j	6	151
ai	7	151
écoutée	8	151
se	9	151
plaindre	10	151
ou	11	151
se	12	151
vanter	13	151
ou	14	151
même	15	151
quelquefois	16	151
se	17	151
taire	18	151
Puisque	1	152
c	2	152
est	3	152
ma	4	152
rose	5	152
Et	1	153
il	2	153
revint	3	153
vers	4	153
le	5	153
renard	6	153
Adieu	7	153
dit	8	153
il	9	153
Adieu	10	153
dit	11	153
le	12	153
renard	13	153
Voici	1	154
mon	2	154
secret	3	154
Il	1	155
est	2	155
très	3	155
simple	4	155
on	5	155
ne	6	155
voit	7	155
bien	8	155
qu	9	155
avec	10	155
le	11	155
coeur	12	155
L	1	156
essentiel	2	156
est	3	156
invisible	4	156
pour	5	156
les	6	156
yeux	7	156
L	1	157
essentiel	2	157
est	3	157
invisible	4	157
pour	5	157
les	6	157
yeux	7	157
répéta	8	157
le	9	157
petit	10	157
prince	11	157
afin	12	157
de	13	157
se	14	157
souvenir	15	157
C	1	158
est	2	158
le	3	158
temps	4	158
que	5	158
tu	6	158
as	7	158
perdu	8	158
pour	9	158
ta	10	158
rose	11	158
qui	12	158
fait	13	158
ta	14	158
rose	15	158
si	16	158
importante	17	158
C	1	159
est	2	159
le	3	159
temps	4	159
que	5	159
j	6	159
ai	7	159
perdu	8	159
pour	9	159
ma	10	159
rose	11	159
Fit	1	160
le	2	160
petit	3	160
prince	4	160
afin	5	160
de	6	160
se	7	160
souvenir	8	160
Les	1	161
hommes	2	161
ont	3	161
oublié	4	161
cette	5	161
vérité	6	161
dit	7	161
le	8	161
renard	9	161
Mais	1	162
tu	2	162
ne	3	162
dois	4	162
pas	5	162
l	6	162
oublier	7	162
Tu	1	163
deviens	2	163
responsable	3	163
pour	4	163
toujours	5	163
de	6	163
ce	7	163
que	8	163
tu	9	163
as	10	163
apprivoisé	11	163
Tu	1	164
es	2	164
responsable	3	164
de	4	164
ta	5	164
rose	6	164
Je	1	165
suis	2	165
responsable	3	165
de	4	165
ma	5	165
rose	6	165
Répéta	1	166
le	2	166
petit	3	166
prince	4	166
afin	5	166
de	6	166
se	7	166
souvenir	8	166
bonjour	1	167
dit	2	167
le	3	167
petit	4	167
prince	5	167
Bonjour	1	168
dit	2	168
l	3	168
aiguilleur	4	168
Que	1	169
fais	2	169
tu	3	169
ici	4	169
Dit	1	170
le	2	170
petit	3	170
prince	4	170
Je	1	171
trie	2	171
les	3	171
voyageurs	4	171
par	5	171
paquets	6	171
de	7	171
mille	8	171
dit	9	171
l	10	171
aiguilleur	11	171
J	1	172
expédie	2	172
les	3	172
trains	4	172
qui	5	172
les	6	172
emportent	7	172
tantôt	8	172
vers	9	172
la	10	172
droite	11	172
tantôt	12	172
vers	13	172
la	14	172
gauche	15	172
Et	1	173
un	2	173
rapide	3	173
illuminé	4	173
grondant	5	173
comme	6	173
le	7	173
tonnerre	8	173
fit	9	173
trembler	10	173
la	11	173
cabine	12	173
d	13	173
aiguillage	14	173
ils	1	174
sont	2	174
bien	3	174
pressés	4	174
dit	5	174
le	6	174
petit	7	174
prince	8	174
Que	1	175
cherchent	2	175
ils	3	175
L	1	176
homme	2	176
de	3	176
la	4	176
locomotive	5	176
l	6	176
ignore	7	176
lui	8	176
même	9	176
dit	10	176
l	11	176
aiguilleur	12	176
Et	1	177
gronda	2	177
en	3	177
sens	4	177
inverse	5	177
un	6	177
second	7	177
rapide	8	177
illuminé	9	177
ils	1	178
reviennent	2	178
déjà	3	178
Demanda	1	179
le	2	179
petit	3	179
prince	4	179
Ce	1	180
ne	2	180
sont	3	180
pas	4	180
les	5	180
mêmes	6	180
dit	7	180
l	8	180
aiguilleur	9	180
C	1	181
est	2	181
un	3	181
échange	4	181
Ils	1	182
n	2	182
étaient	3	182
pas	4	182
contents	5	182
là	6	182
où	7	182
ils	8	182
étaient	9	182
On	1	183
n	2	183
est	3	183
jamais	4	183
content	5	183
là	6	183
où	7	183
l	8	183
on	9	183
est	10	183
dit	11	183
l	12	183
aiguilleur	13	183
Et	1	184
gronda	2	184
le	3	184
tonnerre	4	184
d	5	184
un	6	184
troisième	7	184
rapide	8	184
illuminé	9	184
ils	1	185
poursuivent	2	185
les	3	185
premiers	4	185
voyageurs	5	185
Demanda	1	186
le	2	186
petit	3	186
prince	4	186
Ils	1	187
ne	2	187
poursuivent	3	187
rien	4	187
du	5	187
tout	6	187
dit	7	187
l	8	187
aiguilleur	9	187
Ils	1	188
dorment	2	188
là	3	188
dedans	4	188
ou	5	188
bien	6	188
ils	7	188
bâillent	8	188
Les	1	189
enfants	2	189
seuls	3	189
écrasent	4	189
leur	5	189
nez	6	189
contre	7	189
les	8	189
vitres	9	189
Les	1	190
enfants	2	190
seuls	3	190
savent	4	190
ce	5	190
qu	6	190
ils	7	190
cherchent	8	190
fit	9	190
le	10	190
petit	11	190
prince	12	190
Ils	1	191
perdent	2	191
du	3	191
temps	4	191
pour	5	191
une	6	191
poupée	7	191
de	8	191
chiffons	9	191
et	10	191
elle	11	191
devient	12	191
très	13	191
importante	14	191
et	15	191
si	16	191
on	17	191
la	18	191
leur	19	191
enlève	20	191
ils	21	191
pleurent	22	191
Ils	1	192
ont	2	192
de	3	192
la	4	192
chance	5	192
dit	6	192
l	7	192
aiguilleur	8	192
