word	onset	duration
La	0.7	0.3
quatrième	1.0499999999999998	0.3
planète	1.3999999999999997	0.3
était	1.7499999999999996	0.3
celle	2.0999999999999996	0.3
du	2.4499999999999993	0.3
businessman.	2.799999999999999	0.3
Cet	3.3499999999999996	0.3
homme	3.6999999999999993	0.3
était	4.049999999999999	0.3
si	4.399999999999999	0.3
occupé	4.749999999999999	0.3
qu'il	5.099999999999999	0.3
ne	5.449999999999998	0.3
leva	5.799999999999999	0.3
même	6.149999999999999	0.3
pas	6.499999999999998	0.3
la	6.849999999999998	0.3
tête	7.1999999999999975	0.3
à	7.549999999999998	0.3
l'arrivée	7.899999999999998	0.3
du	8.249999999999996	0.3
petit	8.599999999999996	0.3
prince.	8.949999999999996	0.3
"""bonjour,"	9.499999999999995	0.3
lui	9.849999999999994	0.3
dit	10.199999999999994	0.3
celui-ci.	10.549999999999994	0.3
Votre	11.099999999999994	0.3
cigarette	11.449999999999994	0.3
est	11.799999999999994	0.3
éteinte.	12.149999999999993	0.3
-trois	12.699999999999992	0.3
et	13.049999999999992	0.3
deux	13.399999999999991	0.3
font	13.749999999999991	0.3
cinq.	14.09999999999999	0.3
Cinq	14.649999999999991	0.3
et	14.999999999999991	0.3
sept	15.34999999999999	0.3
douze.	15.69999999999999	0.3
Douze	16.24999999999999	0.3
et	16.59999999999999	0.3
trois	16.94999999999999	0.3
quinze.	17.29999999999999	0.3
Bonjour.	17.84999999999999	0.3
Quinze	18.399999999999988	0.3
et	18.749999999999986	0.3
sept	19.099999999999987	0.3
vingt-deux.	19.44999999999999	0.3
Vingt-deux	19.999999999999986	0.3
et	20.349999999999987	0.3
six	20.699999999999985	0.3
vingt-huit.	21.049999999999986	0.3
Pas	21.599999999999984	0.3
le	21.949999999999985	0.3
temps	22.299999999999986	0.3
de	22.649999999999984	0.3
la	22.999999999999986	0.3
rallumer.	23.349999999999984	0.3
Vingt-six	23.899999999999984	0.3
et	24.249999999999982	0.3
cinq	24.599999999999984	0.3
trente	24.94999999999998	0.3
et	25.299999999999983	0.3
un.	25.649999999999984	0.3
Ouf!	26.19999999999998	0.3
ça	26.549999999999983	0.3
fait	26.89999999999998	0.3
donc	27.249999999999982	0.3
cinq	27.59999999999998	0.3
cent	27.94999999999998	0.3
un	28.29999999999998	0.3
millions	28.64999999999998	0.3
six	28.999999999999982	0.3
cent	29.34999999999998	0.3
vingt-deux	29.69999999999998	0.3
mille	30.04999999999998	0.3
sept	30.39999999999998	0.3
cent	30.74999999999998	0.3
trente	31.09999999999998	0.3
et	31.44999999999998	0.3
un.	31.79999999999998	0.3
-cinq	32.34999999999999	0.3
cents	32.69999999999999	0.3
millions	33.05	0.3
de	33.4	0.3
quoi?	33.75000000000001	0.3
-hein?	34.100000000000016	0.3
tu	34.450000000000024	0.3
es	34.800000000000026	0.3
