word	onset	duration
La	0.7	0.3
Sixième	1.0499999999999998	0.3
Planète	1.3999999999999997	0.3
Était	1.7499999999999996	0.3
Une	2.0999999999999996	0.3
Planète	2.4499999999999993	0.3
Dix	2.799999999999999	0.3
Fois	3.1499999999999995	0.3
Plus	3.499999999999999	0.3
Vaste.	3.8499999999999988	0.3
Elle	4.399999999999999	0.3
Était	4.749999999999999	0.3
Habitée	5.099999999999999	0.3
Par	5.449999999999998	0.3
Un	5.799999999999999	0.3
Vieux	6.149999999999999	0.3
Monsieur	6.499999999999998	0.3
Qui	6.849999999999998	0.3
Écrivait	7.1999999999999975	0.3
D'énormes	7.549999999999998	0.3
Livres.	7.899999999999998	0.3
«tiens!	8.449999999999996	0.3
Voilà	8.999999999999995	0.3
Un	9.349999999999994	0.3
Explorateur!»	9.699999999999994	0.3
S'écria-t-il,	10.249999999999993	0.3
Quand	10.599999999999993	0.3
Il	10.949999999999992	0.3
Aperçut	11.299999999999994	0.3
Le	11.649999999999993	0.3
Petit	11.999999999999993	0.3
Prince.	12.349999999999993	0.3
Le	12.899999999999991	0.3
Petit	13.249999999999991	0.3
Prince	13.59999999999999	0.3
S'assit	13.94999999999999	0.3
Sur	14.29999999999999	0.3
La	14.649999999999991	0.3
Table	14.999999999999991	0.3
Et	15.34999999999999	0.3
Souffla	15.69999999999999	0.3
Un	16.04999999999999	0.3
Peu.	16.39999999999999	0.3
Il	16.94999999999999	0.3
Avait	17.29999999999999	0.3
Déjà	17.64999999999999	0.3
Tant	17.99999999999999	0.3
Voyagé!	18.349999999999987	0.3
«d'où	18.899999999999988	0.3
Viens-tu?	19.24999999999999	0.3
Lui	19.799999999999986	0.3
Dit	20.149999999999988	0.3
Le	20.499999999999986	0.3
Vieux	20.849999999999987	0.3
Monsieur.	21.199999999999985	0.3
Quel	21.749999999999986	0.3
Est	22.099999999999987	0.3
Ce	22.449999999999985	0.3
Gros	22.799999999999986	0.3
Livre?	23.149999999999984	0.3
Dit	23.699999999999985	0.3
Le	24.049999999999983	0.3
Petit	24.399999999999984	0.3
Prince.	24.749999999999982	0.3
Que	25.299999999999983	0.3
Faites-vous	25.649999999999984	0.3
Ici?	25.999999999999982	0.3
Je	26.549999999999983	0.3
Suis	26.89999999999998	0.3
Géographe,	27.249999999999982	0.3
Dit	27.59999999999998	0.3
Le	27.94999999999998	0.3
Vieux	28.29999999999998	0.3
Monsieur.	28.64999999999998	0.3
Qu'est-ce	29.19999999999998	0.3
Qu'un	29.54999999999998	0.3
Géographe?	29.89999999999998	0.3
C'est	30.449999999999978	0.3
Un	30.79999999999998	0.3
Savant	31.149999999999977	0.3
Qui	31.49999999999998	0.3
Connaît	31.84999999999998	0.3
Où	32.19999999999998	0.3
Se	32.54999999999999	0.3
Trouvent	32.89999999999999	0.3
Les	33.25	0.3
Mers,	33.6	0.3
Les	33.95000000000001	0.3
Fleuves,	34.30000000000002	0.3
Les	34.65000000000003	0.3
Villes,	35.00000000000003	0.3
Les	35.35000000000003	0.3
Montagnes	35.70000000000003	0.3
Et	36.05000000000003	0.3
Les	36.40000000000003	0.3
Déserts.	36.75000000000003	0.3
Ça	37.30000000000003	0.3
C'est	37.650000000000034	0.3
Bien	38.000000000000036	0.3
Intéressant,	38.35000000000003	0.3
Dit	38.70000000000003	0.3
Le	39.05000000000003	0.3
Petit	39.400000000000034	0.3
Prince.	39.75000000000003	0.3
Ça	40.30000000000003	0.3
C'est	40.650000000000034	0.3
Enfin	41.000000000000036	0.3
Un	41.35000000000004	0.3
Véritable	41.70000000000003	0.3
Métier!»	42.05000000000003	0.3
Et	42.60000000000004	0.3
Il	42.95000000000004	0.3
Jeta	43.30000000000004	0.3
Un	43.650000000000034	0.3
Coup	44.000000000000036	0.3
D'oeil	44.35000000000004	0.3
Autour	44.70000000000004	0.3
De	45.05000000000003	0.3
Lui	45.400000000000034	0.3
Sur	45.750000000000036	0.3
La	46.10000000000004	0.3
Planète	46.45000000000004	0.3
Du	46.80000000000003	0.3
Géographe.	47.150000000000034	0.3
Il	47.70000000000004	0.3
N'avait	48.05000000000004	0.3
Jamais	48.400000000000034	0.3
Vu	48.750000000000036	0.3
Encore	49.10000000000004	0.3
Une	49.45000000000004	0.3
Planète	49.80000000000004	0.3
Aussi	50.150000000000034	0.3
Majestueuse.	50.500000000000036	0.3
«elle	51.05000000000004	0.3
Est	51.40000000000004	0.3
Bien	51.750000000000036	0.3
Belle,	52.10000000000004	0.3
Votre	52.45000000000004	0.3
Planète.	52.80000000000004	0.3
Est-ce	53.350000000000044	0.3
Qu'il	53.70000000000004	0.3
Y	54.05000000000004	0.3
A	54.40000000000004	0.3
Des	54.75000000000004	0.3
Océans?	55.10000000000004	0.3
Je	55.65000000000004	0.3
Ne	56.00000000000004	0.3
Puis	56.350000000000044	0.3
Pas	56.700000000000045	0.3
Le	57.05000000000004	0.3
Savoir,	57.40000000000004	0.3
Dit	57.75000000000004	0.3
Le	58.100000000000044	0.3
Géographe.	58.450000000000045	0.3
Ah!	59.00000000000004	0.3
Le	59.55000000000005	0.3
Petit	59.90000000000005	0.3
Prince	60.25000000000005	0.3
Était	60.600000000000044	0.3
Déçu.	60.950000000000045	0.3
Et	61.50000000000005	0.3
Des	61.85000000000005	0.3
Montagnes?	62.20000000000005	0.3
Je	62.75000000000005	0.3
Ne	63.10000000000005	0.3
Puis	63.45000000000005	0.3
Pas	63.800000000000054	0.3
Le	64.15000000000005	0.3
Savoir,	64.50000000000004	0.3
Dit	64.85000000000005	0.3
Le	65.20000000000005	0.3
