word	onset	duration	trial_type
Le	0.7	0.25	{'kind': 'word', 'word': 'Le'}
cinquième	1.0	0.25	{'kind': 'word', 'word': 'cinquième'}
jour,	1.3	0.25	{'kind': 'word', 'word': 'jour'}
toujours	1.6	0.25	{'kind': 'word', 'word': 'toujours'}
grâce	1.9	0.25	{'kind': 'word', 'word': 'grâce'}
au	2.2	0.25	{'kind': 'word', 'word': 'au'}
mouton,	2.5	0.25	{'kind': 'word', 'word': 'mouton'}
ce	2.8000000000000007	0.25	{'kind': 'word', 'word': 'ce'}
secret	3.1000000000000005	0.25	{'kind': 'word', 'word': 'secret'}
de	3.4000000000000004	0.25	{'kind': 'word', 'word': 'de'}
la	3.7	0.25	{'kind': 'word', 'word': 'la'}
vie	4.000000000000001	0.25	{'kind': 'word', 'word': 'vie'}
du	4.300000000000001	0.25	{'kind': 'word', 'word': 'du'}
petit	4.6000000000000005	0.25	{'kind': 'word', 'word': 'petit'}
prince	4.900000000000001	0.25	{'kind': 'word', 'word': 'prince'}
me	5.200000000000001	0.25	{'kind': 'word', 'word': 'me'}
fut	5.500000000000001	0.25	{'kind': 'word', 'word': 'fut'}
révélé.	5.800000000000001	0.25	{'kind': 'word', 'word': 'révélé'}
Il	6.1000000000000005	0.25	{'kind': 'word', 'word': 'Il'}
me	6.400000000000001	0.25	{'kind': 'word', 'word': 'me'}
demanda	6.700000000000001	0.25	{'kind': 'word', 'word': 'demanda'}
avec	7.000000000000001	0.25	{'kind': 'word', 'word': 'avec'}
brusquerie,	7.300000000000002	0.25	{'kind': 'word', 'word': 'brusquerie'}
sans	7.600000000000001	0.25	{'kind': 'word', 'word': 'sans'}
préambule,	7.900000000000001	0.25	{'kind': 'word', 'word': 'préambule'}
comme	8.200000000000001	0.25	{'kind': 'word', 'word': 'comme'}
le	8.5	0.25	{'kind': 'word', 'word': 'le'}
fruit	8.8	0.25	{'kind': 'word', 'word': 'fruit'}
d'un	9.1	0.25	{'kind': 'word', 'word': 'dun'}
problème	9.4	0.25	{'kind': 'word', 'word': 'problème'}
longtemps	9.7	0.25	{'kind': 'word', 'word': 'longtemps'}
médité	10.0	0.25	{'kind': 'word', 'word': 'médité'}
en	10.3	0.25	{'kind': 'word', 'word': 'en'}
silence:	10.6	0.25	{'kind': 'word', 'word': 'silence'}
"""un"	10.9	0.25	{'kind': 'word', 'word': 'un'}
mouton,	11.2	0.25	{'kind': 'word', 'word': 'mouton'}
s'il	11.5	0.25	{'kind': 'word', 'word': 'sil'}
mange	11.8	0.25	{'kind': 'word', 'word': 'mange'}
les	12.1	0.25	{'kind': 'word', 'word': 'les'}
arbustes,	12.4	0.25	{'kind': 'word', 'word': 'arbustes'}
il	12.7	0.25	{'kind': 'word', 'word': 'il'}
mange	13.000000000000002	0.25	{'kind': 'word', 'word': 'mange'}
aussi	13.3	0.25	{'kind': 'word', 'word': 'aussi'}
les	13.6	0.25	{'kind': 'word', 'word': 'les'}
fleurs?	13.900000000000002	0.25	{'kind': 'word', 'word': 'fleurs'}
-un	14.2	0.25	{'kind': 'word', 'word': 'un'}
mouton	14.500000000000002	0.25	{'kind': 'word', 'word': 'mouton'}
mange	14.8	0.25	{'kind': 'word', 'word': 'mange'}
tout	15.1	0.25	{'kind': 'word', 'word': 'tout'}
ce	15.400000000000002	0.25	{'kind': 'word', 'word': 'ce'}
qu'il	15.7	0.25	{'kind': 'word', 'word': 'quil'}
rencontre.	16.000000000000004	0.25	{'kind': 'word', 'word': 'rencontre'}
-même	16.3	0.25	{'kind': 'word', 'word': 'même'}
les	16.6	0.25	{'kind': 'word', 'word': 'les'}
fleurs	16.900000000000002	0.25	{'kind': 'word', 'word': 'fleurs'}
qui	17.200000000000003	0.25	{'kind': 'word', 'word': 'qui'}
ont	17.500000000000004	0.25	{'kind': 'word', 'word': 'ont'}
des	17.8	0.25	{'kind': 'word', 'word': 'des'}
épines?	18.1	0.25	{'kind': 'word', 'word': 'épines'}
-oui.	18.4	0.25	{'kind': 'word', 'word': 'oui'}
Même	18.700000000000003	0.25	{'kind': 'word', 'word': 'Même'}
les	19.000000000000004	0.25	{'kind': 'word', 'word': 'les'}
fleurs	19.3	0.25	{'kind': 'word', 'word': 'fleurs'}
qui	19.6	0.25	{'kind': 'word', 'word': 'qui'}
ont	19.9	0.25	{'kind': 'word', 'word': 'ont'}
des	20.200000000000003	0.25	{'kind': 'word', 'word': 'des'}
épines.	20.500000000000004	0.25	{'kind': 'word', 'word': 'épines'}
-alors	20.8	0.25	{'kind': 'word', 'word': 'alors'}
les	21.1	0.25	{'kind': 'word', 'word': 'les'}
épines,	21.4	0.25	{'kind': 'word', 'word': 'épines'}
à	21.700000000000003	0.25	{'kind': 'word', 'word': 'à'}
quoi	22.000000000000004	0.25	{'kind': 'word', 'word': 'quoi'}
