word	onset	duration	trial_type
Lorsque	0.7	0.25	{'kind': 'word', 'word': 'Lorsque'}
j'avais	1.0	0.25	{'kind': 'word', 'word': 'javais'}
six	1.3	0.25	{'kind': 'word', 'word': 'six'}
ans,	1.6	0.25	{'kind': 'word', 'word': 'ans'}
j'ai	1.9	0.25	{'kind': 'word', 'word': 'jai'}
vu,	2.2	0.25	{'kind': 'word', 'word': 'vu'}
une	2.5	0.25	{'kind': 'word', 'word': 'une'}
fois,	2.8000000000000007	0.25	{'kind': 'word', 'word': 'fois'}
une	3.1000000000000005	0.25	{'kind': 'word', 'word': 'une'}
magnifique	3.4000000000000004	0.25	{'kind': 'word', 'word': 'magnifique'}
image,	3.7	0.25	{'kind': 'word', 'word': 'image'}
dans	4.000000000000001	0.25	{'kind': 'word', 'word': 'dans'}
un	4.300000000000001	0.25	{'kind': 'word', 'word': 'un'}
livre	4.6000000000000005	0.25	{'kind': 'word', 'word': 'livre'}
sur	4.900000000000001	0.25	{'kind': 'word', 'word': 'sur'}
la	5.200000000000001	0.25	{'kind': 'word', 'word': 'la'}
forêt	5.500000000000001	0.25	{'kind': 'word', 'word': 'forêt'}
vierge	5.800000000000001	0.25	{'kind': 'word', 'word': 'vierge'}
qui	6.1000000000000005	0.25	{'kind': 'word', 'word': 'qui'}
s'appelait	6.400000000000001	0.25	{'kind': 'word', 'word': 'sappelait'}
histoires	6.700000000000001	0.25	{'kind': 'word', 'word': 'histoires'}
vécues.	7.000000000000001	0.25	{'kind': 'word', 'word': 'vécues'}
Ça	7.800000000000002	0.25	{'kind': 'word', 'word': 'Ça'}
représentait	8.100000000000001	0.25	{'kind': 'word', 'word': 'représentait'}
un	8.400000000000002	0.25	{'kind': 'word', 'word': 'un'}
serpent	8.700000000000001	0.25	{'kind': 'word', 'word': 'serpent'}
boa	9.0	0.25	{'kind': 'word', 'word': 'boa'}
qui	9.3	0.25	{'kind': 'word', 'word': 'qui'}
avalait	9.6	0.25	{'kind': 'word', 'word': 'avalait'}
un	9.9	0.25	{'kind': 'word', 'word': 'un'}
fauve.	10.2	0.25	{'kind': 'word', 'word': 'fauve'}
Voilà	11.0	0.25	{'kind': 'word', 'word': 'Voilà'}
la	11.3	0.25	{'kind': 'word', 'word': 'la'}
copie	11.6	0.25	{'kind': 'word', 'word': 'copie'}
du	11.9	0.25	{'kind': 'word', 'word': 'du'}
dessin.	12.2	0.25	{'kind': 'word', 'word': 'dessin'}
On	13.0	0.25	{'kind': 'word', 'word': 'On'}
disait	13.3	0.25	{'kind': 'word', 'word': 'disait'}
dans	13.6	0.25	{'kind': 'word', 'word': 'dans'}
le	13.9	0.25	{'kind': 'word', 'word': 'le'}
livre:	14.2	0.25	{'kind': 'word', 'word': 'livre'}
"""les"	14.500000000000002	0.25	{'kind': 'word', 'word': 'les'}
serpents	14.8	0.25	{'kind': 'word', 'word': 'serpents'}
boas	15.1	0.25	{'kind': 'word', 'word': 'boas'}
avalent	15.400000000000002	0.25	{'kind': 'word', 'word': 'avalent'}
leur	15.7	0.25	{'kind': 'word', 'word': 'leur'}
proie	16.0	0.25	{'kind': 'word', 'word': 'proie'}
tout	16.3	0.25	{'kind': 'word', 'word': 'tout'}
entière,	16.6	0.25	{'kind': 'word', 'word': 'entière'}
sans	16.900000000000002	0.25	{'kind': 'word', 'word': 'sans'}
la	17.200000000000003	0.25	{'kind': 'word', 'word': 'la'}
mâcher.	17.500000000000004	0.25	{'kind': 'word', 'word': 'mâcher'}
Ensuite	18.3	0.25	{'kind': 'word', 'word': 'Ensuite'}
ils	18.6	0.25	{'kind': 'word', 'word': 'ils'}
ne	18.9	0.25	{'kind': 'word', 'word': 'ne'}
peuvent	19.200000000000003	0.25	{'kind': 'word', 'word': 'peuvent'}
plus	19.500000000000004	0.25	{'kind': 'word', 'word': 'plus'}
bouger	19.8	0.25	{'kind': 'word', 'word': 'bouger'}
et	20.1	0.25	{'kind': 'word', 'word': 'et'}
ils	20.4	0.25	{'kind': 'word', 'word': 'ils'}
dorment	20.700000000000003	0.25	{'kind': 'word', 'word': 'dorment'}
pendant	21.000000000000004	0.25	{'kind': 'word', 'word': 'pendant'}
les	21.3	0.25	{'kind': 'word', 'word': 'les'}
six	21.6	0.25	{'kind': 'word', 'word': 'six'}
mois	21.9	0.25	{'kind': 'word', 'word': 'mois'}
de	22.200000000000003	0.25	{'kind': 'word', 'word': 'de'}
leur	22.500000000000004	0.25	{'kind': 'word', 'word': 'leur'}
"digestion."""	22.8	0.25	{'kind': 'word', 'word': 'digestion'}
J'ai	23.6	0.25	{'kind': 'word', 'word': 'Jai'}
alors	23.9	0.25	{'kind': 'word', 'word': 'alors'}
beaucoup	24.200000000000003	0.25	{'kind': 'word', 'word': 'beaucoup'}
réfléchi	24.500000000000004	0.25	{'kind': 'word', 'word': 'réfléchi'}
sur	24.8	0.25	{'kind': 'word', 'word': 'sur'}
les	25.1	0.25	{'kind': 'word', 'word': 'les'}
aventures	25.4	0.25	{'kind': 'word', 'word': 'aventures'}
de	25.700000000000003	0.25	{'kind': 'word', 'word': 'de'}
la	26.000000000000004	0.25	{'kind': 'word', 'word': 'la'}
jungle	26.300000000000004	0.25	{'kind': 'word', 'word': 'jungle'}
et,	26.6	0.25	{'kind': 'word', 'word': 'et'}
à	26.9	0.25	{'kind': 'word', 'word': 'à'}
mon	27.200000000000003	0.25	{'kind': 'word', 'word': 'mon'}
tour,	27.500000000000004	0.25	{'kind': 'word', 'word': 'tour'}
j'ai	27.800000000000004	0.25	{'kind': 'word', 'word': 'jai'}
réussi,	28.1	0.25	{'kind': 'word', 'word': 'réussi'}
