word	onset	duration	trial_type
La	0.7	0.25	{'kind': 'word', 'word': 'La'}
sixième	1.0	0.25	{'kind': 'word', 'word': 'sixième'}
planète	1.3	0.25	{'kind': 'word', 'word': 'planète'}
était	1.6	0.25	{'kind': 'word', 'word': 'était'}
une	1.9	0.25	{'kind': 'word', 'word': 'une'}
planète	2.2	0.25	{'kind': 'word', 'word': 'planète'}
dix	2.5	0.25	{'kind': 'word', 'word': 'dix'}
fois	2.8000000000000007	0.25	{'kind': 'word', 'word': 'fois'}
plus	3.1000000000000005	0.25	{'kind': 'word', 'word': 'plus'}
vaste.	3.4000000000000004	0.25	{'kind': 'word', 'word': 'vaste'}
Elle	3.7	0.25	{'kind': 'word', 'word': 'Elle'}
était	4.000000000000001	0.25	{'kind': 'word', 'word': 'était'}
habitée	4.300000000000001	0.25	{'kind': 'word', 'word': 'habitée'}
par	4.6000000000000005	0.25	{'kind': 'word', 'word': 'par'}
un	4.900000000000001	0.25	{'kind': 'word', 'word': 'un'}
vieux	5.200000000000001	0.25	{'kind': 'word', 'word': 'vieux'}
monsieur	5.500000000000001	0.25	{'kind': 'word', 'word': 'monsieur'}
qui	5.800000000000001	0.25	{'kind': 'word', 'word': 'qui'}
écrivait	6.1000000000000005	0.25	{'kind': 'word', 'word': 'écrivait'}
d'énormes	6.400000000000001	0.25	{'kind': 'word', 'word': 'dénormes'}
livres.	6.700000000000001	0.25	{'kind': 'word', 'word': 'livres'}
«tiens!	7.000000000000001	0.25	{'kind': 'word', 'word': '«tiens'}
Voilà	7.300000000000002	0.25	{'kind': 'word', 'word': 'Voilà'}
un	7.600000000000001	0.25	{'kind': 'word', 'word': 'un'}
explorateur!»	7.900000000000001	0.25	{'kind': 'word', 'word': 'explorateur»'}
S'écria-t-il,	8.200000000000001	0.25	{'kind': 'word', 'word': 'Sécriatil'}
quand	8.5	0.25	{'kind': 'word', 'word': 'quand'}
il	8.8	0.25	{'kind': 'word', 'word': 'il'}
aperçut	9.1	0.25	{'kind': 'word', 'word': 'aperçut'}
le	9.4	0.25	{'kind': 'word', 'word': 'le'}
petit	9.7	0.25	{'kind': 'word', 'word': 'petit'}
prince.	10.0	0.25	{'kind': 'word', 'word': 'prince'}
Le	10.3	0.25	{'kind': 'word', 'word': 'Le'}
petit	10.6	0.25	{'kind': 'word', 'word': 'petit'}
prince	10.9	0.25	{'kind': 'word', 'word': 'prince'}
s'assit	11.2	0.25	{'kind': 'word', 'word': 'sassit'}
sur	11.5	0.25	{'kind': 'word', 'word': 'sur'}
la	11.8	0.25	{'kind': 'word', 'word': 'la'}
table	12.1	0.25	{'kind': 'word', 'word': 'table'}
et	12.4	0.25	{'kind': 'word', 'word': 'et'}
souffla	12.7	0.25	{'kind': 'word', 'word': 'souffla'}
un	13.000000000000002	0.25	{'kind': 'word', 'word': 'un'}
peu.	13.3	0.25	{'kind': 'word', 'word': 'peu'}
Il	13.6	0.25	{'kind': 'word', 'word': 'Il'}
avait	13.900000000000002	0.25	{'kind': 'word', 'word': 'avait'}
déjà	14.2	0.25	{'kind': 'word', 'word': 'déjà'}
tant	14.500000000000002	0.25	{'kind': 'word', 'word': 'tant'}
voyagé!	14.8	0.25	{'kind': 'word', 'word': 'voyagé'}
«d'où	15.1	0.25	{'kind': 'word', 'word': '«doù'}
viens-tu?	15.400000000000002	0.25	{'kind': 'word', 'word': 'vienstu'}
Lui	15.7	0.25	{'kind': 'word', 'word': 'Lui'}
dit	16.000000000000004	0.25	{'kind': 'word', 'word': 'dit'}
le	16.3	0.25	{'kind': 'word', 'word': 'le'}
vieux	16.6	0.25	{'kind': 'word', 'word': 'vieux'}
monsieur.	16.900000000000002	0.25	{'kind': 'word', 'word': 'monsieur'}
Quel	17.200000000000003	0.25	{'kind': 'word', 'word': 'Quel'}
est	17.500000000000004	0.25	{'kind': 'word', 'word': 'est'}
ce	17.8	0.25	{'kind': 'word', 'word': 'ce'}
gros	18.1	0.25	{'kind': 'word', 'word': 'gros'}
livre?	18.4	0.25	{'kind': 'word', 'word': 'livre'}
Dit	18.700000000000003	0.25	{'kind': 'word', 'word': 'Dit'}
le	19.000000000000004	0.25	{'kind': 'word', 'word': 'le'}
petit	19.3	0.25	{'kind': 'word', 'word': 'petit'}
prince.	19.6	0.25	{'kind': 'word', 'word': 'prince'}
Que	19.9	0.25	{'kind': 'word', 'word': 'Que'}
faites-vous	20.200000000000003	0.25	{'kind': 'word', 'word': 'faitesvous'}
ici?	20.500000000000004	0.25	{'kind': 'word', 'word': 'ici'}
Je	20.8	0.25	{'kind': 'word', 'word': 'Je'}
suis	21.1	0.25	{'kind': 'word', 'word': 'suis'}
géographe,	21.4	0.25	{'kind': 'word', 'word': 'géographe'}
dit	21.700000000000003	0.25	{'kind': 'word', 'word': 'dit'}
le	22.000000000000004	0.25	{'kind': 'word', 'word': 'le'}
vieux	22.3	0.25	{'kind': 'word', 'word': 'vieux'}
monsieur.	22.6	0.25	{'kind': 'word', 'word': 'monsieur'}
Qu'est-ce	22.9	0.25	{'kind': 'word', 'word': 'Questce'}
qu'un	23.200000000000003	0.25	{'kind': 'word', 'word': 'quun'}
géographe?	23.500000000000004	0.25	{'kind': 'word', 'word': 'géographe'}
C'est	23.800000000000004	0.25	{'kind': 'word', 'word': 'Cest'}
un	24.1	0.25	{'kind': 'word', 'word': 'un'}
savant	24.4	0.25	{'kind': 'word', 'word': 'savant'}
