word	onset	duration	trial_type
Il	0.7	0.25	{'kind': 'word', 'word': 'Il'}
se	1.0	0.25	{'kind': 'word', 'word': 'se'}
trouvait	1.3	0.25	{'kind': 'word', 'word': 'trouvait'}
dans	1.6	0.25	{'kind': 'word', 'word': 'dans'}
la	1.9	0.25	{'kind': 'word', 'word': 'la'}
région	2.2	0.25	{'kind': 'word', 'word': 'région'}
des	2.5	0.25	{'kind': 'word', 'word': 'des'}
astéroïdes	2.8000000000000007	0.25	{'kind': 'word', 'word': 'astéroïdes'}
325,	3.1000000000000005	0.25	{'kind': 'word', 'word': '325'}
326,	3.4000000000000004	0.25	{'kind': 'word', 'word': '326'}
327,	3.7	0.25	{'kind': 'word', 'word': '327'}
328,	4.000000000000001	0.25	{'kind': 'word', 'word': '328'}
329	4.300000000000001	0.25	{'kind': 'word', 'word': '329'}
et	4.6000000000000005	0.25	{'kind': 'word', 'word': 'et'}
330.	4.900000000000001	0.25	{'kind': 'word', 'word': '330'}
Il	5.700000000000001	0.25	{'kind': 'word', 'word': 'Il'}
commença	6.000000000000001	0.25	{'kind': 'word', 'word': 'commença'}
donc	6.300000000000001	0.25	{'kind': 'word', 'word': 'donc'}
par	6.6000000000000005	0.25	{'kind': 'word', 'word': 'par'}
les	6.900000000000001	0.25	{'kind': 'word', 'word': 'les'}
visiter	7.200000000000001	0.25	{'kind': 'word', 'word': 'visiter'}
pour	7.500000000000001	0.25	{'kind': 'word', 'word': 'pour'}
y	7.800000000000002	0.25	{'kind': 'word', 'word': 'y'}
chercher	8.100000000000001	0.25	{'kind': 'word', 'word': 'chercher'}
une	8.400000000000002	0.25	{'kind': 'word', 'word': 'une'}
occupation	8.700000000000001	0.25	{'kind': 'word', 'word': 'occupation'}
et	9.0	0.25	{'kind': 'word', 'word': 'et'}
pour	9.3	0.25	{'kind': 'word', 'word': 'pour'}
s'instruire.	9.6	0.25	{'kind': 'word', 'word': 'sinstruire'}
Le	10.4	0.25	{'kind': 'word', 'word': 'Le'}
premier	10.7	0.25	{'kind': 'word', 'word': 'premier'}
était	11.0	0.25	{'kind': 'word', 'word': 'était'}
habité	11.3	0.25	{'kind': 'word', 'word': 'habité'}
par	11.6	0.25	{'kind': 'word', 'word': 'par'}
un	11.9	0.25	{'kind': 'word', 'word': 'un'}
roi.	12.2	0.25	{'kind': 'word', 'word': 'roi'}
Le	13.0	0.25	{'kind': 'word', 'word': 'Le'}
roi	13.3	0.25	{'kind': 'word', 'word': 'roi'}
siégeait,	13.6	0.25	{'kind': 'word', 'word': 'siégeait'}
habillé	13.9	0.25	{'kind': 'word', 'word': 'habillé'}
de	14.2	0.25	{'kind': 'word', 'word': 'de'}
pourpre	14.500000000000002	0.25	{'kind': 'word', 'word': 'pourpre'}
et	14.8	0.25	{'kind': 'word', 'word': 'et'}
d'hermine,	15.1	0.25	{'kind': 'word', 'word': 'dhermine'}
sur	15.400000000000002	0.25	{'kind': 'word', 'word': 'sur'}
un	15.7	0.25	{'kind': 'word', 'word': 'un'}
trône	16.0	0.25	{'kind': 'word', 'word': 'trône'}
très	16.3	0.25	{'kind': 'word', 'word': 'très'}
simple	16.6	0.25	{'kind': 'word', 'word': 'simple'}
et	16.900000000000002	0.25	{'kind': 'word', 'word': 'et'}
cependant	17.200000000000003	0.25	{'kind': 'word', 'word': 'cependant'}
majestueux.	17.500000000000004	0.25	{'kind': 'word', 'word': 'majestueux'}
"""ah!"	18.3	0.25	{'kind': 'word', 'word': 'ah'}
Voilà	19.1	0.25	{'kind': 'word', 'word': 'Voilà'}
un	19.4	0.25	{'kind': 'word', 'word': 'un'}
"sujet!"","	19.700000000000003	0.25	{'kind': 'word', 'word': 'sujet'}
S'écria	20.500000000000004	0.25	{'kind': 'word', 'word': 'Sécria'}
le	20.8	0.25	{'kind': 'word', 'word': 'le'}
roi	21.1	0.25	{'kind': 'word', 'word': 'roi'}
quand	21.4	0.25	{'kind': 'word', 'word': 'quand'}
il	21.700000000000003	0.25	{'kind': 'word', 'word': 'il'}
aperçut	22.000000000000004	0.25	{'kind': 'word', 'word': 'aperçut'}
le	22.3	0.25	{'kind': 'word', 'word': 'le'}
petit	22.6	0.25	{'kind': 'word', 'word': 'petit'}
prince.	22.9	0.25	{'kind': 'word', 'word': 'prince'}
Et	23.700000000000003	0.25	{'kind': 'word', 'word': 'Et'}
le	24.000000000000004	0.25	{'kind': 'word', 'word': 'le'}
petit	24.3	0.25	{'kind': 'word', 'word': 'petit'}
prince	24.6	0.25	{'kind': 'word', 'word': 'prince'}
se	24.9	0.25	{'kind': 'word', 'word': 'se'}
demanda:	25.200000000000003	0.25	{'kind': 'word', 'word': 'demanda'}
"""comment"	25.500000000000004	0.25	{'kind': 'word', 'word': 'comment'}
peut-il	25.8	0.25	{'kind': 'word', 'word': 'peutil'}
me	26.1	0.25	{'kind': 'word', 'word': 'me'}
reconnaître	26.4	0.25	{'kind': 'word', 'word': 'reconnaître'}
puisqu'il	26.700000000000003	0.25	{'kind': 'word', 'word': 'puisquil'}
ne	27.000000000000004	0.25	{'kind': 'word', 'word': 'ne'}
m'a	27.300000000000004	0.25	{'kind': 'word', 'word': 'ma'}
encore	27.6	0.25	{'kind': 'word', 'word': 'encore'}
jamais	27.9	0.25	{'kind': 'word', 'word': 'jamais'}
"vu!"""	28.200000000000003	0.25	{'kind': 'word', 'word': 'vu'}
Il	29.000000000000004	0.25	{'kind': 'word', 'word': 'Il'}
ne	29.300000000000004	0.25	{'kind': 'word', 'word': 'ne'}
savait	29.6	0.25	{'kind': 'word', 'word': 'savait'}
pas	29.9	0.25	{'kind': 'word', 'word': 'pas'}
que,	30.200000000000003	0.25	{'kind': 'word', 'word': 'que'}
pour	30.500000000000004	0.25	{'kind': 'word', 'word': 'pour'}
les	30.800000000000004	0.25	{'kind': 'word', 'word': 'les'}
rois,	31.100000000000005	0.25	{'kind': 'word', 'word': 'rois'}
le	31.4	0.25	{'kind': 'word', 'word': 'le'}
