subject,score,t
2,0.003238779793131826,-4.0
2,0.005874982424759549,-3.9
2,0.003667776863706784,-3.8
2,0.004705656546827385,-3.7
2,0.004525166761400883,-3.6
2,0.004230177029293487,-3.5
2,0.008074054019124437,-3.4
2,0.004816465556345557,-3.3
2,0.012660115802682252,-3.2
2,0.004370500712347277,-3.1
2,0.01069800612642177,-3.0
2,0.004368989996757336,-2.9
2,0.0005408358358955522,-2.8
2,-0.000968704040340687,-2.7
2,-0.003915542684498214,-2.6
2,0.010528200010477856,-2.5
2,0.007317571730048046,-2.4
2,0.0022250252920726393,-2.3
2,0.008358196974428852,-2.2
2,0.005369178888861529,-2.1
2,0.0012970300487507825,-2.0
2,0.005601020475390767,-1.9
2,0.0005797753045878974,-1.8
2,0.005897803676331853,-1.7
2,-0.0020775068858920084,-1.6
2,-0.004211484996436012,-1.5
2,0.010606142033414341,-1.4
2,0.006485714096120397,-1.3
2,-0.000104186477677685,-1.2
2,0.002793142684258079,-1.1
2,0.006362750142967767,-1.0
2,-5.301728252754512e-05,-0.9
2,0.003379639896514649,-0.8
2,-0.0007512998810927095,-0.7
2,0.004185523887076826,-0.6
2,0.012697407529641906,-0.5
2,0.0018543102701369001,-0.4
2,0.008597199999507492,-0.3
2,0.0021881218779409768,-0.2
2,-9.52403778694339e-05,-0.1
2,0.00812534542927916,0.0
2,0.010292862512906144,0.1
2,0.0046553345604948915,0.2
2,-0.0019995304297224,0.3
2,-0.006723832991602706,0.4
2,-0.0010856147880155007,0.5
2,0.01118715250233912,0.6
2,-0.0004916485065344297,0.7
2,0.003321668202398385,0.8
2,-0.0004900693126393492,0.9
2,0.0019853705591656103,1.0
