subject,score,t
25,0.01724808617978222,-1.0
25,0.00901870949016438,-0.9
25,-0.006801234580762418,-0.8
25,0.006007959881905806,-0.7
25,0.01252187315860386,-0.6
25,-0.007576325040806352,-0.5
25,-0.007642190906349725,-0.4
25,-0.011998161699330634,-0.3
25,0.0047114251082377235,-0.2
25,-0.003216712134731494,-0.1
25,-0.000946276078110148,0.0
25,-0.0004923595211190319,0.1
25,0.021034825164801606,0.2
25,0.00929015303027521,0.3
25,0.0033060327959157526,0.4
25,0.02201191317459983,0.5
25,0.01500798317095913,0.6
25,-0.005391810984227038,0.7
25,-0.010833008802669216,0.8
25,0.008985475872117772,0.9
25,0.0007666696604633148,1.0
25,0.003775562628818715,1.1
25,0.003124437028895512,1.2
25,0.0012945215690548294,1.3
25,-0.000925688221106209,1.4
25,0.017914994008472594,1.5
25,0.02911696949921261,1.6
25,0.01585557918749336,1.7
25,0.00992754823302237,1.8
25,0.006882082814580193,1.9
25,0.013900245510330053,2.0
25,-0.004803517873756152,2.1
25,0.00234240126163738,2.2
25,0.03494622636369935,2.3
25,0.012428576000773848,2.4
25,0.019185412921718412,2.5
25,0.031762574726472384,2.6
25,0.0366692314751429,2.7
25,0.04611498971025097,2.8
25,0.0566911161768581,2.9
25,0.03225664096593577,3.0
25,0.0351344018528903,3.1
25,0.028249285774228524,3.2
25,0.012823877467566467,3.3
25,0.035858986701460135,3.4
25,0.01189918881888813,3.5
25,0.04854962971909849,3.6
25,0.04614763311290553,3.7
25,0.02201307075947972,3.8
25,0.04777011359046531,3.9
25,0.017466964536182374,4.0
