subject,score,t
9,0.0169441150385344,-4.0
9,0.00834209492981738,-3.9
9,0.04485724944307506,-3.8
9,2.3560449222221008e-05,-3.7
9,0.013859402040763634,-3.6
9,0.013161915765577405,-3.5
9,0.02503703058243852,-3.4
9,0.016000242338076866,-3.3
9,-0.0013663838063401516,-3.2
9,0.048085299614427486,-3.1
9,0.044874824378522214,-3.0
9,0.02654299228966672,-2.9
9,0.02387891328311147,-2.8
9,0.03187524846638867,-2.7
9,0.02644382888749414,-2.6
9,0.03334104046742243,-2.5
9,0.02360297691790063,-2.4
9,0.02241181055634012,-2.3
9,0.03317773543096283,-2.2
9,0.027584497491107748,-2.1
9,0.008357895953781608,-2.0
9,0.020872417058975436,-1.9
9,0.00930989985907167,-1.8
9,0.012147152382876338,-1.7
9,-0.009657588505741043,-1.6
9,0.011026929523099143,-1.5
9,0.0035128303457216243,-1.4
9,0.0038551873552997184,-1.3
9,0.00682976281249742,-1.2
9,0.011776886084542306,-1.1
9,0.01499242019934858,-1.0
9,0.007346092934482074,-0.9
9,-0.008959774472903458,-0.8
9,0.003210577699260767,-0.7
9,0.006030992207827614,-0.6
9,0.010641627216750467,-0.5
9,-0.002545883112832791,-0.4
9,0.007192018626508048,-0.3
9,-0.007062091945676862,-0.2
9,0.0008367546592542019,-0.1
9,0.00011031780765244035,0.0
9,-0.00930003532031781,0.1
9,0.0012627109823413957,0.2
9,-0.0005946058831021266,0.3
9,0.0063874743772106566,0.4
9,0.012019914046723144,0.5
9,0.0040055748747713105,0.6
9,0.006210699363217894,0.7
9,-0.0003469173495755776,0.8
9,0.026288644593156,0.9
9,0.008204065818005058,1.0
