,data,trigger_ind,trigger_time,word,word_duration,word_ind,word_time
618,trigger,444.0,164.659,,,,
619,word,,,géographie,0.8700000000000045,,120.85
620,match,445.0,164.714,c,0.1200000000000045,310.0,121.72
621,match,446.0,164.83,est,0.1400000000000005,311.0,121.84
622,trigger,447.0,164.972,,,,
623,trigger,448.0,165.611,,,,
624,word,,,exact,0.5300000000000011,,121.98
625,match,449.0,165.665,m,0.1299999999999954,313.0,122.67
626,trigger,450.0,165.793,,,,
627,trigger,451.0,165.844,,,,
628,trigger,452.0,166.202,,,,
629,trigger,453.0,166.256,,,,
630,match,454.0,167.263,a,0.0600000000000022,314.0,122.8
631,trigger,455.0,167.318,,,,
632,trigger,456.0,167.445,,,,
633,trigger,457.0,167.764,,,,
634,trigger,458.0,167.819,,,,
635,trigger,459.0,168.445,,,,
636,word,,,beaucoup,0.4000000000000057,,122.86
637,word,,,servi,0.4599999999999937,,123.26
638,word,,,je,0.1300000000000096,,124.32
639,word,,,savais,0.3699999999999903,,124.45
640,word,,,reconnaître,0.6800000000000068,,124.82
641,match,460.0,168.5,du,0.0750000000000028,320.0,125.5
642,trigger,461.0,168.648,,,,
643,trigger,462.0,169.156,,,,
644,word,,,premier,0.5599999999999881,,125.65
645,match,463.0,169.211,coup,0.1800000000000068,323.0,126.21
646,trigger,464.0,169.387,,,,
647,trigger,465.0,169.43,,,,
648,match,466.0,169.978,d,0.0499999999999971,324.0,126.39
649,trigger,467.0,170.032,,,,
650,trigger,468.0,170.159,,,,
651,trigger,469.0,170.579,,,,
652,word,,,oeil,0.3700000000000045,,126.44
653,word,,,la,0.1299999999999954,,127.03
654,word,,,chine,0.4699999999999988,,127.16
655,match,470.0,170.634,de,0.1400000000000005,328.0,127.63
656,trigger,471.0,170.772,,,,
657,trigger,472.0,170.822,,,,
658,match,473.0,171.932,l,0.0600000000000022,329.0,127.77
659,trigger,474.0,171.987,,,,
660,trigger,475.0,172.103,,,,
661,trigger,476.0,172.166,,,,
662,trigger,477.0,172.523,,,,
663,trigger,478.0,172.577,,,,
664,trigger,479.0,173.054,,,,
665,trigger,480.0,173.108,,,,
666,trigger,481.0,173.334,,,,
667,trigger,482.0,173.383,,,,
668,trigger,483.0,173.445,,,,
669,trigger,484.0,173.489,,,,
670,word,,,arizona,0.6099999999999994,,127.83
671,word,,,c,0.1200000000000045,,128.98
672,word,,,est,0.0699999999999931,,129.1
673,word,,,très,0.4000000000000057,,129.17
674,word,,,utile,0.4600000000000079,,129.57
675,word,,,si,0.2400000000000091,,130.1
676,word,,,l,0.039999999999992,,130.34
677,word,,,on,0.0800000000000125,,130.38
678,word,,,s,0.0300000000000011,,130.46
679,word,,,est,0.1599999999999966,,130.49
680,match,485.0,173.657,égaré,0.4000000000000057,340.0,130.65
681,match,486.0,174.06,pendant,0.2699999999999818,341.0,131.05
682,match,487.0,174.331,la,0.1299999999999954,342.0,131.32
683,trigger,488.0,174.458,,,,
684,trigger,489.0,175.83,,,,
685,trigger,490.0,175.885,,,,
686,word,,,nuit,0.2700000000000102,,131.45
687,word,,,j,0.0900000000000034,,132.87
688,match,491.0,175.968,ai,0.1299999999999954,345.0,132.96
689,trigger,492.0,176.102,,,,
690,trigger,493.0,176.491,,,,
691,trigger,494.0,176.545,,,,
692,trigger,495.0,176.851,,,,
693,word,,,ainsi,0.4399999999999977,,133.09
694,word,,,eu,0.25,,133.53
695,match,496.0,176.906,au,0.0649999999999977,348.0,133.89
696,match,497.0,177.034,cours,0.2399999999999806,350.0,134.02
697,match,498.0,177.277,de,0.1100000000000136,351.0,134.26
698,match,499.0,177.383,ma,0.1999999999999886,352.0,134.37
699,trigger,500.0,177.587,,,,
700,trigger,501.0,178.054,,,,
701,word,,,vie,0.2199999999999988,,134.57
702,match,502.0,178.108,des,0.25,354.0,135.09
703,match,503.0,178.409,tas,0.2600000000000193,355.0,135.39
704,match,504.0,178.669,de,0.1299999999999954,356.0,135.65
705,trigger,505.0,178.797,,,,
706,trigger,506.0,179.286,,,,
707,word,,,contacts,0.539999999999992,,135.78
708,match,507.0,179.341,avec,0.2900000000000204,358.0,136.32
709,match,508.0,179.631,des,0.2099999999999795,359.0,136.61
710,match,509.0,179.842,tas,0.2900000000000204,360.0,136.82
711,trigger,510.0,180.133,,,,
712,trigger,511.0,180.228,,,,
713,trigger,512.0,180.443,,,,
714,trigger,513.0,181.42,,,,
715,word,,,de,0.0999999999999943,,137.11
716,word,,,gens,0.2099999999999795,,137.21
717,word,,,sérieux,0.5300000000000011,,137.42
718,match,514.0,181.475,j,0.200000000000017,364.0,138.45
719,trigger,515.0,181.675,,,,
720,trigger,516.0,181.724,,,,
721,trigger,517.0,182.282,,,,
722,trigger,518.0,182.337,,,,
723,trigger,519.0,182.593,,,,
724,word,,,ai,0.0600000000000022,,138.65
725,word,,,beaucoup,0.5999999999999943,,138.71
726,word,,,vécu,0.3100000000000023,,139.31
727,match,520.0,182.647,chez,0.1899999999999977,368.0,139.62
728,match,521.0,182.837,les,0.1099999999999852,369.0,139.81
729,trigger,522.0,182.944,,,,
730,trigger,523.0,183.229,,,,
731,trigger,524.0,183.985,,,,
732,word,,,grandes,0.2800000000000011,,139.92
733,word,,,personnes,0.6100000000000136,,140.2
734,match,525.0,184.04,je,0.200000000000017,372.0,141.01
735,match,526.0,184.24,les,0.2199999999999988,373.0,141.21
736,trigger,527.0,184.46,,,,
737,word,,,ai,0.0999999999999943,,141.43
738,match,528.0,184.555,vues,0.1699999999999875,375.0,141.53
739,match,529.0,184.73,de,0.1700000000000159,376.0,141.7
740,match,530.0,184.9,très,0.3499999999999943,377.0,141.87
741,trigger,531.0,185.252,,,,
742,trigger,532.0,186.199,,,,
743,word,,,près,0.2599999999999909,,142.22
744,match,533.0,186.254,ça,0.1999999999999886,379.0,143.22
745,trigger,534.0,186.454,,,,
746,trigger,535.0,186.515,,,,
747,word,,,n,0.0700000000000216,,143.42
748,word,,,a,0.1499999999999772,,143.49
749,match,536.0,186.785,pas,0.1599999999999966,382.0,143.75
750,match,537.0,186.944,trop,0.289999999999992,383.0,143.91
751,match,538.0,187.235,amélioré,0.5200000000000102,384.0,144.2
752,match,539.0,187.756,mon,0.1899999999999977,385.0,144.72
753,trigger,540.0,187.947,,,,
754,trigger,541.0,189.495,,,,
755,word,,,opinion,0.4699999999999988,,144.91
756,match,542.0,189.55,quand,0.1800000000000068,387.0,146.51
757,trigger,543.0,189.729,,,,
758,word,,,j,0.0900000000000034,,146.69
759,match,544.0,189.814,en,0.1399999999999863,389.0,146.78
760,trigger,545.0,189.958,,,,
761,trigger,546.0,190.777,,,,
762,word,,,rencontrais,0.8700000000000045,,146.92
763,match,547.0,190.832,une,0.1899999999999977,391.0,147.79
764,match,548.0,191.021,qui,0.200000000000017,392.0,147.98
765,match,549.0,191.223,me,0.1599999999999966,393.0,148.18
766,trigger,550.0,191.382,,,,
767,trigger,551.0,191.91,,,,
768,word,,,paraissait,0.5799999999999841,,148.34
769,match,552.0,191.964,un,0.2199999999999988,395.0,148.92
770,match,553.0,192.184,peu,0.2100000000000079,396.0,149.14
771,trigger,554.0,192.395,,,,
772,trigger,555.0,193.262,,,,
773,word,,,lucide,0.5999999999999943,,149.35
774,match,556.0,193.317,je,0.1999999999999886,398.0,150.27
775,trigger,557.0,193.516,,,,
776,trigger,558.0,193.823,,,,
777,trigger,559.0,193.878,,,,
778,trigger,560.0,193.938,,,,
779,trigger,561.0,194.624,,,,
780,word,,,faisais,0.3600000000000136,,150.47
781,word,,,l,0.0699999999999931,,150.83
782,word,,,expérience,0.7299999999999898,,150.9
783,match,562.0,194.679,sur,0.1700000000000159,402.0,151.63
784,match,563.0,194.848,elle,0.2299999999999897,403.0,151.8
785,match,564.0,195.079,de,0.1099999999999852,404.0,152.03
786,match,565.0,195.185,mon,0.1500000000000056,405.0,152.14
787,match,566.0,195.338,dessin,0.3400000000000034,406.0,152.29
788,trigger,567.0,195.68,,,,
789,trigger,568.0,196.117,,,,
790,trigger,569.0,196.171,,,,
791,trigger,570.0,196.688,,,,
792,word,,,numéro,0.4200000000000159,,152.63
793,word,,,1,0.2400000000000091,,153.12
794,match,571.0,196.742,que,0.1100000000000136,409.0,153.69
795,match,572.0,196.848,j,0.1599999999999966,410.0,153.8
796,match,573.0,197.011,ai,0.1299999999999954,411.0,153.96
797,trigger,574.0,197.274,,,,
798,trigger,575.0,197.801,,,,
799,trigger,576.0,197.856,,,,
800,trigger,577.0,199.114,,,,
801,word,,,toujours,0.5800000000000125,,154.22
802,word,,,conservé,0.6599999999999966,,154.8
803,match,578.0,199.169,je,0.1999999999999886,414.0,156.11
804,trigger,579.0,199.368,,,,
805,trigger,580.0,199.564,,,,
806,trigger,581.0,199.619,,,,
807,trigger,582.0,200.015,,,,
808,word,,,voulais,0.25,,156.31
809,word,,,savoir,0.4499999999999886,,156.56
810,match,583.0,200.07,si,0.1700000000000159,417.0,157.01
811,match,584.0,200.239,elle,0.1200000000000045,418.0,157.18
812,match,585.0,200.356,était,0.2699999999999818,419.0,157.3
813,match,586.0,200.63,vraiment,0.5100000000000193,420.0,157.57
814,trigger,587.0,201.141,,,,
815,trigger,588.0,202.85,,,,
816,trigger,589.0,202.905,,,,
817,trigger,590.0,203.171,,,,
818,trigger,591.0,203.226,,,,
819,trigger,592.0,203.943,,,,
820,word,,,compréhensive,0.9399999999999976,,158.08
821,word,,,mais,0.3199999999999932,,159.84
822,word,,,toujours,0.6899999999999977,,160.16
823,match,593.0,203.998,elle,0.1599999999999966,424.0,160.93
824,match,594.0,204.156,me,0.1099999999999852,425.0,161.09
825,trigger,595.0,204.263,,,,
826,trigger,596.0,205.416,,,,
827,trigger,597.0,205.471,,,,
828,word,,,répondait,0.5800000000000125,,161.2
829,word,,,c,0.1099999999999852,,162.4
830,match,598.0,205.576,est,0.1500000000000056,428.0,162.51
831,trigger,599.0,205.726,,,,
832,trigger,600.0,205.769,,,,
833,match,601.0,207.389,un,0.0500000000000113,429.0,162.66
834,trigger,602.0,207.444,,,,
835,trigger,603.0,208.13,,,,
836,word,,,chapeau,0.4699999999999988,,162.71
837,word,,,alors,0.7400000000000091,,164.37
838,match,604.0,208.16,je,0.0299999999999727,432.0,165.11
839,trigger,605.0,208.19,,,,
840,word,,,ne,0.0300000000000011,,165.14
841,match,606.0,208.242,lui,0.2300000000000182,434.0,165.17
842,trigger,607.0,208.475,,,,
843,trigger,608.0,208.781,,,,
844,word,,,parlais,0.3599999999999852,,165.4
845,match,609.0,208.836,ni,0.2800000000000011,436.0,165.76
846,match,610.0,209.116,de,0.1200000000000045,437.0,166.04
847,trigger,611.0,209.232,,,,
848,trigger,612.0,209.592,,,,
849,trigger,613.0,209.647,,,,
850,trigger,614.0,210.313,,,,
851,word,,,serpents,0.4099999999999966,,166.16
852,word,,,boas,0.4200000000000159,,166.57
853,match,615.0,210.367,ni,0.2199999999999988,440.0,167.29
854,match,616.0,210.588,de,0.1100000000000136,441.0,167.51
855,match,617.0,210.693,forêts,0.3400000000000034,442.0,167.62
856,trigger,618.0,211.038,,,,
857,trigger,619.0,211.755,,,,
858,word,,,vierges,0.5099999999999909,,167.96
859,match,620.0,211.809,ni,0.2199999999999988,444.0,168.73
860,trigger,621.0,212.025,,,,
861,trigger,622.0,212.069,,,,
862,trigger,623.0,213.207,,,,
863,word,,,d,0.0500000000000113,,168.95
864,word,,,étoiles,0.5600000000000023,,169.0
865,match,624.0,213.262,je,0.1999999999999886,447.0,170.18
866,match,625.0,213.462,me,0.2300000000000182,448.0,170.38
867,trigger,626.0,213.692,,,,
868,trigger,627.0,213.968,,,,
869,trigger,628.0,214.023,,,,
870,trigger,629.0,214.083,,,,
871,trigger,630.0,214.282,,,,
872,trigger,631.0,215.201,,,,
873,word,,,mettais,0.3299999999999841,,170.61
874,word,,,à,0.0699999999999931,,170.94
875,word,,,sa,0.1899999999999977,,171.01
876,word,,,portée,0.4800000000000182,,171.2
877,match,632.0,215.255,je,0.1800000000000068,453.0,172.17
878,match,633.0,215.435,lui,0.1400000000000147,454.0,172.35
879,match,634.0,215.573,parlais,0.2800000000000011,455.0,172.49
880,match,635.0,215.856,de,0.1199999999999761,456.0,172.77
881,trigger,636.0,215.973,,,,
882,trigger,637.0,216.653,,,,
883,word,,,bridge,0.4800000000000182,,172.89
884,match,638.0,216.708,de,0.1800000000000068,458.0,173.62
885,trigger,639.0,216.887,,,,
886,trigger,640.0,217.505,,,,
887,word,,,golf,0.549999999999983,,173.8
888,match,641.0,217.559,de,0.1299999999999954,460.0,174.47
889,trigger,642.0,217.687,,,,
890,word,,,politique,0.5999999999999943,,174.6
891,match,643.0,218.467,et,0.039999999999992,462.0,175.43
892,trigger,644.0,218.508,,,,
893,match,645.0,218.556,de,0.1299999999999954,463.0,175.47
894,trigger,646.0,218.688,,,,
895,word,,,cravates,0.6700000000000159,,175.6
896,match,647.0,220.131,et,0.0499999999999829,465.0,177.09
897,trigger,648.0,220.181,,,,
898,trigger,649.0,220.224,,,,
899,trigger,650.0,220.373,,,,
900,trigger,651.0,220.591,,,,
901,trigger,652.0,220.646,,,,
902,trigger,653.0,221.193,,,,
903,word,,,la,0.1400000000000147,,177.14
904,word,,,grande,0.2700000000000102,,177.28
905,word,,,personne,0.5099999999999909,,177.55
906,match,654.0,221.247,était,0.1999999999999886,469.0,178.15
907,match,655.0,221.447,bien,0.3000000000000113,470.0,178.35
908,trigger,656.0,221.748,,,,
909,word,,,contente,0.5600000000000023,,178.65
910,match,657.0,222.254,de,0.0300000000000011,472.0,179.21
911,trigger,658.0,222.285,,,,
912,trigger,659.0,222.339,,,,
913,trigger,660.0,222.685,,,,
914,word,,,connaître,0.3999999999999772,,179.24
915,match,661.0,222.74,un,0.1400000000000147,474.0,179.64
916,match,662.0,222.878,homme,0.2199999999999988,475.0,179.78
917,trigger,663.0,223.25,,,,
918,trigger,664.0,223.706,,,,
919,trigger,665.0,223.761,,,,
920,trigger,666.0,227.642,,,,
921,trigger,667.0,227.698,,,,
922,trigger,668.0,227.812,,,,
923,trigger,669.0,227.867,,,,
924,trigger,670.0,227.982,,,,
925,trigger,671.0,228.036,,,,
926,trigger,672.0,228.363,,,,
927,trigger,673.0,228.418,,,,
928,trigger,674.0,228.835,,,,
929,trigger,675.0,228.889,,,,
930,trigger,676.0,229.456,,,,
931,trigger,677.0,229.511,,,,
932,trigger,678.0,229.776,,,,
933,trigger,679.0,229.831,,,,
934,trigger,680.0,230.358,,,,
935,trigger,681.0,230.412,,,,
936,trigger,682.0,230.678,,,,
937,trigger,683.0,230.733,,,,
938,trigger,684.0,230.805,,,,
939,trigger,685.0,231.139,,,,
940,trigger,686.0,231.194,,,,
941,trigger,687.0,232.341,,,,
942,trigger,688.0,232.396,,,,
943,trigger,689.0,232.942,,,,
944,trigger,690.0,232.997,,,,
945,trigger,691.0,233.091,,,,
946,trigger,692.0,233.282,,,,
947,word,,,aussi,0.5099999999999909,,180.15
948,word,,,raisonnable,0.7700000000000102,,180.66
949,word,,,j,0.039999999999992,,184.59
950,word,,,ai,0.0700000000000216,,184.76
951,word,,,ainsi,0.2999999999999829,,184.93
952,word,,,vécu,0.3100000000000023,,185.31
953,word,,,seul,0.4199999999999875,,185.78
954,word,,,sans,0.2800000000000011,,186.4
955,word,,,personne,0.5800000000000125,,186.72
956,word,,,avec,0.3199999999999932,,187.3
957,word,,,qui,0.079999999999984,,187.62
958,word,,,parler,0.3800000000000239,,187.7
959,word,,,véritablement,0.8799999999999955,,188.08
960,word,,,jusqu,0.5999999999999943,,189.28
961,word,,,à,0.0999999999999943,,189.88
962,word,,,une,0.2400000000000091,,189.98
963,match,693.0,233.337,panne,0.2800000000000011,492.0,190.22
964,match,694.0,233.617,dans,0.1899999999999977,493.0,190.5
965,match,695.0,233.807,le,0.1200000000000045,494.0,190.69
966,trigger,696.0,233.924,,,,
967,trigger,697.0,234.304,,,,
968,trigger,698.0,234.359,,,,
969,trigger,699.0,234.464,,,,
970,trigger,700.0,235.276,,,,
971,word,,,désert,0.4300000000000068,,190.81
972,word,,,du,0.0549999999999784,,191.24
973,word,,,sahara,0.6400000000000148,,191.35
974,match,701.0,235.331,il,0.1200000000000045,499.0,192.21
975,match,702.0,235.447,y,0.1799999999999784,500.0,192.33
976,match,703.0,235.63,a,0.0900000000000034,501.0,192.51
977,trigger,704.0,235.715,,,,
978,trigger,705.0,236.152,,,,
979,trigger,706.0,237.139,,,,
980,trigger,707.0,237.193,,,,
981,trigger,708.0,237.459,,,,
982,trigger,709.0,237.514,,,,
983,trigger,710.0,237.769,,,,
984,word,,,six,0.4300000000000068,,192.6
985,word,,,ans,0.0999999999999943,,193.03
986,word,,,quelque,0.3199999999999932,,194.07
987,word,,,chose,0.3100000000000023,,194.39
988,match,711.0,237.824,s,0.0400000000000204,506.0,194.7
989,match,712.0,237.93,était,0.2299999999999897,507.0,194.81
990,trigger,713.0,238.165,,,,
991,trigger,714.0,238.531,,,,
992,word,,,cassé,0.4200000000000159,,195.04
993,match,715.0,238.585,dans,0.1299999999999954,509.0,195.46
994,match,716.0,238.713,mon,0.1299999999999954,510.0,195.59
995,trigger,717.0,238.843,,,,
996,trigger,718.0,239.924,,,,
997,word,,,moteur,0.5900000000000034,,195.72
998,match,719.0,239.979,et,0.1200000000000045,512.0,196.85
999,match,720.0,240.095,comme,0.2599999999999909,513.0,196.97
1000,match,721.0,240.359,je,0.1400000000000147,514.0,197.23
1001,trigger,722.0,240.497,,,,
1002,trigger,723.0,240.548,,,,
1003,word,,,n,0.0600000000000022,,197.37
1004,word,,,avais,0.2800000000000011,,197.43
1005,match,724.0,240.84,avec,0.289999999999992,517.0,197.71
1006,match,725.0,241.131,moi,0.25,518.0,198.0
1007,match,726.0,241.381,ni,0.289999999999992,519.0,198.25
1008,trigger,727.0,241.672,,,,
1009,trigger,728.0,242.81,,,,
1010,trigger,729.0,242.865,,,,
1011,trigger,730.0,243.1,,,,
1012,trigger,731.0,243.154,,,,
1013,trigger,732.0,244.162,,,,
1014,word,,,mécanicien,0.9300000000000068,,198.54
1015,word,,,ni,0.2900000000000204,,199.73
1016,word,,,passagers,0.6499999999999773,,200.02
1017,match,733.0,244.217,je,0.1699999999999875,523.0,201.08
1018,match,734.0,244.386,me,0.1100000000000136,524.0,201.25
1019,trigger,735.0,244.556,,,,
1020,trigger,736.0,245.024,,,,
1021,trigger,737.0,245.078,,,,
1022,trigger,738.0,245.162,,,,
1023,trigger,739.0,245.585,,,,
1024,word,,,préparai,0.5200000000000102,,201.42
1025,word,,,à,0.0900000000000034,,201.94
1026,word,,,essayer,0.4699999999999988,,202.03
1027,match,740.0,245.64,de,0.1599999999999966,528.0,202.5
1028,trigger,741.0,245.799,,,,
1029,trigger,742.0,246.677,,,,
1030,word,,,réussir,0.7199999999999989,,202.66
1031,match,743.0,246.732,tout,0.1599999999999966,530.0,203.59
1032,trigger,744.0,246.891,,,,
1033,trigger,745.0,247.689,,,,
1034,word,,,seul,0.4300000000000068,,203.75
1035,match,746.0,247.744,une,0.200000000000017,532.0,204.6
1036,trigger,747.0,247.943,,,,
1037,trigger,748.0,248.721,,,,
1038,trigger,749.0,248.776,,,,
1039,trigger,750.0,250.304,,,,
1040,trigger,751.0,250.36,,,,
1041,trigger,752.0,250.419,,,,
1042,trigger,753.0,250.715,,,,
1043,word,,,réparation,0.8299999999999841,,204.8
1044,word,,,difficile,0.7300000000000182,,205.63
1045,word,,,c,0.0699999999999931,,207.21
1046,word,,,était,0.3400000000000034,,207.28
1047,match,754.0,250.77,pour,0.1800000000000068,537.0,207.62
1048,trigger,755.0,250.948,,,,
1049,trigger,756.0,251.155,,,,
1050,word,,,moi,0.2599999999999909,,207.8
1051,match,757.0,251.209,une,0.1999999999999886,539.0,208.06
1052,trigger,758.0,251.409,,,,
1053,trigger,759.0,251.847,,,,
1054,word,,,question,0.4900000000000091,,208.26
1055,match,760.0,251.901,de,0.2199999999999988,541.0,208.75
1056,match,761.0,252.232,vie,0.1899999999999977,542.0,209.08
1057,match,762.0,252.421,ou,0.1199999999999761,543.0,209.27
1058,match,763.0,252.539,de,0.1500000000000056,544.0,209.39
1059,trigger,764.0,252.69,,,,
1060,trigger,765.0,253.499,,,,
1061,word,,,mort,0.4200000000000159,,209.54
1062,match,766.0,253.554,j,0.1299999999999954,546.0,210.4
1063,match,767.0,253.681,avais,0.2700000000000102,547.0,210.53
1064,match,768.0,254.005,à,0.1599999999999966,548.0,210.85
1065,match,769.0,254.164,peine,0.3500000000000227,549.0,211.01
1066,match,770.0,254.516,de,0.1299999999999954,550.0,211.36
1067,trigger,771.0,254.643,,,,
1068,trigger,772.0,254.706,,,,
1069,word,,,l,0.0699999999999931,,211.49
1070,word,,,eau,0.1399999999999863,,211.56
1071,match,773.0,254.853,à,0.1000000000000227,553.0,211.7
1072,trigger,774.0,254.951,,,,
1073,word,,,boire,0.3699999999999761,,211.8
1074,match,775.0,255.377,pour,0.25,555.0,212.22
1075,match,776.0,255.627,huit,0.3100000000000023,556.0,212.47
1076,trigger,777.0,255.937,,,,
1077,trigger,778.0,257.277,,,,
1078,word,,,jours,0.4499999999999886,,212.78
1079,match,779.0,257.331,le,0.1700000000000159,558.0,214.17
1080,trigger,780.0,257.5,,,,
1081,trigger,781.0,257.797,,,,
1082,trigger,782.0,257.852,,,,
1083,trigger,783.0,258.277,,,,
1084,word,,,premier,0.3499999999999943,,214.34
1085,word,,,soir,0.4799999999999897,,214.69
1086,match,784.0,258.332,je,0.160000000000025,561.0,215.17
1087,match,785.0,258.491,me,0.0999999999999943,562.0,215.33
1088,trigger,786.0,258.587,,,,
1089,word,,,suis,0.2299999999999897,,215.43
1090,match,787.0,258.822,donc,0.289999999999992,564.0,215.66
1091,trigger,788.0,259.113,,,,
1092,trigger,789.0,259.62,,,,
1093,word,,,endormi,0.5600000000000023,,215.95
1094,match,790.0,259.674,sur,0.2199999999999988,566.0,216.51
1095,match,791.0,259.894,le,0.1200000000000045,567.0,216.73
1096,trigger,792.0,260.011,,,,
1097,trigger,793.0,260.651,,,,
1098,word,,,sable,0.5600000000000023,,216.85
1099,match,794.0,260.706,à,0.1400000000000147,569.0,217.54
1100,trigger,795.0,260.844,,,,
1101,match,796.0,261.237,mille,0.3899999999999863,570.0,217.68
1102,trigger,797.0,261.623,,,,
1103,word,,,milles,0.4399999999999977,,218.07
1104,match,798.0,261.678,de,0.1400000000000147,572.0,218.51
1105,match,799.0,261.816,toute,0.3599999999999852,573.0,218.65
1106,match,800.0,262.179,terre,0.3300000000000125,574.0,219.01
1107,trigger,801.0,262.509,,,,
1108,word,,,habitée,0.5099999999999909,,219.34
1109,match,802.0,263.647,j,0.0600000000000022,576.0,220.53
1110,trigger,803.0,263.702,,,,
1111,trigger,804.0,263.751,,,,
1112,trigger,805.0,264.088,,,,
1113,trigger,806.0,264.143,,,,
1114,trigger,807.0,264.478,,,,
1115,word,,,étais,0.3799999999999954,,220.59
1116,word,,,bien,0.3900000000000148,,220.97
1117,match,808.0,264.533,plus,0.2599999999999909,579.0,221.36
1118,trigger,809.0,264.793,,,,
1119,trigger,810.0,265.189,,,,
1120,trigger,811.0,265.244,,,,
1121,word,,,isolé,0.4499999999999886,,221.62
1122,word,,,qu,0.0999999999999943,,222.07
1123,match,812.0,265.339,un,0.0800000000000125,582.0,222.17
1124,trigger,813.0,265.415,,,,
1125,trigger,814.0,265.981,,,,
1126,word,,,naufragé,0.6100000000000136,,222.25
1127,match,815.0,266.035,sur,0.2199999999999988,584.0,222.86
1128,match,816.0,266.255,un,0.1399999999999863,585.0,223.08
1129,trigger,817.0,266.393,,,,
1130,word,,,radeau,0.4600000000000079,,223.22
1131,match,818.0,266.802,au,0.0099999999999909,587.0,223.68
1132,trigger,819.0,266.822,,,,
1133,trigger,820.0,266.883,,,,
1134,trigger,821.0,267.177,,,,
1135,word,,,milieu,0.3000000000000113,,223.7
1136,word,,,de,0.1100000000000136,,224.0
1137,match,822.0,267.273,l,0.039999999999992,591.0,224.11
1138,trigger,823.0,267.317,,,,
1139,trigger,824.0,268.566,,,,
1140,trigger,825.0,268.621,,,,
1141,trigger,826.0,269.187,,,,
1142,word,,,océan,0.4600000000000079,,224.15
1143,word,,,alors,0.539999999999992,,225.44
1144,match,827.0,269.242,vous,0.1800000000000068,594.0,226.06
1145,trigger,828.0,269.421,,,,
1146,trigger,829.0,269.959,,,,
1147,word,,,imaginez,0.5900000000000034,,226.24
1148,match,830.0,270.013,ma,0.1599999999999966,596.0,226.83
1149,trigger,831.0,270.172,,,,
1150,trigger,832.0,271.302,,,,
1151,word,,,surprise,0.7599999999999909,,226.99
1152,match,833.0,271.357,au,0.075000000000017,598.0,228.17
1153,trigger,834.0,271.505,,,,
1154,trigger,835.0,271.773,,,,
1155,word,,,lever,0.3199999999999932,,228.32
1156,match,836.0,271.827,du,0.0650000000000261,601.0,228.64
1157,trigger,837.0,271.955,,,,
1158,trigger,838.0,272.804,,,,
1159,word,,,jour,0.4699999999999988,,228.77
1160,match,839.0,272.859,quand,0.2199999999999988,604.0,229.67
1161,match,840.0,273.079,une,0.2100000000000079,605.0,229.89
1162,trigger,841.0,273.289,,,,
1163,trigger,842.0,273.666,,,,
1164,word,,,drôle,0.4300000000000068,,230.1
1165,match,843.0,273.72,de,0.1500000000000056,607.0,230.53
1166,trigger,844.0,273.869,,,,
1167,trigger,845.0,274.197,,,,
1168,match,846.0,274.252,petite,0.3799999999999954,608.0,230.68
1169,trigger,847.0,274.628,,,,
1170,trigger,848.0,274.682,,,,
1171,word,,,voix,0.2299999999999897,,231.06
1172,word,,,m,0.0999999999999943,,231.49
1173,match,849.0,274.777,a,0.0900000000000034,611.0,231.59
1174,trigger,850.0,274.865,,,,
1175,trigger,851.0,276.341,,,,
1176,trigger,852.0,276.396,,,,
1177,trigger,853.0,276.562,,,,
1178,trigger,854.0,276.616,,,,
1179,trigger,855.0,277.734,,,,
1180,word,,,réveillé,0.6699999999999875,,231.68
1181,word,,,elle,0.2199999999999988,,233.2
1182,word,,,disait,0.5100000000000193,,233.42
1183,match,856.0,277.789,s,0.1800000000000068,615.0,234.59
1184,match,857.0,277.969,il,0.1299999999999954,616.0,234.77
1185,match,858.0,278.14,vous,0.1400000000000147,617.0,234.94
1186,trigger,859.0,278.278,,,,
1187,trigger,860.0,279.007,,,,
1188,trigger,861.0,279.061,,,,
1189,trigger,862.0,279.417,,,,
1190,word,,,plaît,0.3999999999999772,,235.08
1191,word,,,dessine,0.4099999999999966,,235.86
1192,match,863.0,279.472,-moi,0.1099999999999852,620.0,236.27
1193,match,864.0,279.578,un,0.1700000000000159,621.0,236.38
1194,trigger,865.0,279.751,,,,
1195,trigger,866.0,281.16,,,,
1196,trigger,867.0,281.215,,,,
1197,trigger,868.0,282.752,,,,
1198,trigger,869.0,282.808,,,,
1199,trigger,870.0,283.203,,,,
1200,trigger,871.0,283.258,,,,
1201,word,,,mouton,0.5199999999999818,,236.55
1202,word,,,hein,0.4099999999999966,,238.01
1203,word,,,dessine,0.450000000000017,,239.6
1204,word,,,-moi,0.339999999999975,,240.05
1205,match,872.0,283.543,un,0.0500000000000113,626.0,240.39
1206,trigger,873.0,283.593,,,,
1207,trigger,874.0,283.637,,,,
1208,trigger,875.0,285.176,,,,
1209,trigger,876.0,285.231,,,,
1210,word,,,mouton,0.4900000000000091,,240.44
1211,word,,,j,0.0900000000000034,,242.02
1212,match,877.0,285.314,ai,0.1199999999999761,629.0,242.11
1213,trigger,878.0,285.437,,,,
1214,trigger,879.0,285.886,,,,
1215,word,,,sauté,0.5,,242.23
1216,match,880.0,285.941,sur,0.2300000000000182,631.0,242.73
1217,match,881.0,286.171,mes,0.1399999999999863,632.0,242.96
