	Unnamed: 0	onset	duration	trial_type
0	0	3.05	0.3700000000000001	{'kind': 'word', 'word': 'lorsque'}
1	1	3.42	0.02	{'kind': 'word', 'word': 'j'}
2	2	3.53	0.2299999999999999	{'kind': 'word', 'word': 'avais'}
3	3	3.93	0.2499999999999995	{'kind': 'word', 'word': 'six'}
4	4	4.18	0.1800000000000006	{'kind': 'word', 'word': 'ans'}
5	5	4.4	0.1399999999999996	{'kind': 'word', 'word': 'j'}
6	6	4.54	0.234013	{'kind': 'word', 'word': 'ai'}
7	7	4.859433	0.2904290000000014	{'kind': 'word', 'word': 'vu'}
8	8	5.1498620000000015	0.3501379999999985	{'kind': 'word', 'word': 'une'}
9	9	5.5	0.33	{'kind': 'word', 'word': 'fois'}
10	10	6.14	0.4599999999999999	{'kind': 'word', 'word': 'une'}
11	11	6.6	0.6100000000000003	{'kind': 'word', 'word': 'magnifique'}
12	12	7.21	0.5	{'kind': 'word', 'word': 'image'}
13	13	7.86	0.3199999999999994	{'kind': 'word', 'word': 'dans'}
14	14	8.18	0.200000000000001	{'kind': 'word', 'word': 'un'}
15	15	8.38	0.2699999999999996	{'kind': 'word', 'word': 'livre'}
16	16	8.65	0.1999999999999993	{'kind': 'word', 'word': 'sur'}
17	17	8.85	0.0999999999999996	{'kind': 'word', 'word': 'la'}
18	18	8.95	0.3800000000000008	{'kind': 'word', 'word': 'forêt'}
19	19	9.33	0.4800000000000004	{'kind': 'word', 'word': 'vierge'}
20	20	9.81	0.1799999999999997	{'kind': 'word', 'word': 'qui'}
21	21	9.99	0.129999999999999	{'kind': 'word', 'word': 's'}
22	22	10.12	0.4400000000000013	{'kind': 'word', 'word': 'appelait'}
23	23	10.81	0.5399999999999991	{'kind': 'word', 'word': 'histoires'}
24	24	11.35	0.4399999999999995	{'kind': 'word', 'word': 'vécues'}
25	25	12.64	0.3099999999999987	{'kind': 'word', 'word': 'ça'}
26	26	12.95	0.5899999999999999	{'kind': 'word', 'word': 'représentait'}
27	27	13.54	0.1300000000000007	{'kind': 'word', 'word': 'un'}
28	28	13.67	0.4900000000000002	{'kind': 'word', 'word': 'serpent'}
29	29	14.16	0.379999999999999	{'kind': 'word', 'word': 'boa'}
30	30	14.77	0.1799999999999997	{'kind': 'word', 'word': 'qui'}
31	31	14.95	0.4600000000000008	{'kind': 'word', 'word': 'avalait'}
32	32	15.41	0.1400000000000005	{'kind': 'word', 'word': 'un'}
33	33	15.55	0.5799999999999983	{'kind': 'word', 'word': 'fauve'}
34	34	16.72	0.4100000000000001	{'kind': 'word', 'word': 'voilà'}
35	35	17.13	0.1300000000000025	{'kind': 'word', 'word': 'la'}
36	36	17.26	0.389999999999997	{'kind': 'word', 'word': 'copie'}
37	37	17.65	0.0750000000000028	{'kind': 'word', 'word': 'du'}
38	38	17.725	0.0749999999999992	{'kind': 'word', 'word': ' '}
39	39	17.8	0.3999999999999986	{'kind': 'word', 'word': 'dessin'}
40	40	19.47	0.0600000000000022	{'kind': 'word', 'word': 'on'}
41	41	19.53	0.4100000000000001	{'kind': 'word', 'word': 'disait'}
42	42	19.94	0.1699999999999981	{'kind': 'word', 'word': 'dans'}
43	43	20.11	0.1500000000000021	{'kind': 'word', 'word': 'le'}
44	44	20.26	0.509999999999998	{'kind': 'word', 'word': 'livre'}
45	45	20.98	0.1900000000000012	{'kind': 'word', 'word': 'les'}
46	46	21.17	0.4799999999999969	{'kind': 'word', 'word': 'serpents'}
47	47	21.65	0.4299999999999997	{'kind': 'word', 'word': 'boas'}
48	48	22.14	0.5500000000000007	{'kind': 'word', 'word': 'avalent'}
49	49	22.69	0.1899999999999977	{'kind': 'word', 'word': 'leur'}
50	50	22.88	0.3599999999999994	{'kind': 'word', 'word': 'proie'}
51	51	23.4	0.25	{'kind': 'word', 'word': 'tout'}
52	52	23.65	0.6600000000000001	{'kind': 'word', 'word': 'entière'}
53	53	24.31	0.3500000000000014	{'kind': 'word', 'word': 'sans'}
54	54	24.66	0.129999999999999	{'kind': 'word', 'word': 'la'}
55	55	24.79	0.490000000000002	{'kind': 'word', 'word': 'mâcher'}
56	56	25.81	0.5199999999999996	{'kind': 'word', 'word': 'ensuite'}
57	57	26.33	0.1000000000000014	{'kind': 'word', 'word': 'ils'}
58	58	26.43	0.1400000000000005	{'kind': 'word', 'word': 'ne'}
59	59	26.57	0.2300000000000004	{'kind': 'word', 'word': 'peuvent'}
60	60	26.8	0.259999999999998	{'kind': 'word', 'word': 'plus'}
61	61	27.06	0.4642400000000002	{'kind': 'word', 'word': 'bouger'}
62	62	27.704903	0.1711549999999988	{'kind': 'word', 'word': 'et'}
63	63	27.876058	0.1439419999999991	{'kind': 'word', 'word': 'ils'}
64	64	28.02	0.4200000000000017	{'kind': 'word', 'word': 'dorment'}
65	65	28.44	0.3299999999999983	{'kind': 'word', 'word': 'pendant'}
66	66	28.77	0.1400000000000005	{'kind': 'word', 'word': 'les'}
67	67	28.91	0.3200000000000003	{'kind': 'word', 'word': 'six'}
68	68	29.23	0.2800000000000011	{'kind': 'word', 'word': 'mois'}
69	69	29.51	0.0999999999999978	{'kind': 'word', 'word': 'de'}
70	70	29.61	0.1700000000000017	{'kind': 'word', 'word': 'leur'}
71	71	29.78	0.5999999999999979	{'kind': 'word', 'word': 'digestion'}
72	72	32.195161	0.1457989999999966	{'kind': 'word', 'word': 'j'}
73	73	32.340959999999995	0.1014249999999989	{'kind': 'word', 'word': 'ai'}
74	74	32.442384999999994	0.3576150000000027	{'kind': 'word', 'word': 'alors'}
75	75	32.8	0.6099999999999994	{'kind': 'word', 'word': 'beaucoup'}
76	76	33.41	0.6700000000000017	{'kind': 'word', 'word': 'réfléchi'}
77	77	34.08	0.1700000000000017	{'kind': 'word', 'word': 'sur'}
78	78	34.25	0.2199999999999988	{'kind': 'word', 'word': 'les'}
79	79	34.47	0.5	{'kind': 'word', 'word': 'aventures'}
80	80	34.97	0.1200000000000045	{'kind': 'word', 'word': 'de'}
81	81	35.09	0.1399999999999934	{'kind': 'word', 'word': 'la'}
82	82	35.23	0.480000000000004	{'kind': 'word', 'word': 'jungle'}
83	83	36.23	0.1700000000000017	{'kind': 'word', 'word': 'et'}
84	84	36.6	0.1299999999999954	{'kind': 'word', 'word': 'à'}
85	85	36.73	0.2000000000000028	{'kind': 'word', 'word': 'mon'}
86	86	36.93	0.3400000000000034	{'kind': 'word', 'word': 'tour'}
87	87	37.48	0.1400000000000005	{'kind': 'word', 'word': 'j'}
88	88	37.62	0.1200000000000045	{'kind': 'word', 'word': 'ai'}
89	89	37.74	0.5700000000000003	{'kind': 'word', 'word': 'réussi'}
90	90	38.52	0.3200000000000003	{'kind': 'word', 'word': 'avec'}
91	91	38.84	0.0999999999999943	{'kind': 'word', 'word': 'un'}
92	92	38.94	0.3700000000000045	{'kind': 'word', 'word': 'crayon'}
93	93	39.31	0.1299999999999954	{'kind': 'word', 'word': 'de'}
94	94	39.44	0.5900000000000034	{'kind': 'word', 'word': 'couleur'}
95	95	40.47	0.1300000000000025	{'kind': 'word', 'word': 'à'}
96	96	40.6	0.5300000000000011	{'kind': 'word', 'word': 'tracer'}
97	97	41.13	0.1899999999999977	{'kind': 'word', 'word': 'mon'}
98	98	41.36	0.490000000000002	{'kind': 'word', 'word': 'premier'}
99	99	41.85	0.3500000000000014	{'kind': 'word', 'word': 'dessin'}
100	100	42.79	0.2199999999999988	{'kind': 'word', 'word': 'mon'}
101	101	43.01	0.4200000000000017	{'kind': 'word', 'word': 'dessin'}
102	102	43.43	0.490000000000002	{'kind': 'word', 'word': 'numéro'}
103	103	44.02	0.1699999999999946	{'kind': 'word', 'word': '1'}
104	104	44.92	0.1599999999999966	{'kind': 'word', 'word': 'il'}
105	105	45.08	0.3200000000000003	{'kind': 'word', 'word': 'était'}
106	106	45.4	0.2899999999999991	{'kind': 'word', 'word': 'comme'}
107	107	45.69	0.2600000000000051	{'kind': 'word', 'word': 'ça'}
108	108	47.49	0.0899999999999963	{'kind': 'word', 'word': 'j'}
109	109	47.58	0.1499999999999985	{'kind': 'word', 'word': 'ai'}
110	110	47.73	0.3700000000000045	{'kind': 'word', 'word': 'montré'}
111	111	48.1	0.1099999999999994	{'kind': 'word', 'word': 'mon'}
112	112	48.21	0.2999999999999971	{'kind': 'word', 'word': 'chef'}
113	113	48.51	0.0800000000000054	{'kind': 'word', 'word': '-d'}
114	114	48.59	0.3199999999999932	{'kind': 'word', 'word': 'oeuvre'}
115	115	48.91	0.0600000000000022	{'kind': 'word', 'word': 'aux'}
116	116	48.97	0.0600000000000022	{'kind': 'word', 'word': ' '}
117	117	49.03	0.2999999999999971	{'kind': 'word', 'word': 'grandes'}
118	118	49.37	0.6300000000000026	{'kind': 'word', 'word': 'personnes'}
119	119	50.33	0.0200000000000031	{'kind': 'word', 'word': 'et'}
120	120	50.35	0.1499999999999985	{'kind': 'word', 'word': 'je'}
121	121	50.5	0.259999999999998	{'kind': 'word', 'word': 'leur'}
122	122	50.76	0.0700000000000002	{'kind': 'word', 'word': 'ai'}
123	123	50.83	0.4299999999999997	{'kind': 'word', 'word': 'demandé'}
