	Unnamed: 0	onset	duration	trial_type
13581	13581	3.4	0.06	{'kind': 'word', 'word': 'il'}
13582	13582	3.52	0.1499999999999999	{'kind': 'word', 'word': 'y'}
13583	13583	3.73	0.31	{'kind': 'word', 'word': 'avait'}
13584	13584	4.37	0.04	{'kind': 'word', 'word': 'à'}
13585	13585	4.49	0.4599999999999999	{'kind': 'word', 'word': 'côté'}
13586	13586	4.95	0.0499999999999998	{'kind': 'word', 'word': 'du'}
13587	13587	5.0	0.0499999999999998	{'kind': 'word', 'word': ' '}
13588	13588	5.05	0.2599999999999998	{'kind': 'word', 'word': 'puits'}
13589	13589	5.62	0.2000000000000001	{'kind': 'word', 'word': 'une'}
13590	13590	5.82	0.5099999999999998	{'kind': 'word', 'word': 'ruine'}
13591	13591	6.33	0.1899999999999995	{'kind': 'word', 'word': 'de'}
13592	13592	6.52	0.29	{'kind': 'word', 'word': 'vieux'}
13593	13593	6.81	0.3000000000000007	{'kind': 'word', 'word': 'mur'}
13594	13594	7.11	0.1699999999999999	{'kind': 'word', 'word': 'de'}
13595	13595	7.28	0.5499999999999998	{'kind': 'word', 'word': 'pierre'}
13596	13596	8.45	0.450000000000001	{'kind': 'word', 'word': 'lorsque'}
13597	13597	8.9	0.1600000000000001	{'kind': 'word', 'word': 'je'}
13598	13598	9.06	0.3599999999999994	{'kind': 'word', 'word': 'revins'}
13599	13599	9.42	0.1099999999999994	{'kind': 'word', 'word': 'de'}
13600	13600	9.53	0.1400000000000005	{'kind': 'word', 'word': 'mon'}
13601	13601	9.67	0.6500000000000004	{'kind': 'word', 'word': 'travail'}
13602	13602	10.57	0.1600000000000001	{'kind': 'word', 'word': 'le'}
13603	13603	10.73	0.5199999999999996	{'kind': 'word', 'word': 'lendemain'}
13604	13604	11.25	0.5700000000000003	{'kind': 'word', 'word': 'soir'}
13605	13605	12.3	0.1699999999999999	{'kind': 'word', 'word': 'j'}
13606	13606	12.47	0.5399999999999991	{'kind': 'word', 'word': 'aperçus'}
13607	13607	13.01	0.120000000000001	{'kind': 'word', 'word': 'de'}
13608	13608	13.13	0.2899999999999991	{'kind': 'word', 'word': 'loin'}
13609	13609	13.42	0.1699999999999999	{'kind': 'word', 'word': 'mon'}
13610	13610	13.59	0.3100000000000005	{'kind': 'word', 'word': 'petit'}
13611	13611	13.9	0.5	{'kind': 'word', 'word': 'prince'}
