onset	duration	trial_type
3.12	0.1200000000000001	{'kind': 'word', 'word': 'mais'}
3.3	0.08	{'kind': 'word', 'word': 'il'}
3.44	0.4100000000000001	{'kind': 'word', 'word': 'arriva'}
3.91	0.02	{'kind': 'word', 'word': 'que'}
4.11	0.0599999999999996	{'kind': 'word', 'word': 'le'}
4.17	0.3399999999999998	{'kind': 'word', 'word': 'petit'}
4.51	0.5899999999999999	{'kind': 'word', 'word': 'prince'}
5.26	0.3700000000000001	{'kind': 'word', 'word': 'ayant'}
5.63	0.6399999999999997	{'kind': 'word', 'word': 'longtemps'}
6.27	0.4200000000000008	{'kind': 'word', 'word': 'marché'}
6.69	0.0799999999999991	{'kind': 'word', 'word': 'à'}
6.77	0.3400000000000007	{'kind': 'word', 'word': 'travers'}
7.11	0.1399999999999996	{'kind': 'word', 'word': 'les'}
7.25	0.54	{'kind': 'word', 'word': 'sables'}
8.05	0.1799999999999997	{'kind': 'word', 'word': 'les'}
8.23	0.4399999999999995	{'kind': 'word', 'word': 'rocs'}
8.8	0.0899999999999998	{'kind': 'word', 'word': 'et'}
8.89	0.1199999999999992	{'kind': 'word', 'word': 'les'}
9.01	0.5199999999999996	{'kind': 'word', 'word': 'neiges'}
9.92	0.6600000000000001	{'kind': 'word', 'word': 'découvrit'}
10.58	0.5500000000000007	{'kind': 'word', 'word': 'enfin'}
11.13	0.2699999999999996	{'kind': 'word', 'word': 'une'}
11.4	0.5399999999999991	{'kind': 'word', 'word': 'route'}
12.43	0.0700000000000002	{'kind': 'word', 'word': 'Et'}
12.5	0.1300000000000007	{'kind': 'word', 'word': 'les'}
12.63	0.5199999999999996	{'kind': 'word', 'word': 'routes'}
13.15	0.2300000000000004	{'kind': 'word', 'word': 'vont'}
13.54	0.4100000000000001	{'kind': 'word', 'word': 'toutes'}
14.02	0.200000000000001	{'kind': 'word', 'word': 'chez'}
14.22	0.25	{'kind': 'word', 'word': 'les'}
14.47	0.2899999999999991	{'kind': 'word', 'word': 'hommes'}
15.81	0.5800000000000001	{'kind': 'word', 'word': '«Bonjour»'}
16.62	0.259999999999998	{'kind': 'word', 'word': 'dit'}
16.88	0.3900000000000005	{'kind': 'word', 'word': '-il'}
17.78	0.1499999999999985	{'kind': 'word', 'word': 'C'}
17.93	0.240000000000002	{'kind': 'word', 'word': 'était'}
18.17	0.129999999999999	{'kind': 'word', 'word': 'un'}
18.3	0.5599999999999987	{'kind': 'word', 'word': 'jardin'}
18.86	0.6000000000000014	{'kind': 'word', 'word': 'fleuri'}
19.46	0.1499999999999985	{'kind': 'word', 'word': 'de'}
19.61	0.5	{'kind': 'word', 'word': 'roses'}
21.04	1.0300000000000011	{'kind': 'word', 'word': '«Bonjour»'}
22.26	0.2099999999999973	{'kind': 'word', 'word': 'dirent'}
22.47	0.1300000000000025	{'kind': 'word', 'word': 'les'}
22.6	0.509999999999998	{'kind': 'word', 'word': 'roses'}
23.88	0.1900000000000012	{'kind': 'word', 'word': 'Le'}
24.07	0.3599999999999994	{'kind': 'word', 'word': 'petit'}
24.43	0.4800000000000004	{'kind': 'word', 'word': 'prince'}
24.91	0.1600000000000001	{'kind': 'word', 'word': 'les'}
25.07	0.5700000000000003	{'kind': 'word', 'word': 'regarda'}
26.23	0.129999999999999	{'kind': 'word', 'word': 'Elles'}
26.36	0.6500000000000021	{'kind': 'word', 'word': 'ressemblaient'}
27.15	0.3500000000000014	{'kind': 'word', 'word': 'toutes'}
27.56	0.120000000000001	{'kind': 'word', 'word': 'à'}
27.68	0.1900000000000012	{'kind': 'word', 'word': 'sa'}
27.87	0.5399999999999991	{'kind': 'word', 'word': 'fleur'}
29.41	0.3200000000000003	{'kind': 'word', 'word': '«Qui'}
29.73	0.120000000000001	{'kind': 'word', 'word': 'êtes'}
29.85	0.3200000000000003	{'kind': 'word', 'word': '-vous'}
30.57	0.2399999999999984	{'kind': 'word', 'word': 'leur'}
30.81	0.3800000000000025	{'kind': 'word', 'word': 'demanda'}
31.19	0.2399999999999984	{'kind': 'word', 'word': '-t'}
31.43	0.1900000000000012	{'kind': 'word', 'word': '-il'}
31.79	0.8000000000000043	{'kind': 'word', 'word': 'stupéfait'}
33.32	0.2000000000000028	{'kind': 'word', 'word': 'Nous'}
33.52	0.279999999999994	{'kind': 'word', 'word': 'sommes'}
33.8	0.1900000000000048	{'kind': 'word', 'word': 'des'}
33.99	0.6899999999999977	{'kind': 'word', 'word': 'roses'}
35.26	0.240000000000002	{'kind': 'word', 'word': 'dirent'}
35.5	0.1300000000000025	{'kind': 'word', 'word': 'les'}
35.63	0.4699999999999988	{'kind': 'word', 'word': 'roses'}
37.04	0.1300000000000025	{'kind': 'word', 'word': 'Ah'}
37.87	0.2000000000000028	{'kind': 'word', 'word': 'fit'}
38.07	0.1000000000000014	{'kind': 'word', 'word': 'le'}
