subject,score,t
26,-0.0038760426354135145,-4.0
26,-0.011618649670069857,-3.9
26,0.007723954223688308,-3.8
26,0.014561869127545481,-3.7
26,-0.013359796791001662,-3.6
26,0.011846623352672518,-3.5
26,-0.00943840945629189,-3.4
26,0.00693184084068929,-3.3
26,0.015352164524252894,-3.2
26,0.004639952491706778,-3.1
26,0.0005956556675514313,-3.0
26,-0.0006710940063513783,-2.9
26,-0.005167280421928045,-2.8
26,0.014475229744359691,-2.7
26,0.01641997372246928,-2.6
26,0.0017817310967920307,-2.5
26,0.006595482578575206,-2.4
26,-0.00526794523446157,-2.3
26,-0.005697911676207447,-2.2
26,0.0182021558578207,-2.1
26,-0.0014291084002624693,-2.0
26,-0.008403443173996729,-1.9
26,0.0048270696092621275,-1.8
26,0.013413507877690382,-1.7
26,0.009455794935112826,-1.6
26,0.016003835084561303,-1.5
26,0.016201308561851292,-1.4
26,0.010419550561839101,-1.3
26,0.005736478157852775,-1.2
26,0.016783431117072454,-1.1
26,0.009608361761939655,-1.0
26,0.014121998622192015,-0.9
26,0.008716653899246075,-0.8
26,0.01024965664520665,-0.7
26,0.009677216470073451,-0.6
26,0.029361972528331684,-0.5
26,0.017707060742551385,-0.4
26,-0.007574276018332631,-0.3
26,-0.0052392676002351235,-0.2
26,0.012291558104255,-0.1
26,0.0039321715792074875,0.0
26,0.006422760698885434,0.1
26,-0.005445241711170092,0.2
26,-0.0032027516628573885,0.3
26,-0.010461370193758408,0.4
26,-0.00048527725526826816,0.5
26,0.017878131607471624,0.6
26,0.00631624104280902,0.7
26,0.0035937169262179997,0.8
26,0.01674403181132825,0.9
26,0.0019365192984542093,1.0
