subject,score,t
19,-0.00047475115237830863,-1.0
19,0.00257463054181762,-0.9
19,0.007390408590741203,-0.8
19,0.0025629250941915887,-0.7
19,0.006273415955679803,-0.6
19,8.294108906472162e-06,-0.5
19,0.00841023808146359,-0.4
19,0.0071963440869808985,-0.3
19,0.0031210353406687205,-0.2
19,-0.0018592976708995148,-0.1
19,0.008105815016087923,0.0
19,0.002744124951846345,0.1
19,0.00956334381031476,0.2
19,0.005667027311373807,0.3
19,0.005382409599126128,0.4
19,0.0049043033526174834,0.5
19,0.004273317003049696,0.6
19,0.0016359596472319377,0.7
19,0.00855144856791293,0.8
19,-0.0021307135423951945,0.9
19,-0.0035671847600301097,1.0
19,-0.008245785578527261,1.1
19,-0.007011945351975816,1.2
19,-0.0018628855904638255,1.3
19,0.007878073633141417,1.4
19,0.013374755361227368,1.5
19,0.009641966194391938,1.6
19,0.011628865377221327,1.7
19,0.015057400240485632,1.8
19,-0.0003051829299105338,1.9
19,0.006488324653312648,2.0
19,-0.0005806115666116663,2.1
19,0.0027319880305941425,2.2
19,0.0022134078662736016,2.3
19,-0.002916988356149942,2.4
19,0.0024288328329114543,2.5
19,0.0062878495277696725,2.6
19,-0.004401311860165977,2.7
19,0.0031152011293869154,2.8
19,0.004604379200895925,2.9
19,0.0018674269143549502,3.0
19,0.0022636549820545236,3.1
19,-0.0011493080562266253,3.2
19,0.0038792331081867544,3.3
19,0.0015682977356107875,3.4
19,0.004798924958768921,3.5
19,0.004701326483584205,3.6
19,0.002693663027698963,3.7
19,0.007240861707888235,3.8
19,0.0011985372412245522,3.9
19,0.004007999406978268,4.0
