subject,score,t
9,0.0016323416203494537,-4.0
9,0.006769080392703404,-3.9
9,0.0012663108609751344,-3.8
9,0.0027259974310404416,-3.7
9,0.00246594771492301,-3.6
9,-0.0030835053851678905,-3.5
9,-0.0007266362684311844,-3.4
9,0.005461680774453067,-3.3
9,0.006630626706336106,-3.2
9,0.0051804793259250265,-3.1
9,0.0008278868811603511,-3.0
9,-0.00256953532715886,-2.9
9,-0.0003008221413116023,-2.8
9,0.002288246232792408,-2.7
9,0.002974568604197365,-2.6
9,0.0049614524151855915,-2.5
9,0.0030401958014482093,-2.4
9,0.001332722691712078,-2.3
9,0.004462066309240942,-2.2
9,0.00248874563914838,-2.1
9,-0.005775769767705568,-2.0
9,0.005825059431149756,-1.9
9,0.0013512758266291216,-1.8
9,0.00805531246169418,-1.7
9,0.0035141332490942136,-1.6
9,0.004358251314934281,-1.5
9,0.007783999848633164,-1.4
9,0.004950973999009706,-1.3
9,0.0018336828740288897,-1.2
9,0.00899141600861157,-1.1
9,0.004826674717292214,-1.0
9,0.0013426966241570635,-0.9
9,0.0024270696552135085,-0.8
9,0.0008671699128202243,-0.7
9,0.002304026487470578,-0.6
9,0.00291160376385631,-0.5
9,0.0018180389773454929,-0.4
9,0.0063301065899960445,-0.3
9,0.003128960836111735,-0.2
9,0.011259334785794576,-0.1
9,0.010951807496662998,0.0
9,0.007692598752078578,0.1
9,0.0024783368686706023,0.2
9,-0.0021404189447176364,0.3
9,0.004925841045789037,0.4
9,0.004574155367252809,0.5
9,0.008054807485938427,0.6
9,0.010117781738262827,0.7
9,0.0073563708474966285,0.8
9,0.0034200067210742265,0.9
9,0.0007695326476921332,1.0
