word	onset	duration
Lorsque	0.7	0.3
j'avais	1.0499999999999998	0.3
six	1.3999999999999997	0.3
ans,	1.7499999999999996	0.3
j'ai	2.0999999999999996	0.3
vu,	2.4499999999999993	0.3
une	2.799999999999999	0.3
fois,	3.1499999999999995	0.3
une	3.499999999999999	0.3
magnifique	3.8499999999999988	0.3
image,	4.199999999999998	0.3
dans	4.549999999999999	0.3
un	4.899999999999999	0.3
livre	5.249999999999998	0.3
sur	5.599999999999999	0.3
la	5.949999999999998	0.3
forêt	6.299999999999998	0.3
vierge	6.649999999999998	0.3
qui	6.999999999999997	0.3
s'appelait	7.349999999999998	0.3
histoires	7.6999999999999975	0.3
vécues.	8.049999999999997	0.3
Ça	8.599999999999996	0.3
représentait	8.949999999999996	0.3
un	9.299999999999995	0.3
serpent	9.649999999999995	0.3
boa	9.999999999999995	0.3
qui	10.349999999999994	0.3
avalait	10.699999999999996	0.3
un	11.049999999999995	0.3
fauve.	11.399999999999995	0.3
Voilà	11.949999999999994	0.3
la	12.299999999999994	0.3
copie	12.649999999999993	0.3
du	12.999999999999993	0.3
dessin.	13.349999999999993	0.3
On	13.899999999999991	0.3
disait	14.249999999999993	0.3
dans	14.599999999999993	0.3
le	14.949999999999992	0.3
livre:	15.299999999999992	0.3
"""les"	15.649999999999991	0.3
serpents	15.999999999999991	0.3
boas	16.34999999999999	0.3
avalent	16.699999999999992	0.3
leur	17.049999999999994	0.3
proie	17.39999999999999	0.3
tout	17.74999999999999	0.3
entière,	18.09999999999999	0.3
sans	18.449999999999992	0.3
la	18.79999999999999	0.3
mâcher.	19.14999999999999	0.3
Ensuite	19.69999999999999	0.3
ils	20.04999999999999	0.3
ne	20.399999999999988	0.3
peuvent	20.74999999999999	0.3
plus	21.09999999999999	0.3
bouger	21.44999999999999	0.3
et	21.79999999999999	0.3
ils	22.149999999999988	0.3
dorment	22.49999999999999	0.3
pendant	22.849999999999987	0.3
les	23.19999999999999	0.3
six	23.549999999999986	0.3
mois	23.899999999999988	0.3
de	24.24999999999999	0.3
leur	24.599999999999987	0.3
"digestion."""	24.94999999999999	0.3
J'ai	25.499999999999986	0.3
alors	25.849999999999987	0.3
beaucoup	26.199999999999985	0.3
réfléchi	26.549999999999986	0.3
sur	26.899999999999984	0.3
les	27.249999999999986	0.3
aventures	27.599999999999987	0.3
de	27.949999999999985	0.3
la	28.299999999999986	0.3
jungle	28.649999999999984	0.3
et,	28.999999999999986	0.3
à	29.349999999999984	0.3
mon	29.699999999999985	0.3
tour,	30.049999999999986	0.3
j'ai	30.399999999999984	0.3
réussi,	30.749999999999986	0.3
avec	31.099999999999984	0.3
un	31.449999999999985	0.3
crayon	31.799999999999983	0.3
de	32.149999999999984	0.3
couleur,	32.49999999999999	0.3
à	32.85	0.3
tracer	33.2	0.3
mon	33.550000000000004	0.3
premier	33.900000000000006	0.3
dessin.	34.25000000000001	0.3
Mon	34.800000000000004	0.3
dessin	35.150000000000006	0.3
numéro	35.50000000000001	0.3
1.	35.85000000000001	0.3
Il	36.40000000000001	0.3
était	36.75000000000001	0.3
comme	37.10000000000001	0.3
ça:	37.45000000000001	0.3
j'ai	37.80000000000001	0.3
montré	38.150000000000006	0.3
mon	38.50000000000001	0.3
chef-d'oeuvre	38.85000000000001	0.3
aux	39.20000000000001	0.3
grandes	39.55000000000001	0.3
personnes	39.900000000000006	0.3
et	40.25000000000001	0.3
je	40.60000000000001	0.3
leur	40.95000000000001	0.3
ai	41.30000000000001	0.3
demandé	41.650000000000006	0.3
si	42.00000000000001	0.3
mon	42.35000000000001	0.3
dessin	42.70000000000001	0.3
leur	43.050000000000004	0.3
faisait	43.400000000000006	0.3
peur.	43.75000000000001	0.3
Elles	44.30000000000001	0.3
m'ont	44.65000000000001	0.3
répondu:	45.00000000000001	0.3
"""pourquoi"	45.35000000000001	0.3
un	45.70000000000001	0.3
chapeau	46.05000000000001	0.3
ferait-il	46.400000000000006	0.3
"peur?"""	46.75000000000001	0.3
Mon	47.30000000000001	0.3
dessin	47.65000000000001	0.3
ne	48.000000000000014	0.3
représentait	48.35000000000001	0.3
pas	48.70000000000001	0.3
un	49.05000000000001	0.3
chapeau.	49.40000000000001	0.3
Il	49.95000000000001	0.3
représentait	50.30000000000001	0.3
un	50.65000000000001	0.3
serpent	51.000000000000014	0.3
boa	51.350000000000016	0.3
qui	51.70000000000001	0.3
digérait	52.05000000000001	0.3
un	52.40000000000001	0.3
éléphant.	52.750000000000014	0.3
J'ai	53.30000000000001	0.3
alors	53.65000000000001	0.3
dessiné	54.000000000000014	0.3
l'intérieur	54.350000000000016	0.3
du	54.70000000000002	0.3
serpent	55.05000000000001	0.3
boa,	55.40000000000001	0.3
afin	55.750000000000014	0.3
que	56.100000000000016	0.3
les	56.45000000000002	0.3
grandes	56.80000000000001	0.3
personnes	57.15000000000001	0.3
puissent	57.500000000000014	0.3
comprendre.	57.850000000000016	0.3
Elles	58.40000000000001	0.3
ont	58.750000000000014	0.3
toujours	59.100000000000016	0.3
besoin	59.45000000000002	0.3
d'explications.	59.80000000000002	0.3
Mon	60.350000000000016	0.3
dessin	60.70000000000002	0.3
numéro	61.05000000000002	0.3
2	61.40000000000002	0.3
était	61.750000000000014	0.3
comme	62.100000000000016	0.3
ça:	62.45000000000002	0.3
les	62.80000000000002	0.3
grandes	63.15000000000002	0.3
personnes	63.500000000000014	0.3
m'ont	63.850000000000016	0.3
conseillé	64.20000000000002	0.3
de	64.55000000000001	0.3
laisser	64.90000000000002	0.3
de	65.25000000000001	0.3
côté	65.60000000000001	0.3
les	65.95000000000002	0.3
dessins	66.30000000000001	0.3
de	66.65	0.3
serpents	67.00000000000001	0.3
boas	67.35000000000001	0.3
ouverts	67.70000000000002	0.3
ou	68.05000000000001	0.3
fermés,	68.40000000000002	0.3
et	68.75000000000001	0.3
de	69.10000000000001	0.3
m'intéresser	69.45000000000002	0.3
plutôt	69.80000000000001	0.3
à	70.15000000000002	0.3
la	70.50000000000001	0.3
géographie,	70.85000000000001	0.3
à	71.20000000000002	0.3
l'histoire,	71.55000000000001	0.3
au	71.90000000000002	0.3
calcul	72.25000000000001	0.3
et	72.60000000000001	0.3
à	72.95000000000002	0.3
la	73.30000000000001	0.3
grammaire.	73.65000000000002	0.3
C'est	74.20000000000002	0.3
ainsi	74.55000000000001	0.3
que	74.90000000000002	0.3
j'ai	75.25000000000001	0.3
abandonné,	75.60000000000001	0.3
à	75.95000000000002	0.3
l'âge	76.30000000000001	0.3
de	76.65000000000002	0.3
six	77.00000000000001	0.3
ans,	77.35000000000001	0.3
une	77.70000000000002	0.3
magnifique	78.05000000000001	0.3
carrière	78.40000000000002	0.3
de	78.75000000000001	0.3
peintre.	79.10000000000001	0.3
J'avais	79.65000000000002	0.3
été	80.00000000000001	0.3
découragé	80.35000000000002	0.3
par	80.70000000000002	0.3
l'insuccès	81.05000000000001	0.3
de	81.40000000000002	0.3
mon	81.75000000000001	0.3
dessin	82.10000000000002	0.3
numéro	82.45000000000002	0.3
1	82.80000000000001	0.3
et	83.15000000000002	0.3
de	83.50000000000001	0.3
mon	83.85000000000001	0.3
