word	onset	duration
Mais	0.7	0.25
il	1.0	0.25
arriva	1.3	0.25
que	1.6	0.25
le	1.9000000000000001	0.25
petit	2.2	0.25
prince,	2.5	0.25
ayant	2.8000000000000007	0.25
longtemps	3.1000000000000005	0.25
marché	3.4000000000000004	0.25
à	3.7	0.25
travers	4.000000000000001	0.25
les	4.300000000000001	0.25
sables,	4.6000000000000005	0.25
les	4.900000000000001	0.25
rocs	5.200000000000001	0.25
et	5.500000000000001	0.25
les	5.800000000000001	0.25
neiges,	6.1000000000000005	0.25
découvrit	6.400000000000001	0.25
enfin	6.700000000000001	0.25
une	7.000000000000001	0.25
route.	7.300000000000002	0.25
Et	8.100000000000001	0.25
les	8.400000000000002	0.25
routes	8.700000000000001	0.25
vont	9.0	0.25
toutes	9.3	0.25
chez	9.600000000000001	0.25
les	9.9	0.25
hommes.	10.200000000000001	0.25
«bonjour»,	11.0	0.25
dit-il.	11.3	0.25
C'était	12.100000000000001	0.25
un	12.4	0.25
jardin	12.700000000000001	0.25
fleuri	13.0	0.25
de	13.3	0.25
roses.	13.600000000000001	0.25
«bonjour»,	14.4	0.25
dirent	14.700000000000001	0.25
les	15.000000000000002	0.25
roses.	15.3	0.25
Le	16.1	0.25
petit	16.400000000000002	0.25
prince	16.700000000000003	0.25
les	17.0	0.25
regarda.	17.3	0.25
Elles	18.1	0.25
ressemblaient	18.400000000000002	0.25
toutes	18.700000000000003	0.25
à	19.000000000000004	0.25
sa	19.3	0.25
fleur.	19.6	0.25
«qui	20.400000000000002	0.25
êtes-vous?	20.700000000000003	0.25
Leur	21.500000000000004	0.25
demanda-t-il,	21.8	0.25
stupéfait.	22.1	0.25
Nous	22.900000000000002	0.25
sommes	23.200000000000003	0.25
des	23.500000000000004	0.25
roses,	23.8	0.25
dirent	24.1	0.25
les	24.400000000000002	0.25
roses.	24.700000000000003	0.25
Ah!»	25.500000000000004	0.25
Fit	26.3	0.25
le	26.6	0.25
petit	26.900000000000002	0.25
prince...	27.200000000000003	0.25
Et	28.000000000000004	0.25
