word	onset	duration	trial_type
Il	0.7	0.3	{'kind': 'word', 'word': 'Il'}
se	1.0499999999999998	0.3	{'kind': 'word', 'word': 'se'}
trouvait	1.3999999999999997	0.3	{'kind': 'word', 'word': 'trouvait'}
dans	1.7499999999999996	0.3	{'kind': 'word', 'word': 'dans'}
la	2.1	0.3	{'kind': 'word', 'word': 'la'}
région	2.4499999999999997	0.3	{'kind': 'word', 'word': 'région'}
des	2.799999999999999	0.3	{'kind': 'word', 'word': 'des'}
astéroïdes	3.1499999999999995	0.3	{'kind': 'word', 'word': 'astéroïdes'}
325,	3.499999999999999	0.3	{'kind': 'word', 'word': '325'}
326,	3.849999999999999	0.3	{'kind': 'word', 'word': '326'}
327,	4.199999999999998	0.3	{'kind': 'word', 'word': '327'}
328,	4.549999999999999	0.3	{'kind': 'word', 'word': '328'}
329	4.899999999999999	0.3	{'kind': 'word', 'word': '329'}
et	5.249999999999998	0.3	{'kind': 'word', 'word': 'et'}
330.	5.599999999999999	0.3	{'kind': 'word', 'word': '330'}
Il	5.949999999999998	0.3	{'kind': 'word', 'word': 'Il'}
commença	6.299999999999998	0.3	{'kind': 'word', 'word': 'commença'}
donc	6.649999999999998	0.3	{'kind': 'word', 'word': 'donc'}
par	6.999999999999997	0.3	{'kind': 'word', 'word': 'par'}
les	7.349999999999998	0.3	{'kind': 'word', 'word': 'les'}
visiter	7.699999999999997	0.3	{'kind': 'word', 'word': 'visiter'}
pour	8.049999999999997	0.3	{'kind': 'word', 'word': 'pour'}
y	8.399999999999997	0.3	{'kind': 'word', 'word': 'y'}
chercher	8.749999999999996	0.3	{'kind': 'word', 'word': 'chercher'}
une	9.099999999999996	0.3	{'kind': 'word', 'word': 'une'}
occupation	9.449999999999996	0.3	{'kind': 'word', 'word': 'occupation'}
et	9.799999999999995	0.3	{'kind': 'word', 'word': 'et'}
pour	10.149999999999997	0.3	{'kind': 'word', 'word': 'pour'}
s'instruire.	10.499999999999996	0.3	{'kind': 'word', 'word': 'sinstruire'}
Le	10.849999999999996	0.3	{'kind': 'word', 'word': 'Le'}
premier	11.199999999999996	0.3	{'kind': 'word', 'word': 'premier'}
était	11.549999999999995	0.3	{'kind': 'word', 'word': 'était'}
habité	11.899999999999997	0.3	{'kind': 'word', 'word': 'habité'}
par	12.249999999999996	0.3	{'kind': 'word', 'word': 'par'}
un	12.599999999999994	0.3	{'kind': 'word', 'word': 'un'}
roi.	12.949999999999994	0.3	{'kind': 'word', 'word': 'roi'}
Le	13.299999999999994	0.3	{'kind': 'word', 'word': 'Le'}
roi	13.649999999999997	0.3	{'kind': 'word', 'word': 'roi'}
siégeait,	13.999999999999996	0.3	{'kind': 'word', 'word': 'siégeait'}
habillé	14.349999999999994	0.3	{'kind': 'word', 'word': 'habillé'}
de	14.699999999999994	0.3	{'kind': 'word', 'word': 'de'}
pourpre	15.049999999999994	0.3	{'kind': 'word', 'word': 'pourpre'}
et	15.399999999999991	0.3	{'kind': 'word', 'word': 'et'}
d'hermine,	15.749999999999991	0.3	{'kind': 'word', 'word': 'dhermine'}
sur	16.099999999999994	0.3	{'kind': 'word', 'word': 'sur'}
un	16.449999999999996	0.3	{'kind': 'word', 'word': 'un'}
trône	16.799999999999994	0.3	{'kind': 'word', 'word': 'trône'}
très	17.14999999999999	0.3	{'kind': 'word', 'word': 'très'}
simple	17.499999999999993	0.3	{'kind': 'word', 'word': 'simple'}
et	17.849999999999994	0.3	{'kind': 'word', 'word': 'et'}
cependant	18.199999999999992	0.3	{'kind': 'word', 'word': 'cependant'}
majestueux.	18.549999999999997	0.3	{'kind': 'word', 'word': 'majestueux'}
"""ah!"	18.89999999999999	0.3	{'kind': 'word', 'word': 'ah'}
Voilà	19.249999999999996	0.3	{'kind': 'word', 'word': 'Voilà'}
un	19.59999999999999	0.3	{'kind': 'word', 'word': 'un'}
"sujet!"","	19.949999999999992	0.3	{'kind': 'word', 'word': 'sujet'}
S'écria	20.299999999999997	0.3	{'kind': 'word', 'word': 'Sécria'}
le	20.64999999999999	0.3	{'kind': 'word', 'word': 'le'}
roi	20.999999999999996	0.3	{'kind': 'word', 'word': 'roi'}
quand	21.34999999999999	0.3	{'kind': 'word', 'word': 'quand'}
il	21.699999999999992	0.3	{'kind': 'word', 'word': 'il'}
aperçut	22.04999999999999	0.3	{'kind': 'word', 'word': 'aperçut'}
le	22.39999999999999	0.3	{'kind': 'word', 'word': 'le'}
petit	22.74999999999999	0.3	{'kind': 'word', 'word': 'petit'}
prince.	23.09999999999999	0.3	{'kind': 'word', 'word': 'prince'}
Et	23.449999999999992	0.3	{'kind': 'word', 'word': 'Et'}
le	23.79999999999999	0.3	{'kind': 'word', 'word': 'le'}
petit	24.14999999999999	0.3	{'kind': 'word', 'word': 'petit'}
prince	24.49999999999999	0.3	{'kind': 'word', 'word': 'prince'}
se	24.84999999999999	0.3	{'kind': 'word', 'word': 'se'}
demanda:	25.19999999999999	0.3	{'kind': 'word', 'word': 'demanda'}
"""comment"	25.54999999999999	0.3	{'kind': 'word', 'word': 'comment'}
peut-il	25.899999999999988	0.3	{'kind': 'word', 'word': 'peutil'}
me	26.24999999999999	0.3	{'kind': 'word', 'word': 'me'}
reconnaître	26.59999999999999	0.3	{'kind': 'word', 'word': 'reconnaître'}
puisqu'il	26.94999999999999	0.3	{'kind': 'word', 'word': 'puisquil'}
ne	27.29999999999999	0.3	{'kind': 'word', 'word': 'ne'}
m'a	27.649999999999988	0.3	{'kind': 'word', 'word': 'ma'}
encore	27.99999999999999	0.3	{'kind': 'word', 'word': 'encore'}
jamais	28.349999999999987	0.3	{'kind': 'word', 'word': 'jamais'}
"vu!"""	28.69999999999999	0.3	{'kind': 'word', 'word': 'vu'}
Il	29.04999999999999	0.3	{'kind': 'word', 'word': 'Il'}
ne	29.399999999999988	0.3	{'kind': 'word', 'word': 'ne'}
savait	29.74999999999999	0.3	{'kind': 'word', 'word': 'savait'}
pas	30.099999999999987	0.3	{'kind': 'word', 'word': 'pas'}
que,	30.44999999999999	0.3	{'kind': 'word', 'word': 'que'}
pour	30.799999999999983	0.3	{'kind': 'word', 'word': 'pour'}
les	31.149999999999988	0.3	{'kind': 'word', 'word': 'les'}
rois,	31.49999999999999	0.3	{'kind': 'word', 'word': 'rois'}
le	31.849999999999987	0.3	{'kind': 'word', 'word': 'le'}
monde	32.19999999999999	0.3	{'kind': 'word', 'word': 'monde'}
est	32.54999999999999	0.3	{'kind': 'word', 'word': 'est'}
très	32.89999999999999	0.3	{'kind': 'word', 'word': 'très'}
simplifié.	33.24999999999999	0.3	{'kind': 'word', 'word': 'simplifié'}
Tous	33.59999999999999	0.3	{'kind': 'word', 'word': 'Tous'}
les	33.94999999999999	0.3	{'kind': 'word', 'word': 'les'}
hommes	34.29999999999999	0.3	{'kind': 'word', 'word': 'hommes'}
sont	34.64999999999999	0.3	{'kind': 'word', 'word': 'sont'}
des	34.99999999999999	0.3	{'kind': 'word', 'word': 'des'}
sujets.	35.34999999999999	0.3	{'kind': 'word', 'word': 'sujets'}
"""approche-toi"	35.69999999999999	0.3	{'kind': 'word', 'word': 'approchetoi'}
que	36.04999999999999	0.3	{'kind': 'word', 'word': 'que'}
je	36.39999999999999	0.3	{'kind': 'word', 'word': 'je'}
te	36.74999999999999	0.3	{'kind': 'word', 'word': 'te'}
voie	37.09999999999999	0.3	{'kind': 'word', 'word': 'voie'}
"mieux"","	37.44999999999999	0.3	{'kind': 'word', 'word': 'mieux'}
lui	37.79999999999999	0.3	{'kind': 'word', 'word': 'lui'}
dit	38.14999999999999	0.3	{'kind': 'word', 'word': 'dit'}
le	38.49999999999999	0.3	{'kind': 'word', 'word': 'le'}
roi	38.84999999999999	0.3	{'kind': 'word', 'word': 'roi'}
qui	39.19999999999999	0.3	{'kind': 'word', 'word': 'qui'}
était	39.54999999999999	0.3	{'kind': 'word', 'word': 'était'}
tout	39.89999999999999	0.3	{'kind': 'word', 'word': 'tout'}
fier	40.24999999999999	0.3	{'kind': 'word', 'word': 'fier'}
d'être	40.59999999999999	0.3	{'kind': 'word', 'word': 'dêtre'}
enfin	40.94999999999999	0.3	{'kind': 'word', 'word': 'enfin'}
roi	41.29999999999999	0.3	{'kind': 'word', 'word': 'roi'}
pour	41.649999999999984	0.3	{'kind': 'word', 'word': 'pour'}
quelqu'un.	41.99999999999999	0.3	{'kind': 'word', 'word': 'quelquun'}
Le	42.34999999999999	0.3	{'kind': 'word', 'word': 'Le'}
petit	42.69999999999999	0.3	{'kind': 'word', 'word': 'petit'}
prince	43.04999999999999	0.3	{'kind': 'word', 'word': 'prince'}
chercha	43.399999999999984	0.3	{'kind': 'word', 'word': 'chercha'}
des	43.74999999999999	0.3	{'kind': 'word', 'word': 'des'}
yeux	44.09999999999999	0.3	{'kind': 'word', 'word': 'yeux'}
où	44.44999999999999	0.3	{'kind': 'word', 'word': 'où'}
s'asseoir,	44.79999999999998	0.3	{'kind': 'word', 'word': 'sasseoir'}
mais	45.149999999999984	0.3	{'kind': 'word', 'word': 'mais'}
la	45.49999999999999	0.3	{'kind': 'word', 'word': 'la'}
planète	45.84999999999999	0.3	{'kind': 'word', 'word': 'planète'}
était	46.19999999999999	0.3	{'kind': 'word', 'word': 'était'}
tout	46.54999999999998	0.3	{'kind': 'word', 'word': 'tout'}
encombrée	46.899999999999984	0.3	{'kind': 'word', 'word': 'encombrée'}
par	47.24999999999999	0.3	{'kind': 'word', 'word': 'par'}
le	47.59999999999999	0.3	{'kind': 'word', 'word': 'le'}
magnifique	47.94999999999998	0.3	{'kind': 'word', 'word': 'magnifique'}
manteau	48.29999999999998	0.3	{'kind': 'word', 'word': 'manteau'}
d'hermine.	48.649999999999984	0.3	{'kind': 'word', 'word': 'dhermine'}
Il	48.99999999999999	0.3	{'kind': 'word', 'word': 'Il'}
resta	49.34999999999999	0.3	{'kind': 'word', 'word': 'resta'}
donc	49.69999999999998	0.3	{'kind': 'word', 'word': 'donc'}
debout,	50.04999999999998	0.3	{'kind': 'word', 'word': 'debout'}
et,	50.399999999999984	0.3	{'kind': 'word', 'word': 'et'}
comme	50.74999999999999	0.3	{'kind': 'word', 'word': 'comme'}
il	51.09999999999998	0.3	{'kind': 'word', 'word': 'il'}
était	51.44999999999998	0.3	{'kind': 'word', 'word': 'était'}
fatigué,	51.79999999999998	0.3	{'kind': 'word', 'word': 'fatigué'}
il	52.149999999999984	0.3	{'kind': 'word', 'word': 'il'}
bâilla.	52.49999999999999	0.3	{'kind': 'word', 'word': 'bâilla'}
"""il"	52.84999999999998	0.3	{'kind': 'word', 'word': 'il'}
est	53.19999999999998	0.3	{'kind': 'word', 'word': 'est'}
contraire	53.54999999999998	0.3	{'kind': 'word', 'word': 'contraire'}
à	53.899999999999984	0.3	{'kind': 'word', 'word': 'à'}
l'étiquette	54.24999999999999	0.3	{'kind': 'word', 'word': 'létiquette'}
de	54.59999999999998	0.3	{'kind': 'word', 'word': 'de'}
bâiller	54.94999999999998	0.3	{'kind': 'word', 'word': 'bâiller'}
en	55.29999999999998	0.3	{'kind': 'word', 'word': 'en'}
présence	55.649999999999984	0.3	{'kind': 'word', 'word': 'présence'}
d'un	55.99999999999998	0.3	{'kind': 'word', 'word': 'dun'}
roi,	56.34999999999998	0.3	{'kind': 'word', 'word': 'roi'}
lui	56.69999999999998	0.3	{'kind': 'word', 'word': 'lui'}
dit	57.04999999999998	0.3	{'kind': 'word', 'word': 'dit'}
le	57.399999999999984	0.3	{'kind': 'word', 'word': 'le'}
monarque.	57.74999999999998	0.3	{'kind': 'word', 'word': 'monarque'}
Je	58.09999999999998	0.3	{'kind': 'word', 'word': 'Je'}
te	58.44999999999998	0.3	{'kind': 'word', 'word': 'te'}
l'interdis.	58.79999999999998	0.3	{'kind': 'word', 'word': 'linterdis'}
-je	59.14999999999998	0.3	{'kind': 'word', 'word': 'je'}
ne	59.49999999999998	0.3	{'kind': 'word', 'word': 'ne'}
peux	59.84999999999998	0.3	{'kind': 'word', 'word': 'peux'}
pas	60.19999999999998	0.3	{'kind': 'word', 'word': 'pas'}
m'en	60.54999999999998	0.3	{'kind': 'word', 'word': 'men'}
empêcher,	60.89999999999998	0.3	{'kind': 'word', 'word': 'empêcher'}
répondit	61.24999999999998	0.3	{'kind': 'word', 'word': 'répondit'}
le	61.59999999999998	0.3	{'kind': 'word', 'word': 'le'}
petit	61.94999999999998	0.3	{'kind': 'word', 'word': 'petit'}
prince	62.29999999999998	0.3	{'kind': 'word', 'word': 'prince'}
tout	62.64999999999998	0.3	{'kind': 'word', 'word': 'tout'}
confus	62.99999999999998	0.3	{'kind': 'word', 'word': 'confus'}
j'ai	63.34999999999998	0.3	{'kind': 'word', 'word': 'jai'}
fait	63.69999999999998	0.3	{'kind': 'word', 'word': 'fait'}
un	64.04999999999997	0.3	{'kind': 'word', 'word': 'un'}
long	64.39999999999998	0.3	{'kind': 'word', 'word': 'long'}
voyage	64.74999999999997	0.3	{'kind': 'word', 'word': 'voyage'}
et	65.09999999999998	0.3	{'kind': 'word', 'word': 'et'}
je	65.44999999999997	0.3	{'kind': 'word', 'word': 'je'}
n'ai	65.79999999999998	0.3	{'kind': 'word', 'word': 'nai'}
pas	66.14999999999998	0.3	{'kind': 'word', 'word': 'pas'}
dormi...	66.49999999999997	0.3	{'kind': 'word', 'word': 'dormi'}
-alors,	66.84999999999998	0.3	{'kind': 'word', 'word': 'alors'}
lui	67.19999999999997	0.3	{'kind': 'word', 'word': 'lui'}
dit	67.54999999999998	0.3	{'kind': 'word', 'word': 'dit'}
le	67.89999999999998	0.3	{'kind': 'word', 'word': 'le'}
roi,	68.24999999999997	0.3	{'kind': 'word', 'word': 'roi'}
je	68.59999999999998	0.3	{'kind': 'word', 'word': 'je'}
t'ordonne	68.94999999999997	0.3	{'kind': 'word', 'word': 'tordonne'}
de	69.29999999999998	0.3	{'kind': 'word', 'word': 'de'}
bâiller.	69.64999999999998	0.3	{'kind': 'word', 'word': 'bâiller'}
Je	69.99999999999997	0.3	{'kind': 'word', 'word': 'Je'}
n'ai	70.34999999999998	0.3	{'kind': 'word', 'word': 'nai'}
vu	70.69999999999997	0.3	{'kind': 'word', 'word': 'vu'}
personne	71.04999999999998	0.3	{'kind': 'word', 'word': 'personne'}
bailler	71.39999999999998	0.3	{'kind': 'word', 'word': 'bailler'}
depuis	71.74999999999997	0.3	{'kind': 'word', 'word': 'depuis'}
des	72.09999999999998	0.3	{'kind': 'word', 'word': 'des'}
années.	72.44999999999997	0.3	{'kind': 'word', 'word': 'années'}
Les	72.79999999999997	0.3	{'kind': 'word', 'word': 'Les'}
bâillements	73.14999999999998	0.3	{'kind': 'word', 'word': 'bâillements'}
sont	73.49999999999997	0.3	{'kind': 'word', 'word': 'sont'}
pour	73.84999999999998	0.3	{'kind': 'word', 'word': 'pour'}
moi	74.19999999999997	0.3	{'kind': 'word', 'word': 'moi'}
des	74.54999999999997	0.3	{'kind': 'word', 'word': 'des'}
curiosités.	74.89999999999998	0.3	{'kind': 'word', 'word': 'curiosités'}
Allons!	75.24999999999997	0.3	{'kind': 'word', 'word': 'Allons'}
Bâille	75.59999999999998	0.3	{'kind': 'word', 'word': 'Bâille'}
encore.	75.94999999999997	0.3	{'kind': 'word', 'word': 'encore'}
C'est	76.29999999999997	0.3	{'kind': 'word', 'word': 'Cest'}
un	76.64999999999998	0.3	{'kind': 'word', 'word': 'un'}
ordre.	76.99999999999997	0.3	{'kind': 'word', 'word': 'ordre'}
-ça	77.34999999999998	0.3	{'kind': 'word', 'word': 'ça'}
m'intimide...	77.69999999999997	0.3	{'kind': 'word', 'word': 'mintimide'}
Je	78.04999999999997	0.3	{'kind': 'word', 'word': 'Je'}
ne	78.39999999999998	0.3	{'kind': 'word', 'word': 'ne'}
peux	78.74999999999997	0.3	{'kind': 'word', 'word': 'peux'}
plus...,	79.09999999999998	0.3	{'kind': 'word', 'word': 'plus'}
Fit	79.44999999999997	0.3	{'kind': 'word', 'word': 'Fit'}
le	79.79999999999997	0.3	{'kind': 'word', 'word': 'le'}
petit	80.14999999999998	0.3	{'kind': 'word', 'word': 'petit'}
prince	80.49999999999997	0.3	{'kind': 'word', 'word': 'prince'}
tout	80.84999999999997	0.3	{'kind': 'word', 'word': 'tout'}
rougissant.	81.19999999999997	0.3	{'kind': 'word', 'word': 'rougissant'}
-hum!	81.54999999999997	0.3	{'kind': 'word', 'word': 'hum'}
Hum!	81.89999999999998	0.3	{'kind': 'word', 'word': 'Hum'}
