word	onset	duration	trial_type
Le	0.7	0.3	{'kind': 'word', 'word': 'Le'}
cinquième	1.0499999999999998	0.3	{'kind': 'word', 'word': 'cinquième'}
jour,	1.3999999999999997	0.3	{'kind': 'word', 'word': 'jour'}
toujours	1.7499999999999996	0.3	{'kind': 'word', 'word': 'toujours'}
grâce	2.1	0.3	{'kind': 'word', 'word': 'grâce'}
au	2.4499999999999997	0.3	{'kind': 'word', 'word': 'au'}
mouton,	2.799999999999999	0.3	{'kind': 'word', 'word': 'mouton'}
ce	3.1499999999999995	0.3	{'kind': 'word', 'word': 'ce'}
secret	3.499999999999999	0.3	{'kind': 'word', 'word': 'secret'}
de	3.849999999999999	0.3	{'kind': 'word', 'word': 'de'}
la	4.199999999999998	0.3	{'kind': 'word', 'word': 'la'}
vie	4.549999999999999	0.3	{'kind': 'word', 'word': 'vie'}
du	4.899999999999999	0.3	{'kind': 'word', 'word': 'du'}
petit	5.249999999999998	0.3	{'kind': 'word', 'word': 'petit'}
prince	5.599999999999999	0.3	{'kind': 'word', 'word': 'prince'}
me	5.949999999999998	0.3	{'kind': 'word', 'word': 'me'}
fut	6.299999999999998	0.3	{'kind': 'word', 'word': 'fut'}
révélé.	6.649999999999998	0.3	{'kind': 'word', 'word': 'révélé'}
Il	6.999999999999997	0.3	{'kind': 'word', 'word': 'Il'}
me	7.349999999999998	0.3	{'kind': 'word', 'word': 'me'}
demanda	7.699999999999997	0.3	{'kind': 'word', 'word': 'demanda'}
avec	8.049999999999997	0.3	{'kind': 'word', 'word': 'avec'}
brusquerie,	8.399999999999997	0.3	{'kind': 'word', 'word': 'brusquerie'}
sans	8.749999999999996	0.3	{'kind': 'word', 'word': 'sans'}
préambule,	9.099999999999996	0.3	{'kind': 'word', 'word': 'préambule'}
comme	9.449999999999996	0.3	{'kind': 'word', 'word': 'comme'}
le	9.799999999999995	0.3	{'kind': 'word', 'word': 'le'}
fruit	10.149999999999997	0.3	{'kind': 'word', 'word': 'fruit'}
d'un	10.499999999999996	0.3	{'kind': 'word', 'word': 'dun'}
problème	10.849999999999996	0.3	{'kind': 'word', 'word': 'problème'}
longtemps	11.199999999999996	0.3	{'kind': 'word', 'word': 'longtemps'}
médité	11.549999999999995	0.3	{'kind': 'word', 'word': 'médité'}
en	11.899999999999997	0.3	{'kind': 'word', 'word': 'en'}
silence:	12.249999999999996	0.3	{'kind': 'word', 'word': 'silence'}
"""un"	12.599999999999994	0.3	{'kind': 'word', 'word': 'un'}
mouton,	12.949999999999994	0.3	{'kind': 'word', 'word': 'mouton'}
s'il	13.299999999999994	0.3	{'kind': 'word', 'word': 'sil'}
mange	13.649999999999997	0.3	{'kind': 'word', 'word': 'mange'}
les	13.999999999999996	0.3	{'kind': 'word', 'word': 'les'}
arbustes,	14.349999999999994	0.3	{'kind': 'word', 'word': 'arbustes'}
il	14.699999999999994	0.3	{'kind': 'word', 'word': 'il'}
mange	15.049999999999994	0.3	{'kind': 'word', 'word': 'mange'}
aussi	15.399999999999991	0.3	{'kind': 'word', 'word': 'aussi'}
les	15.749999999999991	0.3	{'kind': 'word', 'word': 'les'}
fleurs?	16.099999999999994	0.3	{'kind': 'word', 'word': 'fleurs'}
-un	16.449999999999996	0.3	{'kind': 'word', 'word': 'un'}
mouton	16.799999999999994	0.3	{'kind': 'word', 'word': 'mouton'}
mange	17.14999999999999	0.3	{'kind': 'word', 'word': 'mange'}
tout	17.499999999999993	0.3	{'kind': 'word', 'word': 'tout'}
ce	17.849999999999994	0.3	{'kind': 'word', 'word': 'ce'}
qu'il	18.199999999999992	0.3	{'kind': 'word', 'word': 'quil'}
rencontre.	18.549999999999997	0.3	{'kind': 'word', 'word': 'rencontre'}
-même	18.89999999999999	0.3	{'kind': 'word', 'word': 'même'}
les	19.249999999999996	0.3	{'kind': 'word', 'word': 'les'}
fleurs	19.59999999999999	0.3	{'kind': 'word', 'word': 'fleurs'}
qui	19.949999999999992	0.3	{'kind': 'word', 'word': 'qui'}
ont	20.299999999999997	0.3	{'kind': 'word', 'word': 'ont'}
des	20.64999999999999	0.3	{'kind': 'word', 'word': 'des'}
épines?	20.999999999999996	0.3	{'kind': 'word', 'word': 'épines'}
-oui.	21.34999999999999	0.3	{'kind': 'word', 'word': 'oui'}
Même	21.699999999999992	0.3	{'kind': 'word', 'word': 'Même'}
les	22.04999999999999	0.3	{'kind': 'word', 'word': 'les'}
fleurs	22.39999999999999	0.3	{'kind': 'word', 'word': 'fleurs'}
qui	22.74999999999999	0.3	{'kind': 'word', 'word': 'qui'}
ont	23.09999999999999	0.3	{'kind': 'word', 'word': 'ont'}
des	23.449999999999992	0.3	{'kind': 'word', 'word': 'des'}
épines.	23.79999999999999	0.3	{'kind': 'word', 'word': 'épines'}
-alors	24.14999999999999	0.3	{'kind': 'word', 'word': 'alors'}
les	24.49999999999999	0.3	{'kind': 'word', 'word': 'les'}
épines,	24.84999999999999	0.3	{'kind': 'word', 'word': 'épines'}
