onset	duration	trial_type
3.13	0.1100000000000003	{'kind': 'word', 'word': 'la'}
3.3	0.48	{'kind': 'word', 'word': 'sixième'}
3.9	0.5299999999999998	{'kind': 'word', 'word': 'planète'}
4.61	0.1999999999999993	{'kind': 'word', 'word': 'était'}
4.87	0.2199999999999997	{'kind': 'word', 'word': 'une'}
5.09	0.5	{'kind': 'word', 'word': 'planète'}
5.59	0.3600000000000003	{'kind': 'word', 'word': 'dix'}
5.95	0.3599999999999994	{'kind': 'word', 'word': 'fois'}
6.31	0.2700000000000004	{'kind': 'word', 'word': 'plus'}
6.58	0.5800000000000001	{'kind': 'word', 'word': 'vaste'}
7.72	0.2000000000000001	{'kind': 'word', 'word': 'Elle'}
7.92	0.3000000000000007	{'kind': 'word', 'word': 'était'}
8.22	0.4399999999999995	{'kind': 'word', 'word': 'habitée'}
8.66	0.1600000000000001	{'kind': 'word', 'word': 'par'}
8.82	0.1699999999999999	{'kind': 'word', 'word': 'un'}
8.99	0.1899999999999995	{'kind': 'word', 'word': 'vieux'}
9.18	0.5500000000000007	{'kind': 'word', 'word': 'monsieur'}
9.89	0.1699999999999999	{'kind': 'word', 'word': 'qui'}
10.06	0.5199999999999996	{'kind': 'word', 'word': 'écrivait'}
10.58	0.1199999999999992	{'kind': 'word', 'word': 'd'}
10.7	0.8300000000000001	{'kind': 'word', 'word': 'énormes'}
11.53	0.5300000000000011	{'kind': 'word', 'word': 'livres'}
13.03	0.2900000000000009	{'kind': 'word', 'word': '«Tiens'}
13.64	0.2899999999999991	{'kind': 'word', 'word': 'voilà'}
13.93	0.0300000000000011	{'kind': 'word', 'word': 'un'}
14.1	0.8900000000000006	{'kind': 'word', 'word': 'explorateur'}
15.49	0.1400000000000005	{'kind': 'word', 'word': 's'}
15.63	0.3599999999999994	{'kind': 'word', 'word': 'écria'}
15.99	0.2400000000000002	{'kind': 'word', 'word': '-t'}
16.23	0.1900000000000012	{'kind': 'word', 'word': '-il'}
16.51	0.2299999999999968	{'kind': 'word', 'word': 'quand'}
16.74	0.120000000000001	{'kind': 'word', 'word': 'il'}
16.86	0.4100000000000001	{'kind': 'word', 'word': 'aperçut'}
17.27	0.120000000000001	{'kind': 'word', 'word': 'le'}
17.39	0.3099999999999987	{'kind': 'word', 'word': 'petit'}
17.7	0.6099999999999994	{'kind': 'word', 'word': 'prince'}
19.22	0.1400000000000005	{'kind': 'word', 'word': 'Le'}
19.36	0.3200000000000003	{'kind': 'word', 'word': 'petit'}
19.68	0.4699999999999988	{'kind': 'word', 'word': 'prince'}
20.15	0.0200000000000031	{'kind': 'word', 'word': 's'}
20.17	0.3499999999999978	{'kind': 'word', 'word': 'assit'}
20.52	0.1500000000000021	{'kind': 'word', 'word': 'sur'}
20.67	0.1599999999999966	{'kind': 'word', 'word': 'la'}
20.83	0.4300000000000032	{'kind': 'word', 'word': 'table'}
21.43	0.0899999999999998	{'kind': 'word', 'word': 'et'}
21.52	0.4600000000000008	{'kind': 'word', 'word': 'souffla'}
21.98	0.259999999999998	{'kind': 'word', 'word': 'un'}
22.24	0.2700000000000031	{'kind': 'word', 'word': 'peu'}
23.04	0.1900000000000012	{'kind': 'word', 'word': 'Il'}
23.23	0.25	{'kind': 'word', 'word': 'avait'}
23.48	0.4199999999999981	{'kind': 'word', 'word': 'déjà'}
24.07	0.2800000000000011	{'kind': 'word', 'word': 'tant'}
24.35	0.629999999999999	{'kind': 'word', 'word': 'voyagé'}
25.74	0.0899999999999998	{'kind': 'word', 'word': '«D'}
25.83	0.1300000000000025	{'kind': 'word', 'word': 'où'}
25.96	0.2100000000000008	{'kind': 'word', 'word': 'viens'}
26.17	0.3999999999999986	{'kind': 'word', 'word': '-tu'}
26.86	0.2199999999999988	{'kind': 'word', 'word': 'lui'}
27.08	0.1600000000000001	{'kind': 'word', 'word': 'dit'}
27.24	0.120000000000001	{'kind': 'word', 'word': 'le'}
27.36	0.1799999999999997	{'kind': 'word', 'word': 'vieux'}
27.54	0.4800000000000004	{'kind': 'word', 'word': 'monsieur'}
29.01	0.1999999999999993	{'kind': 'word', 'word': 'Quel'}
29.21	0.0899999999999998	{'kind': 'word', 'word': 'est'}
29.3	0.1600000000000001	{'kind': 'word', 'word': 'ce'}
29.46	0.2199999999999988	{'kind': 'word', 'word': 'gros'}
29.68	0.4299999999999997	{'kind': 'word', 'word': 'livre'}
