subject,run,offset,stretch
27,6,4944.87,0.9999905854504862
27,7,4955.88,0.9999907872311024
27,8,5202.9,0.9999930553144206
27,9,5673.6,0.9999924129768444
28,1,5120.95,0.999980235526641
28,2,4748.89,0.9999797077922078
28,3,5333.94,0.9999798665439484
28,4,4858.93,0.999980570891958
28,5,4975.92,0.9999808529155788
28,6,5744.87,0.9999811709009724
28,7,4422.88,0.9999800390007216
28,8,5309.9,0.9999809021146568
28,9,6982.6,0.9999802737397954
29,1,9379.95,0.999980235526641
29,2,5404.89,0.9999812687312688
29,3,5189.94,0.9999798665439484
29,4,4701.93,0.999980570891958
29,5,5111.92,0.9999808529155788
29,6,5412.87,0.9999811709009724
29,7,5378.88,0.9999815744622047
29,8,6370.9,0.9999809021146568
29,9,5616.6,0.9999817911444266
30,1,4444.95,0.999980235526641
30,2,5091.89,0.9999797077922078
30,3,4956.94,0.9999813046479521
30,4,4241.93,0.999980570891958
30,5,4553.92,0.9999808529155788
30,6,4476.87,0.9999798259653275
30,7,4936.88,0.9999800390007216
30,8,5833.9,0.9999809021146568
30,9,5132.6,0.9999817911444266
31,1,4526.95,0.999980235526641
31,2,4973.89,0.9999797077922078
31,3,5194.94,0.9999798665439484
31,4,4185.93,0.999980570891958
31,5,4650.92,0.9999808529155788
31,6,4686.87,0.9999811709009724
31,7,4347.88,0.9999800390007216
31,8,5983.9,0.9999809021146568
31,9,4773.6,0.9999802737397954
32,1,5075.95,0.999980235526641
32,2,4573.89,0.9999812687312688
32,3,4507.94,0.9999813046479521
32,4,6612.93,0.999980570891958
32,5,8335.92,0.9999791122715406
32,6,6099.87,0.9999798259653275
32,7,6630.88,0.9999800390007216
32,8,5260.9,0.9999809021146568
32,9,5401.6,0.9999802737397954
33,1,4490.95,0.999980235526641
33,2,6115.89,0.9999797077922078
33,3,4873.94,0.9999813046479521
33,4,4484.93,0.999978951799621
33,5,6481.92,0.9999791122715406
33,6,5315.87,0.9999798259653275
33,7,4970.88,0.9999800390007216
33,8,6405.9,0.9999809021146568
33,9,5877.6,0.9999802737397954
34,1,5821.95,0.999980235526641
34,2,3793.89,0.9999797077922078
34,3,5259.94,0.9999813046479521
34,4,7899.93,0.999980570891958
34,5,4800.92,0.9999808529155788
34,6,5852.87,0.9999811709009724
34,7,4678.88,0.9999815744622047
34,8,5794.9,0.9999809021146568
34,9,5496.6,0.9999817911444266
35,1,4578.95,0.999980235526641
35,2,4605.89,0.9999797077922078
35,3,5149.94,0.9999784284399448
35,4,6015.93,0.999978951799621
35,5,7738.92,0.9999791122715406
35,6,6802.87,0.9999798259653275
35,7,5380.88,0.9999800390007216
35,8,6178.9,0.9999809021146568
35,9,4952.6,0.9999787563351643
36,1,5238.95,0.9999785884871942
36,2,5357.89,0.9999797077922078
36,3,5175.94,0.9999798665439484
36,4,4485.93,0.999978951799621
36,5,4892.92,0.9999791122715406
36,6,5269.87,0.9999798259653275
36,7,7066.88,0.9999800390007216
36,8,4850.9,0.9999791659432619
36,9,5735.6,0.9999802737397954
37,1,5275.95,0.999980235526641
37,2,5201.89,0.9999797077922078
37,3,4244.94,0.9999813046479521
37,4,5392.93,0.999980570891958
37,5,5177.92,0.9999808529155788
37,6,4769.87,0.9999798259653275
37,7,7238.88,0.9999800390007216
37,8,4581.9,0.9999809021146568
37,9,4807.6,0.9999802737397954
38,1,4691.95,0.9999785884871942
38,2,4306.89,0.9999781468531468
38,3,4310.94,0.9999798665439484
38,4,4776.93,0.999980570891958
38,5,6179.92,0.9999791122715406
38,6,6187.87,0.9999798259653275
38,7,5112.88,0.9999800390007216
38,8,4474.9,0.9999791659432619
38,9,5249.6,0.9999802737397954
39,1,5098.95,0.999980235526641
39,2,4807.89,0.9999797077922078
39,3,4764.94,0.9999798665439484
39,4,5138.93,0.999978951799621
39,5,5054.92,1.000046997389034
39,6,5133.87,0.9999784810296828
39,7,7042.88,0.9999800390007216
39,8,6002.9,0.9999809021146568
39,9,5928.6,0.9999802737397954
40,1,4247.95,0.9999769414477476
40,2,4416.89,1.0001810689310688
40,3,4940.94,0.9999798665439484
40,4,5047.93,0.999978951799621
40,5,5022.92,0.9999791122715406
40,6,7781.87,0.9999784810296828
40,7,5671.88,0.9999785035392387
40,8,4441.9,0.999977429771867
40,9,5180.6,0.9999772389305333
41,1,5138.95,1.0000428230256115
41,2,4300.89,0.9999781468531468
41,3,4996.94,0.9999784284399448
41,4,5060.93,0.999978951799621
41,5,4979.92,0.9999791122715406
41,6,4869.87,0.9999784810296828
41,7,4361.88,0.9999785035392387
41,8,5119.9,0.9999791659432619
41,9,5007.6,0.9999787563351643
42,1,4570.95,0.9999785884871942
42,2,4920.89,0.9999797077922078
42,3,4769.94,0.9999784284399448
42,4,6879.93,0.999978951799621
42,5,6901.92,0.9999791122715406
42,6,5321.87,0.9999798259653275
42,7,5871.88,0.9999785035392387
42,8,5001.9,0.9999791659432619
42,9,4872.6,0.9999787563351643
43,1,5317.95,0.9999785884871942
43,2,4796.89,0.9999797077922078
43,3,5594.94,0.9999798665439484
43,4,5595.93,1.000195910172757
43,5,4702.92,1.0001671018276763
43,6,4793.87,0.9999798259653275
43,7,5711.88,0.9999785035392387
43,8,5713.9,0.9999791659432619
43,9,4463.6,0.9999787563351643
44,1,6447.95,0.999980235526641
44,2,4496.89,0.9999781468531468
44,3,4688.94,0.9999784284399448
44,4,5610.93,0.999978951799621
44,5,5350.92,0.9999791122715406
44,6,5410.87,0.9999784810296828
44,7,5444.88,0.9999785035392387
44,8,4972.9,0.999977429771867
44,9,4767.6,1.0000227610694667
45,1,4927.95,0.9999785884871942
45,2,4679.89,0.9999781468531468
45,3,4203.94,0.9999798665439484
45,4,4501.93,0.999978951799621
45,5,4762.92,0.9999791122715406
45,6,5090.87,0.9999784810296828
45,7,6285.88,0.9999785035392387
45,8,5007.9,0.9999791659432619
45,9,6932.6,0.9999787563351643
46,1,5047.95,0.9999785884871942
46,2,5190.89,0.9999797077922078
46,3,5565.94,0.9999798665439484
46,4,6532.93,0.999978951799621
46,5,4763.92,0.9999791122715406
46,6,4843.87,0.9999784810296828
46,7,4895.88,0.9999785035392387
46,8,5519.9,0.9999791659432619
46,9,4781.6,0.9999787563351643
47,1,5001.95,0.9999785884871942
47,2,4842.89,0.9999781468531468
47,3,7566.94,0.9999784284399448
47,4,5046.93,0.999978951799621
47,5,4586.92,0.9999791122715406
47,6,4590.87,0.9999784810296828
47,7,5616.88,0.9999785035392387
47,8,5749.9,0.999977429771867
47,9,5953.6,0.9999787563351643
48,1,4774.95,0.9999785884871942
48,2,4873.89,0.9999797077922078
48,3,6604.94,0.9999784284399448
48,4,5383.93,0.999978951799621
48,5,6150.92,0.9999791122715406
48,6,5234.87,0.9999798259653275
48,7,5141.88,0.9999800390007216
48,8,4487.9,0.9999791659432619
48,9,6638.6,0.9999787563351643
49,1,5214.95,0.9999785884871942
49,2,6182.89,0.9999797077922078
49,3,4862.94,0.9999784284399448
49,4,6025.93,0.999978951799621
49,5,4528.92,0.9999791122715406
49,6,4450.87,0.9999784810296828
49,7,5078.88,0.9999785035392387
49,8,5322.9,0.9999791659432619
49,9,5261.6,0.9999787563351643
50,1,4280.95,0.999980235526641
50,2,4740.89,0.9999797077922078
50,3,4947.94,0.9999798665439484
50,4,4515.93,0.999978951799621
50,5,4382.92,0.9999808529155788
50,6,6537.87,0.9999798259653275
50,7,6116.88,0.9999800390007216
50,8,4741.9,0.9999791659432619
50,9,4965.6,0.9999802737397954
51,1,5913.95,0.999980235526641
51,2,4824.89,0.9999797077922078
51,3,5081.94,0.9999798665439484
51,4,5740.93,0.999980570891958
51,5,4910.92,0.9999808529155788
51,6,6401.87,0.9999798259653275
51,7,4607.88,0.9999815744622047
51,8,4706.9,0.9999809021146568
51,9,6212.6,0.9999802737397954
52,1,4768.95,0.9999785884871942
52,2,5260.89,0.9999797077922078
52,3,4489.94,0.9999798665439484
52,4,4918.93,0.999978951799621
52,5,5473.92,0.9999808529155788
52,6,6374.87,0.9999798259653275
52,7,6435.88,0.9999815744622047
52,8,4927.9,0.9999809021146568
52,9,5218.6,0.9999802737397954
53,1,5575.95,0.999980235526641
53,2,4793.89,0.9999797077922078
53,3,5130.94,0.9999798665439484
53,4,4486.93,0.999980570891958
53,5,4575.92,0.9999808529155788
53,6,4624.87,0.9999811709009724
53,7,4868.88,0.9999800390007216
53,8,6327.9,0.9999809021146568
53,9,5608.6,0.9999802737397954
54,1,12710.95,0.999980235526641
54,2,9273.89,0.9999797077922078
54,3,4973.94,0.9999784284399448
54,4,5395.93,0.999978951799621
54,5,5017.92,0.9999791122715406
54,6,5635.87,0.9999784810296828
54,7,5023.88,0.9999800390007216
54,8,5199.9,0.9999791659432619
54,9,7536.6,0.9999802737397954
55,1,7413.95,0.9999769414477476
55,2,5407.89,0.9999875124875124
55,3,5063.94,0.9999856189599632
55,4,7342.93,0.9999773327072843
55,5,6450.92,0.9999895561357702
55,6,7643.87,0.9999865506435517
55,7,8067.88,0.9999877163081363
55,8,7381.9,0.999989582971631
55,9,5552.6,0.999987860762951
56,1,6612.95,0.9999769414477476
