onset	duration	trial_type
3.1	0.4899999999999997	{'kind': 'word', 'word': 'bonjour'}
4.2	0.0999999999999996	{'kind': 'word', 'word': 'dit'}
4.39	0.0200000000000004	{'kind': 'word', 'word': 'le'}
4.47	0.2600000000000007	{'kind': 'word', 'word': 'petit'}
4.73	0.5	{'kind': 'word', 'word': 'prince'}
5.95	0.3700000000000001	{'kind': 'word', 'word': 'bonjour'}
6.81	0.25	{'kind': 'word', 'word': 'dit'}
7.06	0.1200000000000001	{'kind': 'word', 'word': 'le'}
7.18	0.4500000000000002	{'kind': 'word', 'word': 'marchand'}
8.58	0.0600000000000005	{'kind': 'word', 'word': 'c'}
8.64	0.2699999999999996	{'kind': 'word', 'word': 'était'}
8.91	0.1099999999999994	{'kind': 'word', 'word': 'un'}
9.02	0.450000000000001	{'kind': 'word', 'word': 'marchand'}
9.47	0.1699999999999999	{'kind': 'word', 'word': 'de'}
9.64	0.4699999999999988	{'kind': 'word', 'word': 'pilules'}
10.11	0.8900000000000006	{'kind': 'word', 'word': 'perfectionnées'}
11.25	0.1500000000000003	{'kind': 'word', 'word': 'qui'}
11.4	0.5199999999999996	{'kind': 'word', 'word': 'apaisent'}
11.92	0.1300000000000007	{'kind': 'word', 'word': 'la'}
12.05	0.5399999999999991	{'kind': 'word', 'word': 'soif'}
13.26	0.120000000000001	{'kind': 'word', 'word': 'on'}
13.38	0.1499999999999985	{'kind': 'word', 'word': 'en'}
13.53	0.3600000000000012	{'kind': 'word', 'word': 'avale'}
13.99	0.25	{'kind': 'word', 'word': 'une'}
14.24	0.1699999999999999	{'kind': 'word', 'word': 'par'}
14.41	0.5399999999999991	{'kind': 'word', 'word': 'semaine'}
15.09	0.08	{'kind': 'word', 'word': 'et'}
15.17	0.0500000000000007	{'kind': 'word', 'word': 'l'}
15.22	0.1099999999999994	{'kind': 'word', 'word': 'on'}
15.33	0.0500000000000007	{'kind': 'word', 'word': 'n'}
15.38	0.4099999999999983	{'kind': 'word', 'word': 'éprouve'}
15.87	0.2200000000000006	{'kind': 'word', 'word': 'plus'}
16.09	0.1400000000000005	{'kind': 'word', 'word': 'le'}
16.23	0.3499999999999978	{'kind': 'word', 'word': 'besoin'}
16.58	0.120000000000001	{'kind': 'word', 'word': 'de'}
16.7	0.490000000000002	{'kind': 'word', 'word': 'boire'}
18.09	0.3399999999999998	{'kind': 'word', 'word': 'pourquoi'}
18.43	0.1099999999999994	{'kind': 'word', 'word': 'vends'}
18.54	0.2100000000000008	{'kind': 'word', 'word': '-tu'}
18.75	0.2699999999999996	{'kind': 'word', 'word': 'ça'}
19.42	0.2099999999999973	{'kind': 'word', 'word': 'dit'}
19.63	0.0500000000000007	{'kind': 'word', 'word': 'le'}
19.68	0.3099999999999987	{'kind': 'word', 'word': 'petit'}
19.99	0.5200000000000031	{'kind': 'word', 'word': 'prince'}
21.16	0.0599999999999987	{'kind': 'word', 'word': 'c'}
21.22	0.1300000000000025	{'kind': 'word', 'word': 'est'}
21.35	0.129999999999999	{'kind': 'word', 'word': 'une'}
21.48	0.3000000000000007	{'kind': 'word', 'word': 'grosse'}
21.78	0.4599999999999973	{'kind': 'word', 'word': 'économie'}
22.24	0.1400000000000005	{'kind': 'word', 'word': 'de'}
22.38	0.2900000000000027	{'kind': 'word', 'word': 'temps'}
23.02	0.2100000000000008	{'kind': 'word', 'word': 'dit'}
23.23	0.0799999999999983	{'kind': 'word', 'word': 'le'}
23.31	0.4500000000000028	{'kind': 'word', 'word': 'marchand'}
24.24	0.1500000000000021	{'kind': 'word', 'word': 'les'}
24.39	0.5199999999999996	{'kind': 'word', 'word': 'experts'}
24.91	0.1099999999999994	{'kind': 'word', 'word': 'ont'}
25.02	0.1400000000000005	{'kind': 'word', 'word': 'fait'}
25.16	0.1000000000000014	{'kind': 'word', 'word': 'des'}
25.26	0.5999999999999979	{'kind': 'word', 'word': 'calculs'}
26.42	0.2099999999999973	{'kind': 'word', 'word': 'on'}
26.63	0.5199999999999996	{'kind': 'word', 'word': 'épargne'}
27.15	0.5400000000000027	{'kind': 'word', 'word': 'cinquante'}
27.69	0.2099999999999973	{'kind': 'word', 'word': '-trois'}
27.9	0.4100000000000001	{'kind': 'word', 'word': 'minutes'}
28.31	0.1900000000000012	{'kind': 'word', 'word': 'par'}
28.5	0.5899999999999999	{'kind': 'word', 'word': 'semaine'}
30.05	0.0799999999999983	{'kind': 'word', 'word': 'et'}
30.13	0.240000000000002	{'kind': 'word', 'word': 'que'}
30.37	0.3200000000000003	{'kind': 'word', 'word': 'fait'}
30.69	0.139999999999997	{'kind': 'word', 'word': '-on'}
30.83	0.1400000000000005	{'kind': 'word', 'word': 'de'}
30.97	0.1600000000000001	{'kind': 'word', 'word': 'ces'}
31.13	0.490000000000002	{'kind': 'word', 'word': 'cinquante'}
31.62	0.1799999999999997	{'kind': 'word', 'word': '-trois'}
