word	onset	duration
La	0.7	0.25
quatrième	1.0	0.25
planète	1.3	0.25
était	1.6	0.25
celle	1.9000000000000001	0.25
du	2.2	0.25
businessman.	2.5	0.25
Cet	2.8000000000000007	0.25
homme	3.1000000000000005	0.25
était	3.4000000000000004	0.25
si	3.7	0.25
occupé	4.000000000000001	0.25
qu'il	4.300000000000001	0.25
ne	4.6000000000000005	0.25
leva	4.900000000000001	0.25
même	5.200000000000001	0.25
pas	5.500000000000001	0.25
la	5.800000000000001	0.25
tête	6.1000000000000005	0.25
à	6.400000000000001	0.25
l'arrivée	6.700000000000001	0.25
du	7.000000000000001	0.25
petit	7.300000000000002	0.25
prince.	7.600000000000001	0.25
"""bonjour,"	7.900000000000001	0.25
lui	8.200000000000001	0.25
dit	8.5	0.25
celui-ci.	8.8	0.25
Votre	9.100000000000001	0.25
cigarette	9.4	0.25
est	9.700000000000001	0.25
éteinte.	10.0	0.25
-trois	10.3	0.25
et	10.600000000000001	0.25
deux	10.9	0.25
font	11.200000000000001	0.25
cinq.	11.5	0.25
Cinq	11.8	0.25
et	12.100000000000001	0.25
sept	12.4	0.25
douze.	12.700000000000001	0.25
Douze	13.000000000000002	0.25
et	13.3	0.25
trois	13.600000000000001	0.25
quinze.	13.900000000000002	0.25
Bonjour.	14.200000000000001	0.25
Quinze	14.500000000000002	0.25
et	14.8	0.25
sept	15.100000000000001	0.25
vingt-deux.	15.400000000000002	0.25
Vingt-deux	15.700000000000001	0.25
et	16.000000000000004	0.25
six	16.3	0.25
vingt-huit.	16.6	0.25
Pas	16.900000000000002	0.25
le	17.200000000000003	0.25
temps	17.500000000000004	0.25
de	17.8	0.25
la	18.1	0.25
rallumer.	18.400000000000002	0.25
Vingt-six	18.700000000000003	0.25
et	19.000000000000004	0.25
cinq	19.3	0.25
trente	19.6	0.25
et	19.900000000000002	0.25
un.	20.200000000000003	0.25
Ouf!	20.500000000000004	0.25
Ça	20.8	0.25
fait	21.1	0.25
donc	21.400000000000002	0.25
cinq	21.700000000000003	0.25
cent	22.000000000000004	0.25
un	22.3	0.25
millions	22.6	0.25
six	22.900000000000002	0.25
cent	23.200000000000003	0.25
vingt-deux	23.500000000000004	0.25
mille	23.800000000000004	0.25
sept	24.1	0.25
cent	24.400000000000002	0.25
trente	24.700000000000003	0.25
et	25.000000000000004	0.25
un.	25.300000000000004	0.25
-cinq	25.6	0.25
cents	25.900000000000002	0.25
millions	26.200000000000003	0.25
de	26.500000000000004	0.25
quoi?	26.800000000000004	0.25
-hein?	27.100000000000005	0.25
Tu	27.400000000000002	0.25
es	27.700000000000003	0.25
toujours	28.000000000000004	0.25
là?	28.300000000000004	0.25
Cinq	28.600000000000005	0.25
cent	28.900000000000002	0.25
un	29.200000000000003	0.25
millions	29.500000000000004	0.25
de...	29.800000000000004	0.25
Je	30.100000000000005	0.25
ne	30.400000000000002	0.25
sais	30.700000000000003	0.25
plus...	31.000000000000004	0.25
J'ai	31.300000000000004	0.25
tellement	31.600000000000005	0.25
de	31.900000000000002	0.25
travail!	32.2	0.25
Je	32.50000000000001	0.25
suis	32.800000000000004	0.25
sérieux,	33.10000000000001	0.25
moi,	33.400000000000006	0.25
je	33.70000000000001	0.25
ne	34.00000000000001	0.25
m'amuse	34.30000000000001	0.25
pas	34.60000000000001	0.25
à	34.900000000000006	0.25
des	35.20000000000001	0.25
balivernes!	35.50000000000001	0.25
Deux	35.80000000000001	0.25
et	36.10000000000001	0.25
cinq	36.400000000000006	0.25
