subject,score,t
11,-0.003829407206519616,-4.0
11,0.0016648720836094644,-3.9
11,0.007057828691154862,-3.8
11,-0.0032675491071525458,-3.7
11,-0.0021977961271224394,-3.6
11,0.0019864137031193815,-3.5
11,0.00453118442919171,-3.4
11,0.0023589675838151026,-3.3
11,-0.001868715411925066,-3.2
11,-0.003024806891396705,-3.1
11,-0.0017582765349702647,-3.0
11,0.0034357895303996633,-2.9
11,-0.0012605030662039757,-2.8
11,-0.0021934294073436902,-2.7
11,0.00327072096505075,-2.6
11,-0.001673349045269657,-2.5
11,-0.0050532310165455,-2.4
11,0.00633374252670763,-2.3
11,-0.002063110476561879,-2.2
11,0.0014947359812207339,-2.1
11,-0.00034059418455718637,-2.0
11,-0.0011601420917285667,-1.9
11,0.00020248739504288705,-1.8
11,-0.004648049227595701,-1.7
11,-0.0026334097896769048,-1.6
11,-0.0008917379154308389,-1.5
11,0.0015897159613240525,-1.4
11,0.0029806617125057613,-1.3
11,0.002168132040312715,-1.2
11,-0.0016603860321339344,-1.1
11,-0.0008415507549890052,-1.0
11,0.00010251997633276744,-0.9
11,0.00019527064568201796,-0.8
11,0.002982924714199063,-0.7
11,0.0010968211854709908,-0.6
11,0.002090719503044787,-0.5
11,0.0015149551946889814,-0.4
11,0.00814760010484135,-0.3
11,0.004478198977991429,-0.2
11,-0.0007384585169223345,-0.1
11,0.0027799161015013047,0.0
11,0.001788108538899803,0.1
11,-0.004622637080328339,0.2
11,0.0026545933231683114,0.3
11,0.004512043456168935,0.4
11,0.00016809221521812785,0.5
11,0.0021009176793725893,0.6
11,2.2992113671900285e-05,0.7
11,0.0007277410662421578,0.8
11,-0.0065622914809911745,0.9
11,0.0005652170670591236,1.0
