subject,score,t
47,0.00442915410134761,-1.0
47,-0.0011102387248926823,-0.9
47,0.0010834117781310208,-0.8
47,-0.004089474685501232,-0.7
47,0.003598403042889267,-0.6
47,-0.0021259829422534365,-0.5
47,0.0007263233816822136,-0.4
47,0.003658295151884989,-0.3
47,0.000642656260603531,-0.2
47,0.0011062324324288412,-0.1
47,-0.001482874613728238,0.0
47,-0.003867794761531184,0.1
47,-0.001271894478219078,0.2
47,-0.00233949210760235,0.3
47,-0.004652956317279156,0.4
47,0.0026712915954931952,0.5
47,-0.00022488731907814322,0.6
47,-0.003310353051711679,0.7
47,-0.0028201106741552223,0.8
47,-0.0032935436933556046,0.9
47,-0.005802805366357724,1.0
47,-0.002202191663359418,1.1
47,-0.007526949252989592,1.2
47,-0.0013131529835272695,1.3
47,0.0014509632865353816,1.4
47,0.0070996465966308665,1.5
47,0.0023561196087103155,1.6
47,0.005871300773733489,1.7
47,-9.990353335624797e-05,1.8
47,0.006941811601211286,1.9
47,-0.001364719467340649,2.0
47,0.000747955313850644,2.1
47,0.0015704826173169688,2.2
47,0.00106367207570175,2.3
47,-0.00301702505884676,2.4
47,0.0017349519001013528,2.5
47,-0.003095373078648454,2.6
47,-0.00028141135984148226,2.7
47,0.0019271360861058578,2.8
47,-0.0039258790157353715,2.9
47,-0.0013839854164759116,3.0
47,-0.0012816150798450993,3.1
47,-0.0027807803824027974,3.2
47,-0.0024165561020372717,3.3
47,0.00312383432424763,3.4
47,-0.0024869767717377177,3.5
47,-0.0015611450308014028,3.6
47,-0.0006441573412679361,3.7
47,0.001960779156414931,3.8
47,0.0033446491355763005,3.9
47,0.0028299028211336394,4.0
