subject,score,t
36,0.008974543237087181,-4.0
36,-0.0024521585084875948,-3.9
36,-0.003119282615461551,-3.8
36,-0.004753788271118638,-3.7
36,0.0009820891926774786,-3.6
36,-0.007277429371619594,-3.5
36,-0.011488215001897327,-3.4
36,-0.0011522301641998251,-3.3
36,0.0024262185968749075,-3.2
36,0.007780381675371474,-3.1
36,-0.013019573507263849,-3.0
36,-0.008204445906498752,-2.9
36,0.005408558455891042,-2.8
36,0.0028313754769774342,-2.7
36,-0.005305558279582088,-2.6
36,-0.007983358546133022,-2.5
36,0.002523246516519161,-2.4
36,-0.0011586321749291612,-2.3
36,0.02417891191698111,-2.2
36,0.001876754155806019,-2.1
36,0.003971016915419006,-2.0
36,0.008992295668712099,-1.9
36,-0.011993181045149485,-1.8
36,0.0008253133065200814,-1.7
36,-0.00627659163372299,-1.6
36,-0.0031312855817952046,-1.5
36,0.007047104997019142,-1.4
36,0.01380791968162112,-1.3
36,-0.00026365755511624067,-1.2
36,0.019439701570173877,-1.1
36,0.008458341702528278,-1.0
36,0.007041208648508144,-0.9
36,-0.0073770275532645535,-0.8
36,0.007291034409381724,-0.7
36,0.012171007446567532,-0.6
36,0.013150664491842464,-0.5
36,0.003188688152308932,-0.4
36,-0.0022105169448623824,-0.3
36,-0.00543364393695507,-0.2
36,0.013903588144976246,-0.1
36,0.0015188542100814967,0.0
36,0.0038468739686415222,0.1
36,0.00681544607808907,0.2
36,1.589504307790054e-05,0.3
36,-0.00751440131675024,0.4
36,-0.01517318610863594,0.5
36,0.012415742771132358,0.6
36,0.001928915391914143,0.7
36,0.017207412679005052,0.8
36,0.0129571361696425,0.9
36,0.004505497756354973,1.0
