subject,score,t
33,-0.007113018266335897,-4.0
33,0.003215949810536071,-3.9
33,-0.0034573113711982846,-3.8
33,0.0036214325371294047,-3.7
33,0.00793170696377302,-3.6
33,0.005200584853668597,-3.5
33,0.002102052508937052,-3.4
33,0.003019782068633081,-3.3
33,-0.004473384311598378,-3.2
33,-0.001541479511706922,-3.1
33,-0.0021048366584187376,-3.0
33,0.002053695462732755,-2.9
33,0.0019338162398736963,-2.8
33,-0.005422436685758563,-2.7
33,-0.0011960094327501205,-2.6
33,0.0074322252521393795,-2.5
33,0.004056129006991502,-2.4
33,0.0020064512543159466,-2.3
33,-0.0005723120271769931,-2.2
33,0.0017839566459067271,-2.1
33,-0.0044384606329149956,-2.0
33,-0.002626014326099059,-1.9
33,-0.004409136524271199,-1.8
33,-0.0010107782780952106,-1.7
33,-0.0031025207080874616,-1.6
33,0.0057457168471009646,-1.5
33,-0.0018661320252836117,-1.4
33,-0.0005870716380845328,-1.3
33,0.003257970567878,-1.2
33,0.006776423423384636,-1.1
33,-0.006290898830850557,-1.0
33,0.0019608623392830303,-0.9
33,0.008949503896190788,-0.8
33,-0.003284143104958829,-0.7
33,0.003901556774079947,-0.6
33,-0.008471567956945925,-0.5
33,0.0009399473237105236,-0.4
33,0.002923273477622539,-0.3
33,0.002326568880120089,-0.2
33,0.0069937522857663895,-0.1
33,0.0038615519193617586,0.0
33,0.0022860459627269624,0.1
33,0.001847283846659366,0.2
33,0.00040825798556730933,0.3
33,-0.0018573631153339894,0.4
33,0.0011665010987884097,0.5
33,0.0015936368577329112,0.6
33,-0.0006383342410899222,0.7
33,0.004475465635217835,0.8
33,0.006290515523131896,0.9
33,0.002923835539571633,1.0
